neuron_id,session_name,group_name,experiment_name,group,neuron_type,width_basepost,mean_firing_rate,cv_isi_burst
1364,hamilton_07,chronic_saline,HAMILTON,SAL,SR,68.87918512015702,2.768316818006417,0.3185944713516215
1365,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,,,0.8038883163404683
1366,hamilton_07,chronic_saline,HAMILTON,SAL,SR,57.34812753530403,3.864719744427881,0.3631773710146592
1367,hamilton_07,chronic_saline,HAMILTON,SAL,SR,76.93907691096217,1.3889408675092274,0.8923276103892037
1368,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,56.85920599939823,1.3897461470067325,0.8293495224279418
1369,hamilton_07,chronic_saline,HAMILTON,SAL,FF,64.45871425122596,9.256911211252865,0.6493926566306225
1370,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,38.16842880947277,0.7835720558264038,0.8598927705899387
1371,hamilton_07,chronic_saline,HAMILTON,SAL,SR,40.33305197950631,3.657838573075944,0.4834955671122661
1372,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,11.093685222583105,,0.9004825194685386
1373,hamilton_07,chronic_saline,HAMILTON,SAL,SR,75.87898395175566,8.013617599241503,0.7855008676244113
1375,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,,
1378,hamilton_07,chronic_saline,HAMILTON,SAL,SR,58.81980699056308,4.058988955771746,0.2605740388631537
1379,hamilton_07,chronic_saline,HAMILTON,SAL,SR,46.01275346782782,6.594259170974079,0.663296497590937
1380,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,34.61471956843434,3.187962657643456,0.8827001822187706
1383,hamilton_07,chronic_saline,HAMILTON,SAL,FF,57.876105056456254,14.452206258292314,0.5159381057119372
1384,hamilton_07,chronic_saline,HAMILTON,SAL,FF,39.958035680455225,20.53745912544101,0.4287676483600745
1385,hamilton_07,chronic_saline,HAMILTON,SAL,SR,58.13996161316331,4.801887231291504,0.5713033205633119
1386,hamilton_07,chronic_saline,HAMILTON,SAL,FF,39.1190084169204,7.393137965768286,0.620244839608031
1387,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,30.47948592045647,2.8757523258833766,0.7764722753608521
1389,hamilton_07,chronic_saline,HAMILTON,SAL,SR,62.30450558664006,1.5780323639301888,0.7196970001794385
1390,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,0.5068537895768352,0.6294713383172157
1391,hamilton_07,chronic_saline,HAMILTON,SAL,SR,71.3179934346592,4.505098043194799,0.763869022082977
1392,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,42.205815476311074,2.472536759166944,0.666244337713517
1393,hamilton_07,chronic_saline,HAMILTON,SAL,SR,52.799429785489565,4.065177896904451,0.2318329047775303
1394,hamilton_07,chronic_saline,HAMILTON,SAL,SR,63.92828153559938,1.71349472876452,0.507523718060352
1395,hamilton_07,chronic_saline,HAMILTON,SAL,SR,76.95924185271272,2.24280490932742,0.8824777911087108
1396,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,5.311365963062246,0.2390759214000608
1397,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,2.6489009622695763,0.345939369753168
1398,hamilton_07,chronic_saline,HAMILTON,SAL,FF,77.03961830236042,11.488376487863246,0.7500136170936239
1399,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,7.085905300714566,0.7797253628026386
1401,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,27.265819240361964,4.719007740581352,0.5429247580255164
1402,hamilton_07,chronic_saline,HAMILTON,SAL,SR,73.60738041719787,,
1403,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,,0.596214481786754,0.7667586716885044
1404,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,,
1405,hamilton_07,chronic_saline,HAMILTON,SAL,SR,65.09733149369501,7.89408937816048,0.7167972857295872
1406,hamilton_07,chronic_saline,HAMILTON,SAL,SR,49.99746487849393,4.848953274847469,0.718205190478508
1407,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,34.150619993309164,2.252283914610409,0.5384150141439428
1408,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,,1.804490798799282,0.6538716548677213
1409,hamilton_07,chronic_saline,HAMILTON,SAL,,,,
1410,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,69.34068416376226,1.9997749440860848,0.8945678567460391
1411,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,44.22065201561932,,1.153074500033096
1412,hamilton_07,chronic_saline,HAMILTON,SAL,SR,61.52774317522304,4.226642190801183,0.235035224373741
1413,hamilton_07,chronic_saline,HAMILTON,SAL,SR,60.75165632399066,3.456261110738622,0.2751559224533014
1414,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,64.31924184261939,0.845626290176066,0.6656481134259363
1416,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,62.43128702436914,1.9934915177242376,0.5582213487667742
1417,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,62.03318850848848,0.732783124944788,0.8212124712730128
1419,hamilton_08,citalopram_continuation,HAMILTON,CIT,FF,,,0.6077716075639656
1421,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,,1.4332740392144252
1422,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,,1.0992783245192108
1423,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,84.4659726220925,,0.8961495638956951
1424,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,,,0.6110876180861491
1426,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,69.03831941319012,0.5959345937929106,0.8137061223904767
1429,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,,,0.4543798070468137
1430,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,0.941472928585208,0.9510888147998324
1434,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,49.94542608672924,0.9476277718112311,0.7073322045025903
1435,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,53.961868176004685,2.9126035061340403,0.3886956886211653
1437,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,54.23823610014685,3.504142764887707,0.7017054712477616
1438,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,47.650547908199655,0.5070163259256983,0.5780583093327326
1439,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,49.90888366762496,1.3673121248030418,0.6480635645123436
1440,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,32.674468213978656,1.0981129615077052,0.9853664724968254
1441,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,62.86538196410123,0.8476806891098599,0.9022194257785856
1442,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,63.65436899456401,0.7722689261048938,0.6761940087630802
1443,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,61.422669168916286,1.0448932583486965,0.7163001799834736
1445,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,69.37458619718592,0.8040380007071155,0.632462652969541
1446,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,54.11139467759765,1.3708053048930324,0.9770731430460162
1447,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,60.39702821825938,4.244021818884473,0.656850364282686
1448,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,46.417976367915486,1.5730612781854345,0.9330300310711708
1449,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,61.37368527513698,,0.7039002112104574
1452,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,34.86484166770353,1.356024141266185,0.7792853199012071
1455,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,42.42505568580572,0.621138047111724,1.0571942237266627
1456,hamilton_08,citalopram_continuation,HAMILTON,CIT,,,,
1458,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,18.18255323137035,1.177004891109217,0.938517705202114
1459,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,18.51138213599356,1.364607016622866,0.855826537528569
1460,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,29.465852231385117,0.6273656914615557,0.8073944725352918
1461,hamilton_08,citalopram_continuation,HAMILTON,CIT,FF,30.15841173575322,7.013365494524962,0.5238832567771633
1463,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,37.89043663227622,1.398161806187982,0.8757899773158418
1465,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,63.692981164877466,2.0695405599154144,0.8662348534883706
1466,hamilton_08,citalopram_continuation,HAMILTON,CIT,FF,,,0.7457136402919551
1467,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,58.62500112962772,0.7715300727225571,0.903297351934888
1468,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,,0.947790686377452
1469,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,58.218181447776175,0.586184909916341,0.9836875696714936
1470,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,70.38900587732812,1.433068045846548,0.6590408312933955
1471,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,58.42382717052911,3.934973234743617,0.3348741661386104
1472,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,,,0.4998014305775783
1473,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,,0.8406867522086912
1474,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,73.38817712094908,1.4563013043286084,0.4792352487200115
1475,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,74.31756139126489,0.6482102512834751,0.5439479382261321
1476,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,0.9325047855627548,0.7414618850597171
1477,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,66.35141942147459,,0.7494225145720821
1478,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,,,
1479,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,69.03309660092961,1.142074892323749,0.8597208907929416
1480,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,56.54396909612464,0.9625556191209034,0.8018679583907586
1481,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,71.84427907900121,1.3862323801255862,0.8739007672601893
1482,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,61.68266575917514,1.3202375037783096,0.5880751036385174
1483,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,67.59798489944941,2.981586135281753,0.923387026
1484,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,52.17845261924978,1.235486708222157,0.9449522337380916
1485,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,77.16786103043992,0.6901664067891908,1.0926118361860988
1486,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,61.95367887734025,1.375219351415352,0.6920731649534915
1487,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,43.646569705409945,1.4051634059130875,0.9550221474805722
1488,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,67.38104272049594,1.2255430403907217,0.9758123520269724
1489,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,,0.9063183217604858,0.7756669943713812
1490,hamilton_08,citalopram_continuation,HAMILTON,CIT,SR,66.04885380809819,0.8384679792572327,0.6903592875869315
1491,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,65.40600348460961,1.228967113466659,1.0418994144267746
1492,hamilton_08,citalopram_continuation,HAMILTON,CIT,SIR,22.354560211440685,,1.7138240330467167
1493,hamilton_19,chronic_saline,HAMILTON,SAL,SR,,4.392851737320083,0.26274095127571
1494,hamilton_19,chronic_saline,HAMILTON,SAL,SR,72.48245021881704,7.598271440545897,0.5640089387162681
1495,hamilton_19,chronic_saline,HAMILTON,SAL,SR,78.47060540500516,2.982216502198749,0.3721237672211281
1496,hamilton_19,chronic_saline,HAMILTON,SAL,SR,77.45227149516887,2.781342885961596,0.4061588479054194
1497,hamilton_19,chronic_saline,HAMILTON,SAL,SR,58.81473106946564,5.144969572979966,0.2905397368014057
1498,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,61.98572051328517,0.6085391253738004,0.8261467415133916
1499,hamilton_19,chronic_saline,HAMILTON,SAL,SR,59.88270533122241,2.084083775021871,0.4329573448711484
1500,hamilton_19,chronic_saline,HAMILTON,SAL,SR,68.81117829619498,3.5354014246088004,0.8623149967381436
1501,hamilton_19,chronic_saline,HAMILTON,SAL,SR,72.7006683859714,0.9763576494568228,0.7966076868309453
1502,hamilton_19,chronic_saline,HAMILTON,SAL,SR,63.44153029059365,4.624536049122551,0.5698165740482144
1503,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,69.55688490261659,,1.1015527561607006
1504,hamilton_19,chronic_saline,HAMILTON,SAL,FF,61.824380452644135,9.004895422201447,0.2407074425556085
1505,hamilton_19,chronic_saline,HAMILTON,SAL,SR,48.58948065272469,2.28835089697976,0.310563871859613
1507,hamilton_19,chronic_saline,HAMILTON,SAL,SR,79.40801107448524,2.020890217823966,0.6639386822917108
1509,hamilton_19,chronic_saline,HAMILTON,SAL,SR,54.06560077632236,4.698044383096441,0.6492137821646148
1510,hamilton_19,chronic_saline,HAMILTON,SAL,FF,49.92928113060586,11.832574939726827,0.6980141320035966
1511,hamilton_19,chronic_saline,HAMILTON,SAL,SR,50.86392490250074,4.506502803055214,0.6386039968159247
1512,hamilton_19,chronic_saline,HAMILTON,SAL,SR,39.03223166320112,5.14520732846804,0.4342306421785405
1513,hamilton_19,chronic_saline,HAMILTON,SAL,SR,69.00960763702048,2.924906487585554,0.2636900617413638
1514,hamilton_19,chronic_saline,HAMILTON,SAL,SR,50.37301694213431,2.809697750533616,0.6326660846352694
1515,hamilton_19,chronic_saline,HAMILTON,SAL,SR,66.07958652095053,2.174246174607311,0.676869887461101
1516,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,27.44078914372868,1.33926858774352,0.7665432792338724
1517,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,29.48774302913705,1.5770373336578538,0.9078145847107326
1519,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,23.13976002667769,3.5739486634348387,0.6608478890458317
1521,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,30.655398993032577,0.6594058624951102,0.9067011361055632
1522,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,20.978759092573,0.6070167805782638,0.9747019575936238
1523,hamilton_19,chronic_saline,HAMILTON,SAL,SR,40.24933692960127,4.703434833799509,0.5772710389928977
1524,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,,0.5453801754306208,1.0147249778693472
1525,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,23.32949428970917,1.2502741188058637,0.859170893966499
1526,hamilton_19,chronic_saline,HAMILTON,SAL,FF,25.25796293104676,10.54728837811212,0.4719579980714234
1527,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,21.377662932238135,,0.8825564770081893
1528,hamilton_19,chronic_saline,HAMILTON,SAL,SR,,0.7767090836127323,0.5102680768217149
1529,hamilton_19,chronic_saline,HAMILTON,SAL,SR,58.74174393546352,1.867209511627535,0.5569525952320945
1530,hamilton_19,chronic_saline,HAMILTON,SAL,SR,71.86609733631562,0.85517648239886,0.6527193884308102
1531,hamilton_19,chronic_saline,HAMILTON,SAL,SR,72.114590738999,1.699785064771677,0.6205197119497998
1532,hamilton_19,chronic_saline,HAMILTON,SAL,SR,61.70918516193532,4.356617601976138,0.2001540356486431
1533,hamilton_19,chronic_saline,HAMILTON,SAL,FF,21.47843906465701,17.62250015557136,0.1598738951842582
1534,hamilton_19,chronic_saline,HAMILTON,SAL,SR,35.03265603677804,,0.4107602226841087
1535,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,24.0265178038798,3.1283744900565047,0.7838822190547707
1536,hamilton_19,chronic_saline,HAMILTON,SAL,FF,42.40583247358711,7.65322568864938,0.7531853455196774
1537,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,35.52774547622913,2.5525861985471936,0.6698637347506224
1538,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,39.70546166458018,2.2907964683102224,0.872108515858351
1540,hamilton_19,chronic_saline,HAMILTON,SAL,SR,68.42442613299738,3.3298096900196623,0.275462226871457
1541,hamilton_19,chronic_saline,HAMILTON,SAL,SR,58.57660526691657,4.273869888629764,0.4036425920700275
1542,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,75.30799645448911,0.94153185623238,0.989037497151168
1543,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,26.005858134977203,,0.8696712532916263
1544,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,23.675336491831985,0.6379396910718009,1.143121237948784
1545,hamilton_19,chronic_saline,HAMILTON,SAL,FF,14.679412437158064,,
1547,hamilton_19,chronic_saline,HAMILTON,SAL,SR,56.808352179569965,1.3067644240372092,0.6900635104549663
1548,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,48.7048366506817,1.588079760494086,0.9420833709745944
1549,hamilton_19,chronic_saline,HAMILTON,SAL,,,,
1550,hamilton_19,chronic_saline,HAMILTON,SAL,FF,43.33785151281363,22.999485552506577,0.5151417250817408
1551,hamilton_19,chronic_saline,HAMILTON,SAL,FF,48.96215084016848,15.540573413268508,0.5930984147702545
1552,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,58.56917169515887,,1.0780605486486463
1553,hamilton_19,chronic_saline,HAMILTON,SAL,SIR,,,1.029874446594858
1554,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,59.00293029019727,1.7387582591017263,0.6600104837393626
1556,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,69.17556819797363,2.887454667211501,0.8306805014516322
1557,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,54.72412104947628,4.014599263907436,0.4206852806405168
1558,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,39.3425887315139,1.3186358329224397,0.9005002281032162
1559,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,55.12733498425712,2.4127046675480983,0.2774545670442698
1560,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,39.55161505007865,6.388083756573138,0.3560359412231946
1562,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,55.01662518841962,2.858497651372911,0.2324293450504577
1563,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,50.57055613917615,1.513143725047606,0.9098095250256608
1564,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,63.37315738045163,1.8641538745788884,0.662866949590258
1565,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,24.68479394014872,4.803834239651678,0.4431140733882
1567,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,35.11868942896734,0.5445776711823351,0.9879223134609054
1568,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,38.65416489873732,1.225284014543602,0.91731481726131
1569,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,57.12922533835192,3.3553660977045183,0.7979080682358566
1570,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,49.93135624560245,2.2316975441182865,0.3607365357380739
1571,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,,,
1572,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,60.33585058931584,5.243033810444449,0.7761329167814335
1573,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,64.7971599915555,5.411094050014483,0.798325977621921
1574,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,69.36495160435996,1.4271353359233103,0.8120455935787178
1575,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,66.903715030326,2.023972621248163,0.7149625102212933
1576,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,,,
1577,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,64.45094648957524,2.1727863388928905,0.3476335818975929
1578,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,23.013642646675947,2.294662232468782,0.7320801749612249
1579,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,55.04949727382308,0.617725693717305,0.836229455444961
1580,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,27.289129637062928,0.5414042026226428,1.0596515066854169
1581,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,32.17279112269337,3.938330471760473,0.4110652487321905
1582,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,61.26485012319816,1.492122872693164,0.2391249429883369
1584,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,47.58771830398689,1.3412982701147196,0.8628154858802252
1585,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,50.6172090666696,0.773054575205937,0.465188262706623
1586,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,40.14326450980343,0.8483395167858111,1.2700446109783532
1587,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,50.097557057499216,1.243821116070301,0.7298832210738342
1588,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,59.70789868665517,1.954005130268703,0.4516049649161791
1589,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,52.86565101334429,1.05194898377108,0.9415305964942052
1590,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,60.6733152693667,1.362962422207155,0.2411230500549128
1592,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,68.8997209846369,0.6530496271888606,1.1326396671457168
1593,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,70.90021452967528,1.0167755867339845,0.749539888205674
1594,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,59.98911057436615,1.392070131292913,0.9029317914592596
1595,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,57.49525324242859,0.8130363500942128,0.9694333264367168
1596,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,59.53682076192726,0.5544742025101503,0.6030424992314714
1597,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,38.65132743114663,,0.2925841619743303
1598,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,51.917566740300174,0.7404978336871872,0.3527946912952452
1599,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,,0.6506781475998269,0.5570011764553541
1600,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,65.33316207288163,1.7964756414234555,0.9984908757973764
1601,hamilton_20,citalopram_continuation,HAMILTON,CIT,,,,
1602,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,60.405582922327824,5.0539640403029225,0.8251214291286273
1603,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,70.18755718957442,2.943794932763872,0.4263990849843705
1604,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,54.76302491456602,2.5261402952713343,0.8621896042999141
1605,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,64.73806767175148,1.6108587296931307,0.909054967737502
1606,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,53.98634598264928,1.1463002754601694,0.9469900303001744
1608,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,,,0.6115508047964204
1609,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,55.46231557349989,2.82906074952154,0.2198551357024541
1610,hamilton_20,citalopram_continuation,HAMILTON,CIT,SIR,56.21720479302888,4.805728155845193,0.8730449480572695
1611,hamilton_20,citalopram_continuation,HAMILTON,CIT,SR,61.79707768776686,2.12184796117355,0.4876948843985294
2004,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,42.55757219780818,,0.9767767597864112
2005,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SR,53.95818281415205,2.7492322475195854,0.4352259040431697
2006,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,,,1.003977431008866
2009,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SR,63.98766828016366,2.1582492876289567,0.4873828814492273
2010,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SR,52.42593562749087,3.3341815895650866,0.4469309913909569
2014,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SR,56.92479565779957,1.8115355151230716,0.6446137566835717
2016,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,FF,34.33354312763035,9.1894746840147,0.5187094355309023
2017,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,34.18454256935843,2.335371460971767,0.6799540916229525
2018,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,29.523466510744854,1.2784036798541814,0.7593614915404503
2019,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,,,0.9338187421071444
2020,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,FF,55.40471670229096,9.390781743046558,0.8572923156725281
2021,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,,,1.213925790196814
2022,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,FF,66.2434900525001,17.21129473558048,0.753928698266279
2023,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,24.270296779317302,4.773168783253631,0.8012026060843699
2024,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,,0.7334132554892627,1.0019477489612432
2026,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,23.572010892244748,2.5240443627657547,0.905621939130564
2029,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,,,1.023923494751444
2031,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,32.80894644628529,3.235435205354648,0.7663215493747513
2034,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,20.623310278662828,3.9825778900979647,0.8693047441946629
2035,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,26.64393751276492,3.190356758358558,0.8265383271815494
2036,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SIR,23.0806229284795,5.358555984806884,0.7078652630339172
2037,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SR,59.31257001648018,4.157152130218574,0.3333219139415901
2038,hamilton_25,citalopram_discontinuation,HAMILTON,DIS,SR,55.44937811039898,2.8172930631109043,0.3599977619971869
2041,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SIR,16.492801518893742,2.6898246547591604,0.6971854851489645
2042,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,,,,
2047,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,65.43961405477097,2.35337619961897,0.781029086466603
2048,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,49.029755551234445,5.19878940878024,0.6066420659810078
2049,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,FF,56.976241079094535,11.115762987788145,0.678181764690418
2050,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,72.71099690970584,6.565172784395488,0.7832835915687788
2052,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,70.09758193816089,4.060918530091437,0.8176647563987895
2053,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,,5.270057148651634,0.2050845124769085
2055,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,71.49971229445805,1.7179867714922883,0.7658676268739824
2057,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,64.53313984298578,6.708840386031666,0.2728926725669229
2058,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,74.85853014523448,3.4216227550490474,0.7178953804808272
2059,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,56.30554305691686,4.648805381713357,0.591574711101231
2060,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,51.05906425712709,5.052011893214174,0.2856849047653403
2061,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,63.58598502509077,5.532684537620305,0.4114512969249624
2062,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SIR,31.56182978719187,4.81125850743816,0.666310812299969
2065,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,55.04238510600007,2.8715691568656307,0.4594206815336139
2066,hamilton_26,citalopram_discontinuation,HAMILTON,DIS,SR,70.9937258073555,2.663156876613765,0.5612144684105504
