neuron_id,session_name,group_name,experiment_name,group,neuron_type,width_basepost,mean_firing_rate,cv_isi_burst
1273,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,43.75899984450638,0.9589292869561664,1.2070680470886008
1274,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,62.73017996756573,1.2522145646467375,0.676051458042674
1276,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,52.40269257247357,0.7696198078149392,0.4635397724102279
1277,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.59789347325369,1.5758726845330455,0.9013998323982938
1278,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.6941186293319448
1279,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,40.448278307311455,,0.2211151442838374
1280,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.71743206532392,1.7331101248801244,0.6198531542504034
1281,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,24.79136116488021,0.5544671570620634,1.0884053320977525
1282,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,1.1128404675824626
1283,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,49.43469214531106,5.263530376810682,0.836190191231337
1284,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,51.34715285385698,2.7231431452251105,0.2294407309562527
1285,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,46.98497075104317,2.6011391687058047,0.2742806331388944
1286,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,
1287,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,59.357282917691776,2.89831732957553,0.7960969059858656
1288,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,67.3530051939795,,0.7831368748875753
1289,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,100.69182863524114,3.9690108503070416,0.8689828705841058
1291,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,84.61831153474338,0.6187845303867403,0.9969157236858416
1292,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,62.59413017143194,0.7437806042802114,0.5824352206843038
1293,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,58.99493621645982,,0.7898094302176517
1294,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,51.71752200228536,1.6177376031144166,0.8681073543119173
1296,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,69.0355794747322,,1.1374061293456927
1299,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,76.08504743781549,1.2619919607779273,1.0000357298904916
1301,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,65.86260035306813,0.987136334704226,0.5545431185878698
1302,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,73.2052526195533,0.908590019721059,0.9470603189639248
1303,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,65.63897974859904,2.409987751420087,0.8612956706072941
1304,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.5333420770096062
1305,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,83.7539576605165,0.5280283304800252,1.0280451624858924
1306,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9287929538867188
1310,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.7374777278443752
1311,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,62.051593986970914,,1.020973885948326
1312,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,65.72882066552523,2.413316142180072,0.4549490495521099
1314,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,62.0162072337599,1.3644612424784075,0.8810933449862524
1315,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,56.1216169389605,1.955140389941888,0.3646434318130858
1316,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,72.81606442560798,2.648167565347092,0.4680991015568729
1317,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,55.76113870423177,0.9271161782037336,0.583667693624121
1318,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.76988448159111,2.5147016651177165,0.7880010074970685
1319,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.41389363468,3.0347473324715133,0.9137259704158132
1320,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,66.82717086772362,0.5266999862850232,0.4600909544383709
1321,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,63.716694714679846,1.0599415204678355,0.420933334046346
1322,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.84249337486665,0.5568220332333651,0.5744195047591811
1323,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,69.51122408285855,,0.8248383421615383
1325,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,64.78400778407115,,0.6754347999795849
1326,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,90.01234070485063,,0.8807361969295427
1327,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,1.0279696391853164,0.7493010532309148
1328,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,0.7977784760761849,0.5198523166559654
1329,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,71.02524881795154,0.5857250385787219,0.6012276127685893
1330,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,84.90332519707887,15.64542652447809,0.5688901471454569
1331,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,51.32748754512048,2.070983920795284,0.6333474356048996
1332,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,61.85262897120055,1.6047453272701555,0.6572613659636198
1333,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.36511275589984,1.3079462832529578,0.93944208404555
1334,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.62304696105485,0.5033768194974624,0.5884275815029317
1335,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,68.05196706160035,,1.2796542611526265
1336,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,58.67856692018211,1.050431582493289,0.6548752671159497
1337,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,68.36726649933442,,1.0547868713223214
1338,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,56.3865117757228,8.301447347572175,0.6554506385316896
1339,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.37408053960533,2.352721774178364,0.8686537557326399
1340,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9063690866802996
1341,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,63.19685589101209,1.7202012406091338,0.4745441013644775
1342,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,50.58381377211202,0.5797244907939665,0.9814085753020226
1343,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,69.52791597397842,0.8312305048166362,0.9749431195436452
1344,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,1.643412480422562,0.5562857093249621
1345,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,55.13259126748508,1.8278490991471288,0.8144742296454839
1346,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,67.43530077452175,,1.121751670027796
1347,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,53.040901838233,0.6673100854033329,0.8582296812954568
1348,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,53.0118778001544,,0.5269625945069422
1349,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,78.49374579838559,0.970057742572389,0.8281959450281942
1350,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,39.91366390432188,1.419785628375732,0.8080466488009553
1351,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,,
1352,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,,
1353,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,55.27891216043983,0.5296129896729751,0.8726657841498185
1354,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,47.78056220354293,1.5762641665001191,0.9078102678208488
1355,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,3.194279437806828,0.2977911778841019
1356,hamilton_07,chronic_saline,HAMILTON,SAL,SR,44.83712022460148,3.320826852954544,0.5606002569345461
1357,hamilton_07,chronic_saline,HAMILTON,SAL,SR,69.36800760342896,4.621833675459028,0.8419960704249312
1358,hamilton_07,chronic_saline,HAMILTON,SAL,SR,86.77629901523528,,0.97585085266915
1360,hamilton_07,chronic_saline,HAMILTON,SAL,SIR,,,1.057528120360698
1361,hamilton_07,chronic_saline,HAMILTON,SAL,SR,79.85603502457721,3.6036447271751655,0.4298167141542238
1362,hamilton_07,chronic_saline,HAMILTON,SAL,SR,,6.969715318960338,0.725221828703486
1363,hamilton_07,chronic_saline,HAMILTON,SAL,SR,57.42929718906714,5.354431061639717,0.4133344238025352
