neuron_id,n_pre,n_post,Mean_pre,Mean_post,Diff,U,p,sig,response_second_window
1435,169.0,31.0,1.299651682168462,1.7404274336375765,0.4407757514691144,1762.5,0.00982055437651576,True,activated
1437,169.0,31.0,0.009819403579672596,1.4187207170328566,1.408901313453184,1369.5,7.096641302604666e-05,True,activated
1438,169.0,31.0,0.8310443765648179,2.0368797488625505,1.2058353722977326,1427.0,0.0001544111039384709,True,activated
1439,169.0,31.0,-0.1370999357681299,0.5532076132214399,0.6903075489895698,1695.5,0.004778428182589142,True,activated
1440,169.0,31.0,0.7727825448254602,1.6036519634312851,0.830869418605825,2221.5,0.020952066369438995,True,activated
1441,169.0,31.0,-0.03331257176559571,1.1807485992587494,1.2140611710243452,1217.5,6.171196260239837e-06,True,activated
1442,169.0,31.0,-0.2827423019721769,1.5930848986103001,1.875827200582477,1018.0,2.0204164135044318e-07,True,activated
1443,169.0,31.0,0.8979953666711502,3.740938109411162,2.8429427427400116,731.0,6.001594531825534e-10,True,activated
1445,169.0,31.0,0.1611643931735742,3.803329470349414,3.64216507717584,603.5,3.479915183880824e-11,True,activated
1446,169.0,31.0,0.06385201782329052,0.2702632354727334,0.20641121764944287,2196.5,0.3479467389899574,False,non responder
1447,169.0,31.0,-0.0860187015084296,3.615163089255749,3.7011817907641786,361.0,6.951394082865896e-14,True,activated
