neuron_id,oscillation,mean_angle,var,p,session_name,group_name,experiment_name,group,neuron_type,width_basepost,mean_firing_rate,cv_isi_burst
1229,theta,0.11,0.97,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,62.48302573061872,9.994422441783634,0.6523139142361681
1230,delta,2.87,0.94,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,26.09771481819618,11.35487757564576,0.7375452684147854
1230,theta,1.32,0.92,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,26.09771481819618,11.35487757564576,0.7375452684147854
1231,delta,2.87,0.88,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,72.46958504040913,7.698606875720682,0.7535098264179181
1231,theta,1.22,0.92,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,72.46958504040913,7.698606875720682,0.7535098264179181
1232,delta,2.82,0.96,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,66.34713289671672,4.724073359115828,0.7745922734344823
1232,theta,0.99,0.96,0.01,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,66.34713289671672,4.724073359115828,0.7745922734344823
1233,delta,-3.08,0.9,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,70.22120740165403,2.662706320964709,0.5745454321775355
1233,theta,1.0,0.9,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,70.22120740165403,2.662706320964709,0.5745454321775355
1234,delta,0.23,0.95,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,66.1221540404992,5.122129980335056,0.7197337604646522
1234,theta,2.79,0.98,0.73,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,66.1221540404992,5.122129980335056,0.7197337604646522
1235,delta,-2.88,0.96,0.05,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,76.59824070364601,2.227181524882945,0.8750635006789756
1235,theta,1.55,0.93,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,76.59824070364601,2.227181524882945,0.8750635006789756
1236,delta,-2.57,0.89,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,29.949170157262145,3.974491782961476,0.5952623347178643
1236,theta,1.27,0.91,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,29.949170157262145,3.974491782961476,0.5952623347178643
1237,delta,3.07,0.92,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,81.31622578582306,6.21265453272663,0.8203447859051373
1237,theta,1.35,0.91,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,81.31622578582306,6.21265453272663,0.8203447859051373
1238,delta,-2.97,0.89,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,41.79589286723993,9.645634477983858,0.5568701736904664
1238,theta,1.36,0.93,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,41.79589286723993,9.645634477983858,0.5568701736904664
1239,delta,3.06,0.9,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.235436926383284,0.9931337222416184
1239,theta,1.24,0.88,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.235436926383284,0.9931337222416184
1240,delta,-2.98,0.92,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,38.922125306121245,2.8373253716275366,0.9203608746247224
1240,theta,1.57,0.9,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,38.922125306121245,2.8373253716275366,0.9203608746247224
1241,delta,2.77,0.93,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,71.7960131735235,5.54370571353673,0.8274060635619473
1241,theta,1.32,0.94,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,71.7960131735235,5.54370571353673,0.8274060635619473
1242,delta,2.6,0.84,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,87.40638863819774,2.469878737465604,0.643779341964059
1242,theta,1.85,0.89,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,87.40638863819774,2.469878737465604,0.643779341964059
1244,delta,-2.88,0.9,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,59.63467757148263,1.914788128428764,0.7977522929059322
1244,theta,1.17,0.94,0.0,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,59.63467757148263,1.914788128428764,0.7977522929059322
1245,delta,-3.11,0.93,0.22,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,23.868134534096868,0.8770133888187497,0.9917321841787642
1245,theta,0.83,0.9,0.16,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,23.868134534096868,0.8770133888187497,0.9917321841787642
1246,delta,3.02,0.86,0.07,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,88.71078823609511,,0.8527483759679493
1246,theta,-0.06,0.98,0.97,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,88.71078823609511,,0.8527483759679493
1247,delta,-2.77,0.45,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.72419797783667,,0.5453961308524738
1247,theta,-1.41,0.97,0.9,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.72419797783667,,0.5453961308524738
1250,delta,3.0,0.88,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,60.44416219597264,1.4948899902433384,0.9848478696057036
1250,theta,2.92,0.98,0.75,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,60.44416219597264,1.4948899902433384,0.9848478696057036
1251,delta,2.69,0.83,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,0.5060244586110727,1.0057653107562403
1251,theta,2.79,0.96,0.6,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,0.5060244586110727,1.0057653107562403
1254,delta,-2.06,0.0,0.51,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,
1254,theta,2.52,0.0,0.56,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,
1255,delta,-2.94,0.71,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,70.7901708419472,0.511994413974556,0.5036670492028643
1255,theta,-1.99,0.99,0.99,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,70.7901708419472,0.511994413974556,0.5036670492028643
1258,delta,2.24,0.74,0.01,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,1.057610915744066
1258,theta,-3.03,0.87,0.5,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,1.057610915744066
1260,delta,-1.42,0.88,0.79,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,,,0.1364877689954706
1260,theta,1.16,0.94,0.95,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,,,0.1364877689954706
1261,delta,0.6,0.86,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,50.24644682208671,3.766122762645145,0.2187249001752738
1261,theta,2.17,1.0,0.98,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,50.24644682208671,3.766122762645145,0.2187249001752738
1263,delta,1.96,0.73,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,48.24326152319583,0.5844884967427568,0.8496775393662221
1263,theta,-2.11,0.94,0.54,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,48.24326152319583,0.5844884967427568,0.8496775393662221
1264,delta,2.23,0.86,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,59.673468302108944,3.0999445841434587,0.6305569863121749
1264,theta,2.49,0.97,0.4,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,59.673468302108944,3.0999445841434587,0.6305569863121749
1265,delta,2.99,0.85,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,57.12474199318331,1.370948195922866,0.7267237776618599
1265,theta,-1.32,0.93,0.01,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,57.12474199318331,1.370948195922866,0.7267237776618599
1266,delta,1.17,0.88,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,54.93749234922132,1.4135058743171989,0.9620442396057716
1266,theta,0.87,0.99,0.91,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,54.93749234922132,1.4135058743171989,0.9620442396057716
1267,delta,1.2,0.84,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,38.893365162362045,1.581831980837234,0.4410816057884112
1267,theta,-1.19,0.97,0.73,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,38.893365162362045,1.581831980837234,0.4410816057884112
1269,delta,0.5,0.83,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,45.32809445062392,3.669564163507699,0.2518371460167101
1269,theta,-1.81,0.95,0.21,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,45.32809445062392,3.669564163507699,0.2518371460167101
1270,delta,1.11,0.86,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,71.56378035111166,2.795124245244044,0.672175200800256
1270,theta,-3.11,0.95,0.19,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,71.56378035111166,2.795124245244044,0.672175200800256
1271,delta,2.16,0.85,0.4,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,27.75146715302961,,0.805863407329398
1271,theta,-1.38,0.82,0.87,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,27.75146715302961,,0.805863407329398
1272,delta,0.97,0.87,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,44.27037310561238,3.010297262949871,0.7070644698720641
1272,theta,3.03,0.97,0.45,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,44.27037310561238,3.010297262949871,0.7070644698720641
1273,delta,-2.45,0.83,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,43.75899984450638,0.9589292869561664,1.2070680470886008
1273,theta,-0.64,0.91,0.04,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,43.75899984450638,0.9589292869561664,1.2070680470886008
1274,delta,2.69,0.77,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,62.73017996756573,1.2522145646467375,0.676051458042674
1274,theta,-2.63,0.97,0.63,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,62.73017996756573,1.2522145646467375,0.676051458042674
1276,delta,0.89,0.78,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,52.40269257247357,0.7696198078149392,0.4635397724102279
1276,theta,-2.03,0.91,0.08,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,52.40269257247357,0.7696198078149392,0.4635397724102279
1277,delta,2.61,0.73,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.59789347325369,1.5758726845330455,0.9013998323982938
1277,theta,-2.55,0.96,0.55,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.59789347325369,1.5758726845330455,0.9013998323982938
1278,delta,0.75,0.92,0.81,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.6941186293319448
1278,theta,2.36,0.91,0.91,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.6941186293319448
1279,delta,-2.51,0.79,0.62,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,40.448278307311455,,0.2211151442838374
1279,theta,-2.78,0.55,0.78,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,40.448278307311455,,0.2211151442838374
1280,delta,0.81,0.84,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.71743206532392,1.7331101248801244,0.6198531542504034
1280,theta,-2.26,0.97,0.64,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.71743206532392,1.7331101248801244,0.6198531542504034
1281,delta,2.91,0.49,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,24.79136116488021,0.5544671570620634,1.0884053320977525
1281,theta,-0.29,0.92,0.73,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,24.79136116488021,0.5544671570620634,1.0884053320977525
1282,delta,1.63,0.85,0.07,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,1.1128404675824626
1282,theta,0.76,0.86,0.72,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,1.1128404675824626
1283,delta,1.85,0.89,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,49.43469214531106,5.263530376810682,0.836190191231337
1283,theta,3.01,0.98,0.24,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,49.43469214531106,5.263530376810682,0.836190191231337
1284,delta,0.58,0.87,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,51.34715285385698,2.7231431452251105,0.2294407309562527
1284,theta,-1.53,0.99,0.85,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,51.34715285385698,2.7231431452251105,0.2294407309562527
1285,delta,0.6,0.88,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,46.98497075104317,2.6011391687058047,0.2742806331388944
1285,theta,-0.53,0.98,0.82,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,46.98497075104317,2.6011391687058047,0.2742806331388944
1286,delta,2.92,0.4,0.03,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,
1286,theta,-0.81,0.35,0.13,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,
1287,delta,0.67,0.83,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,59.357282917691776,2.89831732957553,0.7960969059858656
1287,theta,2.85,0.97,0.48,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,59.357282917691776,2.89831732957553,0.7960969059858656
1288,delta,-2.58,0.67,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,67.3530051939795,,0.7831368748875753
1288,theta,2.51,0.89,0.29,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,67.3530051939795,,0.7831368748875753
1289,delta,0.72,0.96,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,100.69182863524114,3.9690108503070416,0.8689828705841058
1289,theta,-2.45,0.98,0.51,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,100.69182863524114,3.9690108503070416,0.8689828705841058
1291,delta,2.35,0.76,0.02,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,84.61831153474338,0.6187845303867403,0.9969157236858416
1291,theta,-0.71,0.94,0.7,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,84.61831153474338,0.6187845303867403,0.9969157236858416
1292,delta,0.85,0.81,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,62.59413017143194,0.7437806042802114,0.5824352206843038
1292,theta,-2.76,0.98,0.79,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,62.59413017143194,0.7437806042802114,0.5824352206843038
1293,delta,-2.94,0.41,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,58.99493621645982,,0.7898094302176517
1293,theta,0.4,0.81,0.4,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,58.99493621645982,,0.7898094302176517
1294,delta,0.49,0.86,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,51.71752200228536,1.6177376031144166,0.8681073543119173
1294,theta,2.09,0.88,0.44,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,51.71752200228536,1.6177376031144166,0.8681073543119173
1296,delta,-2.79,0.43,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,69.0355794747322,,1.1374061293456927
1296,theta,1.54,0.9,0.16,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,69.0355794747322,,1.1374061293456927
1299,delta,2.71,0.81,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,76.08504743781549,1.2619919607779273,1.0000357298904916
1299,theta,3.05,0.95,0.1,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,76.08504743781549,1.2619919607779273,1.0000357298904916
1301,delta,2.47,0.79,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,65.86260035306813,0.987136334704226,0.5545431185878698
1301,theta,1.62,0.94,0.11,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,65.86260035306813,0.987136334704226,0.5545431185878698
1302,delta,-2.92,0.45,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,73.2052526195533,0.908590019721059,0.9470603189639248
1302,theta,1.56,0.96,0.22,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,73.2052526195533,0.908590019721059,0.9470603189639248
1303,delta,2.68,0.92,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,65.63897974859904,2.409987751420087,0.8612956706072941
1303,theta,1.68,0.95,0.04,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,65.63897974859904,2.409987751420087,0.8612956706072941
1304,delta,-2.82,0.79,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.5333420770096062
1304,theta,2.3,0.95,0.45,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.5333420770096062
1305,delta,3.0,0.76,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,83.7539576605165,0.5280283304800252,1.0280451624858924
1305,theta,1.87,0.91,0.32,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,83.7539576605165,0.5280283304800252,1.0280451624858924
1306,delta,-3.1,0.69,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9287929538867188
1306,theta,-2.46,0.97,0.93,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9287929538867188
1310,delta,-3.0,0.52,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.7374777278443752
1310,theta,-2.15,0.89,0.48,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,,0.7374777278443752
1311,delta,-2.19,0.74,0.41,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,62.051593986970914,,1.020973885948326
1311,theta,2.85,0.88,0.66,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,62.051593986970914,,1.020973885948326
1312,delta,0.71,0.85,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,65.72882066552523,2.413316142180072,0.4549490495521099
1312,theta,-1.1,0.9,0.33,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,65.72882066552523,2.413316142180072,0.4549490495521099
1314,delta,-2.77,0.9,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,62.0162072337599,1.3644612424784075,0.8810933449862524
1314,theta,-2.69,0.96,0.53,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,62.0162072337599,1.3644612424784075,0.8810933449862524
1315,delta,0.5,0.8,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,56.1216169389605,1.955140389941888,0.3646434318130858
1315,theta,2.87,0.93,0.29,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,56.1216169389605,1.955140389941888,0.3646434318130858
1316,delta,1.35,0.93,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,72.81606442560798,2.648167565347092,0.4680991015568729
1316,theta,2.78,0.98,0.66,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,72.81606442560798,2.648167565347092,0.4680991015568729
1317,delta,3.11,0.74,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,55.76113870423177,0.9271161782037336,0.583667693624121
1317,theta,1.4,0.93,0.03,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,55.76113870423177,0.9271161782037336,0.583667693624121
1318,delta,1.26,0.87,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.76988448159111,2.5147016651177165,0.7880010074970685
1318,theta,-2.34,0.97,0.37,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.76988448159111,2.5147016651177165,0.7880010074970685
1319,delta,2.81,0.96,0.01,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.41389363468,3.0347473324715133,0.9137259704158132
1319,theta,-0.0,0.98,0.72,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.41389363468,3.0347473324715133,0.9137259704158132
1320,delta,1.05,0.67,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,66.82717086772362,0.5266999862850232,0.4600909544383709
1320,theta,-1.83,0.88,0.33,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,66.82717086772362,0.5266999862850232,0.4600909544383709
1321,delta,0.18,0.74,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,63.716694714679846,1.0599415204678355,0.420933334046346
1321,theta,0.19,0.97,0.81,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,63.716694714679846,1.0599415204678355,0.420933334046346
1322,delta,-2.7,0.63,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.84249337486665,0.5568220332333651,0.5744195047591811
1322,theta,1.4,0.93,0.09,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.84249337486665,0.5568220332333651,0.5744195047591811
1323,delta,-2.62,0.57,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,69.51122408285855,,0.8248383421615383
1323,theta,1.07,0.94,0.66,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,69.51122408285855,,0.8248383421615383
1325,delta,0.17,0.73,0.07,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,64.78400778407115,,0.6754347999795849
1325,theta,-2.41,0.65,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,64.78400778407115,,0.6754347999795849
1326,delta,0.97,0.92,0.2,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,90.01234070485063,,0.8807361969295427
1326,theta,-0.18,0.91,0.45,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,90.01234070485063,,0.8807361969295427
1327,delta,0.84,0.95,0.7,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,1.0279696391853164,0.7493010532309148
1327,theta,-1.98,0.91,0.07,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,1.0279696391853164,0.7493010532309148
1328,delta,3.06,0.66,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,0.7977784760761849,0.5198523166559654
1328,theta,2.31,0.96,0.6,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,0.7977784760761849,0.5198523166559654
1329,delta,-2.84,0.52,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,71.02524881795154,0.5857250385787219,0.6012276127685893
1329,theta,-0.61,0.99,0.94,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,71.02524881795154,0.5857250385787219,0.6012276127685893
1330,delta,0.52,0.82,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,84.90332519707887,15.64542652447809,0.5688901471454569
1330,theta,-2.12,0.99,0.65,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,84.90332519707887,15.64542652447809,0.5688901471454569
1331,delta,1.0,0.79,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,51.32748754512048,2.070983920795284,0.6333474356048996
1331,theta,-2.53,0.92,0.12,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,51.32748754512048,2.070983920795284,0.6333474356048996
1332,delta,1.46,0.9,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,61.85262897120055,1.6047453272701555,0.6572613659636198
1332,theta,3.08,0.97,0.49,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,61.85262897120055,1.6047453272701555,0.6572613659636198
1333,delta,0.84,0.92,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.36511275589984,1.3079462832529578,0.93944208404555
1333,theta,-0.29,0.96,0.56,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,66.36511275589984,1.3079462832529578,0.93944208404555
1334,delta,-2.83,0.54,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.62304696105485,0.5033768194974624,0.5884275815029317
1334,theta,0.36,0.9,0.16,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,68.62304696105485,0.5033768194974624,0.5884275815029317
1335,delta,-2.62,0.69,0.43,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,68.05196706160035,,1.2796542611526265
1335,theta,-2.75,0.87,0.94,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,68.05196706160035,,1.2796542611526265
1336,delta,0.66,0.81,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,58.67856692018211,1.050431582493289,0.6548752671159497
1336,theta,-2.51,0.94,0.32,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,58.67856692018211,1.050431582493289,0.6548752671159497
1337,delta,-2.54,0.62,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,68.36726649933442,,1.0547868713223214
1337,theta,-3.08,0.91,0.39,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,68.36726649933442,,1.0547868713223214
1338,delta,0.42,0.77,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,56.3865117757228,8.301447347572175,0.6554506385316896
1338,theta,-0.86,0.97,0.4,hamilton_23,citalopram_continuation,HAMILTON,CIT,FF,56.3865117757228,8.301447347572175,0.6554506385316896
1339,delta,0.36,0.81,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.37408053960533,2.352721774178364,0.8686537557326399
1339,theta,0.2,0.97,0.48,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,45.37408053960533,2.352721774178364,0.8686537557326399
1340,delta,-3.08,0.66,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9063690866802996
1340,theta,-2.35,0.92,0.51,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9063690866802996
1341,delta,0.73,0.74,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,63.19685589101209,1.7202012406091338,0.4745441013644775
1341,theta,-1.77,0.93,0.02,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,63.19685589101209,1.7202012406091338,0.4745441013644775
1342,delta,-2.62,0.66,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,50.58381377211202,0.5797244907939665,0.9814085753020226
1342,theta,-3.02,0.91,0.04,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,50.58381377211202,0.5797244907939665,0.9814085753020226
1343,delta,-2.52,0.63,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,69.52791597397842,0.8312305048166362,0.9749431195436452
1343,theta,0.45,0.95,0.27,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,69.52791597397842,0.8312305048166362,0.9749431195436452
1344,delta,0.69,0.9,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,1.643412480422562,0.5562857093249621
1344,theta,-2.68,0.89,0.03,hamilton_23,citalopram_continuation,HAMILTON,CIT,SR,,1.643412480422562,0.5562857093249621
1345,delta,1.9,0.93,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,55.13259126748508,1.8278490991471288,0.8144742296454839
1345,theta,-3.14,0.98,0.09,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,55.13259126748508,1.8278490991471288,0.8144742296454839
1346,delta,-2.75,0.28,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,67.43530077452175,,1.121751670027796
1346,theta,-1.46,0.96,0.95,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,67.43530077452175,,1.121751670027796
1347,delta,1.22,0.67,0.0,hamilton_23,citalopram_continuation,HAMILTON,CIT,SIR,53.040901838233,0.6673100854033329,0.8582296812954568
