neuron_id,cv_isi,cv_isi_burst,frac_bursts,is_burst,mean_firing_rate,median_burst_interval
1279,0.22111514428383747,0.22111514428383747,0.0,0.0,,
1280,0.6423941137507093,0.6198531542504034,0.0,0.0,1.7331101248801244,0.007366666666655419
1281,1.1821587074617192,1.0884053320977523,0.0,0.0,0.5544671570620634,0.009066666666740275
1282,1.1128404675824626,1.1128404675824626,0.0,0.0,0.27694310203968603,
1283,0.9830360405147665,0.836190191231337,0.10214806290755657,1.0,5.263530376810682,0.01003333333324008
1284,0.22944073095625275,0.22944073095625275,0.0,0.0,2.7231431452251105,
1285,0.2902646828229573,0.27428063313889445,0.0,0.0,2.6011391687058047,0.0020666666666784295
1286,,,0.0,0.0,,
1287,0.8798925238041833,0.7960969059858656,0.03592943201376936,0.0,2.89831732957553,0.010191666666742094
1288,0.794671992620553,0.7831368748875753,0.0,0.0,0.3404950798460969,0.003199999999992542
1289,0.9292288377562,0.8689828705841058,0.047893891904288666,0.0,3.9690108503070416,0.012533333333522023
1291,1.0482314957663426,0.9969157236858415,0.0,0.0,0.6187845303867403,0.0010333333333250039
1292,0.5999107136138816,0.5824352206843038,0.0,0.0,0.7437806042802114,0.01311666666668998
1293,0.7898094302176517,0.7898094302176517,0.0,0.0,0.2345280927286666,
1294,0.8681073543119173,0.8681073543119173,0.0,0.0,1.6177376031144166,0.017900000000054206
1296,1.1648188091083456,1.1374061293456927,0.0,0.0,0.3511223142232529,0.01180833333333453
1299,1.0414448829474483,1.0000357298904916,0.034482758620689655,0.0,1.2619919607779273,0.00953333333336559
1301,0.5568618058603737,0.5545431185878698,0.0,0.0,0.9871363347042259,0.007550000000037471
1302,0.9805380800879362,0.9470603189639248,0.018575851393188854,0.0,0.908590019721059,0.009499999999889042
1303,0.9544907725072869,0.8612956706072941,0.04007919520547945,0.0,2.409987751420087,0.011200000000144428
1304,0.5333420770096062,0.5333420770096062,0.0,0.0,0.4953706645061803,
1305,1.0612557334910027,1.0280451624858924,0.0,0.0,0.5280283304800252,0.014733333333424525
1306,0.9287929538867188,0.9287929538867188,0.0,0.0,0.2887284536391472,0.003183333333339533
1310,0.7374777278443752,0.7374777278443752,0.0,0.0,0.43352131299154995,
1311,1.020973885948326,1.020973885948326,0.0,0.0,0.28856878417469634,
1312,0.4778091085181991,0.45494904955210996,0.0,0.0,2.413316142180072,0.011099999999942156
1314,0.9334764206122406,0.8810933449862524,0.005813953488372093,0.0,1.3644612424784075,0.012483333333364044
1315,0.3646434318130858,0.3646434318130858,0.0,0.0,1.9551403899418878,
1316,0.5353676212022672,0.46809910155687295,0.013606071825249907,0.0,2.6481675653470917,0.00816666666673882
1317,0.583667693624121,0.583667693624121,0.0,0.0,0.9271161782037335,0.010383333333322753
1318,0.8599733160091828,0.7880010074970685,0.032018442622950824,0.0,2.5147016651177165,0.010116666666647234
1319,0.9994673252134803,0.9137259704158132,0.057861845776141056,0.0,3.0347473324715133,0.010666666666566016
1320,0.4600909544383709,0.4600909544383709,0.0,0.0,0.5266999862850232,
1321,0.4232603047026422,0.42093333404634603,0.0,0.0,1.0599415204678357,0.007216666666636229
1322,0.5744195047591811,0.5744195047591811,0.0,0.0,0.5568220332333651,
1323,0.8248383421615383,0.8248383421615383,0.0,0.0,0.33133802644267785,0.01125000000001819
1325,0.6754347999795849,0.6754347999795849,0.0,0.0,0.39367917127384755,
1326,0.8807361969295427,0.8807361969295427,0.0,0.0,0.34356154217905094,
1327,0.7493010532309148,0.7493010532309148,0.0,0.0,1.0279696391853164,
1328,0.5198523166559654,0.5198523166559654,0.0,0.0,0.7977784760761849,
1329,0.6012276127685893,0.6012276127685893,0.0,0.0,0.5857250385787219,
1330,0.5841495539493666,0.5688901471454569,0.048653817309134546,0.0,15.64542652447809,0.017824999999959346
1331,0.6824936701494408,0.6333474356048996,0.012196935891715008,0.0,2.0709839207952836,0.008316666666701167
1332,0.7019328728016795,0.6572613659636198,0.0,0.0,1.6047453272701557,0.011191666666661604
1333,0.9487096866527867,0.93944208404555,0.0,0.0,1.3079462832529578,0.010858333333331416
1334,0.5884275815029317,0.5884275815029317,0.0,0.0,0.5033768194974624,0.007833333333337578
1335,1.2796542611526265,1.2796542611526265,0.0,0.0,,
1336,0.6548752671159497,0.6548752671159497,0.0,0.0,1.050431582493289,0.004433333333281553
1337,1.0862988249491794,1.0547868713223214,0.0,0.0,0.3362542620227719,0.006866666666610399
1338,0.7070086428418534,0.6554506385316896,0.026200391964723176,0.0,8.301447347572175,0.014883333333301607
1339,0.898815056103728,0.8686537557326399,0.015154994259471873,0.0,2.352721774178364,0.011400000000001853
1340,0.9469712891070017,0.9063690866802995,0.0,0.0,0.3213533043679717,0.009866666666539459
1341,0.47961299433717086,0.4745441013644775,0.0,0.0,1.7202012406091338,0.008499999999969532
1342,1.0816679514621508,0.9814085753020226,0.0,0.0,0.5797244907939665,0.009066666666683432
1343,0.9749431195436453,0.9749431195436453,0.0,0.0,0.8312305048166362,0.008350000000064028
1344,0.5562857093249621,0.5562857093249621,0.0,0.0,1.643412480422562,
1345,0.875564389318615,0.8144742296454839,0.04313543599257885,0.0,1.8278490991471288,0.012033333333192786
1346,1.1217516700277959,1.1217516700277959,0.0,0.0,0.28604459912041263,
1347,0.8939603211042649,0.8582296812954568,0.0,0.0,0.6673100854033329,0.010075000000028922
1348,0.5269625945069422,0.5269625945069422,0.0,0.0,,
1349,0.8697546147011996,0.8281959450281942,0.0,0.0,0.970057742572389,0.00980000000004111
1350,0.8167515186397925,0.8080466488009553,0.0,0.0,1.419785628375732,0.011833333333356677
1351,,,0.0,0.0,,
1352,,,0.0,0.0,,
1353,0.8726657841498185,0.8726657841498185,0.0,0.0,0.5296129896729751,0.01290000000000191
1354,0.9407075768707835,0.9078102678208488,0.024214352720450284,0.0,1.5762641665001191,0.012683333333338709
1355,0.2977911778841019,0.2977911778841019,0.0,0.0,3.194279437806828,
1356,0.5909351972416037,0.5606002569345461,0.012501953430223471,0.0,3.3208268529545437,0.011300000000119326
1357,0.9854687492994003,0.8419960704249312,0.09090909090909091,0.0,4.621833675459028,0.009866666666653146
1358,0.9986390621317978,0.9758508526691501,0.0,0.0,0.42958450549539573,0.011066666666692981
1360,1.0575281203606979,1.0575281203606979,0.0,0.0,0.2589779005524861,
