timepoint_s,cluster,quality,session_name
0.0,act,med,chronic_01
2.0,act,med,chronic_01
4.0,act,med,chronic_01
6.0,act,med,chronic_01
8.0,sw,med,chronic_01
10.0,sw,med,chronic_01
12.0,sw,med,chronic_01
14.0,sw,med,chronic_01
16.0,sw,med,chronic_01
18.0,sw,med,chronic_01
20.0,sw,med,chronic_01
22.0,sw,med,chronic_01
24.0,sw,med,chronic_01
26.0,sw,med,chronic_01
28.0,sw,med,chronic_01
30.0,sw,med,chronic_01
32.0,sw,med,chronic_01
34.0,act,med,chronic_01
36.0,act,med,chronic_01
38.0,act,med,chronic_01
40.0,act,med,chronic_01
42.0,act,med,chronic_01
44.0,act,med,chronic_01
46.0,act,med,chronic_01
48.0,act,med,chronic_01
50.0,sw,med,chronic_01
52.0,sw,med,chronic_01
54.0,sw,med,chronic_01
56.0,sw,med,chronic_01
58.0,sw,med,chronic_01
60.0,sw,med,chronic_01
62.0,sw,med,chronic_01
64.0,sw,med,chronic_01
66.0,sw,med,chronic_01
68.0,sw,med,chronic_01
70.0,sw,med,chronic_01
72.0,act,med,chronic_01
74.0,act,med,chronic_01
76.0,act,med,chronic_01
78.0,act,med,chronic_01
80.0,sw,med,chronic_01
82.0,sw,med,chronic_01
84.0,sw,med,chronic_01
86.0,sw,med,chronic_01
88.0,sw,med,chronic_01
90.0,sw,med,chronic_01
92.0,sw,med,chronic_01
94.0,sw,med,chronic_01
96.0,sw,med,chronic_01
98.0,sw,med,chronic_01
100.0,sw,med,chronic_01
102.0,sw,med,chronic_01
104.0,sw,med,chronic_01
106.0,sw,med,chronic_01
108.0,sw,med,chronic_01
110.0,sw,med,chronic_01
112.0,sw,med,chronic_01
114.0,sw,med,chronic_01
116.0,sw,med,chronic_01
118.0,sw,med,chronic_01
120.0,sw,med,chronic_01
122.0,sw,med,chronic_01
124.0,sw,med,chronic_01
126.0,sw,med,chronic_01
128.0,sw,med,chronic_01
130.0,sw,med,chronic_01
132.0,sw,med,chronic_01
134.0,sw,med,chronic_01
136.0,sw,med,chronic_01
138.0,sw,med,chronic_01
140.0,sw,med,chronic_01
142.0,sw,med,chronic_01
144.0,sw,med,chronic_01
146.0,act,med,chronic_01
148.0,act,med,chronic_01
150.0,sw,med,chronic_01
152.0,sw,med,chronic_01
154.0,sw,med,chronic_01
156.0,sw,med,chronic_01
158.0,sw,med,chronic_01
160.0,sw,med,chronic_01
162.0,sw,med,chronic_01
164.0,sw,med,chronic_01
166.0,sw,med,chronic_01
168.0,sw,med,chronic_01
170.0,sw,med,chronic_01
172.0,act,med,chronic_01
174.0,act,med,chronic_01
176.0,act,med,chronic_01
178.0,act,med,chronic_01
180.0,act,med,chronic_01
182.0,sw,med,chronic_01
184.0,sw,med,chronic_01
186.0,sw,med,chronic_01
188.0,sw,med,chronic_01
190.0,sw,med,chronic_01
192.0,sw,med,chronic_01
194.0,sw,med,chronic_01
196.0,sw,med,chronic_01
198.0,sw,med,chronic_01
200.0,sw,med,chronic_01
202.0,sw,med,chronic_01
204.0,act,med,chronic_01
206.0,act,med,chronic_01
208.0,act,med,chronic_01
210.0,act,med,chronic_01
212.0,act,med,chronic_01
214.0,act,med,chronic_01
216.0,act,med,chronic_01
218.0,act,med,chronic_01
220.0,act,med,chronic_01
222.0,act,med,chronic_01
224.0,act,med,chronic_01
226.0,act,med,chronic_01
228.0,act,med,chronic_01
230.0,act,med,chronic_01
232.0,act,med,chronic_01
234.0,act,med,chronic_01
236.0,act,med,chronic_01
238.0,act,med,chronic_01
240.0,act,med,chronic_01
242.0,act,med,chronic_01
244.0,act,med,chronic_01
246.0,act,med,chronic_01
248.0,act,med,chronic_01
250.0,act,med,chronic_01
252.0,act,med,chronic_01
254.0,act,med,chronic_01
256.0,act,med,chronic_01
258.0,act,med,chronic_01
260.0,act,med,chronic_01
262.0,act,med,chronic_01
264.0,act,med,chronic_01
266.0,act,med,chronic_01
268.0,act,med,chronic_01
270.0,act,med,chronic_01
272.0,act,med,chronic_01
274.0,act,med,chronic_01
276.0,act,med,chronic_01
278.0,act,med,chronic_01
280.0,sw,med,chronic_01
282.0,sw,med,chronic_01
284.0,sw,med,chronic_01
286.0,sw,med,chronic_01
288.0,sw,med,chronic_01
290.0,sw,med,chronic_01
292.0,sw,med,chronic_01
294.0,sw,med,chronic_01
296.0,sw,med,chronic_01
298.0,sw,med,chronic_01
300.0,sw,med,chronic_01
302.0,sw,med,chronic_01
304.0,sw,med,chronic_01
306.0,sw,med,chronic_01
308.0,sw,med,chronic_01
310.0,sw,med,chronic_01
312.0,sw,med,chronic_01
314.0,sw,med,chronic_01
316.0,sw,med,chronic_01
318.0,sw,med,chronic_01
320.0,sw,med,chronic_01
322.0,sw,med,chronic_01
324.0,sw,med,chronic_01
326.0,sw,med,chronic_01
328.0,sw,med,chronic_01
330.0,act,med,chronic_01
332.0,act,med,chronic_01
334.0,act,med,chronic_01
336.0,act,med,chronic_01
338.0,act,med,chronic_01
340.0,act,med,chronic_01
342.0,act,med,chronic_01
344.0,sw,med,chronic_01
346.0,sw,med,chronic_01
348.0,sw,med,chronic_01
350.0,sw,med,chronic_01
352.0,sw,med,chronic_01
354.0,sw,med,chronic_01
356.0,sw,med,chronic_01
358.0,sw,med,chronic_01
360.0,sw,med,chronic_01
362.0,sw,med,chronic_01
364.0,sw,med,chronic_01
366.0,sw,med,chronic_01
368.0,sw,med,chronic_01
370.0,sw,med,chronic_01
372.0,sw,med,chronic_01
374.0,sw,med,chronic_01
376.0,sw,med,chronic_01
378.0,act,med,chronic_01
380.0,act,med,chronic_01
382.0,act,med,chronic_01
384.0,act,med,chronic_01
386.0,act,med,chronic_01
388.0,act,med,chronic_01
390.0,act,med,chronic_01
392.0,act,med,chronic_01
394.0,act,med,chronic_01
396.0,act,med,chronic_01
398.0,act,med,chronic_01
400.0,act,med,chronic_01
402.0,act,med,chronic_01
404.0,act,med,chronic_01
406.0,act,med,chronic_01
408.0,act,med,chronic_01
410.0,act,med,chronic_01
412.0,act,med,chronic_01
414.0,act,med,chronic_01
416.0,act,med,chronic_01
418.0,act,med,chronic_01
420.0,act,med,chronic_01
422.0,act,med,chronic_01
424.0,act,med,chronic_01
426.0,act,med,chronic_01
428.0,act,med,chronic_01
430.0,act,med,chronic_01
432.0,act,med,chronic_01
434.0,act,med,chronic_01
436.0,act,med,chronic_01
438.0,act,med,chronic_01
440.0,act,med,chronic_01
442.0,act,med,chronic_01
444.0,act,med,chronic_01
446.0,act,med,chronic_01
448.0,act,med,chronic_01
450.0,act,med,chronic_01
452.0,act,med,chronic_01
454.0,act,med,chronic_01
456.0,act,med,chronic_01
458.0,act,med,chronic_01
460.0,act,med,chronic_01
462.0,act,med,chronic_01
464.0,act,med,chronic_01
466.0,act,med,chronic_01
468.0,act,med,chronic_01
470.0,act,med,chronic_01
472.0,act,med,chronic_01
474.0,act,med,chronic_01
476.0,act,med,chronic_01
478.0,act,med,chronic_01
480.0,act,med,chronic_01
482.0,act,med,chronic_01
484.0,act,med,chronic_01
486.0,act,med,chronic_01
488.0,act,med,chronic_01
490.0,act,med,chronic_01
492.0,act,med,chronic_01
494.0,act,med,chronic_01
496.0,act,med,chronic_01
498.0,act,med,chronic_01
500.0,act,med,chronic_01
502.0,act,med,chronic_01
504.0,act,med,chronic_01
506.0,act,med,chronic_01
508.0,act,med,chronic_01
510.0,act,med,chronic_01
512.0,act,med,chronic_01
514.0,act,med,chronic_01
516.0,act,med,chronic_01
518.0,act,med,chronic_01
520.0,act,med,chronic_01
522.0,act,med,chronic_01
524.0,act,med,chronic_01
526.0,act,med,chronic_01
528.0,act,med,chronic_01
530.0,act,med,chronic_01
532.0,act,med,chronic_01
534.0,act,med,chronic_01
536.0,act,med,chronic_01
538.0,act,med,chronic_01
540.0,act,med,chronic_01
542.0,act,med,chronic_01
544.0,act,med,chronic_01
546.0,act,med,chronic_01
548.0,act,med,chronic_01
550.0,act,med,chronic_01
552.0,act,med,chronic_01
554.0,act,med,chronic_01
556.0,act,med,chronic_01
558.0,act,med,chronic_01
560.0,act,med,chronic_01
562.0,act,med,chronic_01
564.0,act,med,chronic_01
566.0,act,med,chronic_01
568.0,act,med,chronic_01
570.0,act,med,chronic_01
572.0,act,med,chronic_01
574.0,act,med,chronic_01
576.0,act,med,chronic_01
578.0,act,med,chronic_01
580.0,act,med,chronic_01
582.0,act,med,chronic_01
584.0,act,med,chronic_01
586.0,act,med,chronic_01
588.0,act,med,chronic_01
590.0,act,med,chronic_01
592.0,act,med,chronic_01
594.0,act,med,chronic_01
596.0,act,med,chronic_01
598.0,act,med,chronic_01
600.0,act,med,chronic_01
602.0,act,med,chronic_01
604.0,act,med,chronic_01
606.0,act,med,chronic_01
608.0,sw,med,chronic_01
610.0,sw,med,chronic_01
612.0,sw,med,chronic_01
614.0,sw,med,chronic_01
616.0,sw,med,chronic_01
618.0,sw,med,chronic_01
620.0,sw,med,chronic_01
622.0,sw,med,chronic_01
624.0,sw,med,chronic_01
626.0,sw,med,chronic_01
628.0,sw,med,chronic_01
630.0,sw,med,chronic_01
632.0,sw,med,chronic_01
634.0,sw,med,chronic_01
636.0,sw,med,chronic_01
638.0,sw,med,chronic_01
640.0,sw,med,chronic_01
642.0,sw,med,chronic_01
644.0,sw,med,chronic_01
646.0,sw,med,chronic_01
648.0,sw,med,chronic_01
650.0,sw,med,chronic_01
652.0,sw,med,chronic_01
654.0,sw,med,chronic_01
656.0,sw,med,chronic_01
658.0,sw,med,chronic_01
660.0,sw,med,chronic_01
662.0,sw,med,chronic_01
664.0,sw,med,chronic_01
666.0,sw,med,chronic_01
668.0,sw,med,chronic_01
670.0,sw,med,chronic_01
672.0,sw,med,chronic_01
674.0,sw,med,chronic_01
676.0,sw,med,chronic_01
678.0,sw,med,chronic_01
680.0,sw,med,chronic_01
682.0,sw,med,chronic_01
684.0,sw,med,chronic_01
686.0,sw,med,chronic_01
688.0,sw,med,chronic_01
690.0,sw,med,chronic_01
692.0,sw,med,chronic_01
694.0,sw,med,chronic_01
696.0,sw,med,chronic_01
698.0,sw,med,chronic_01
700.0,sw,med,chronic_01
702.0,sw,med,chronic_01
704.0,sw,med,chronic_01
706.0,sw,med,chronic_01
708.0,sw,med,chronic_01
710.0,sw,med,chronic_01
712.0,sw,med,chronic_01
714.0,sw,med,chronic_01
716.0,sw,med,chronic_01
718.0,sw,med,chronic_01
720.0,sw,med,chronic_01
722.0,sw,med,chronic_01
724.0,sw,med,chronic_01
726.0,sw,med,chronic_01
728.0,sw,med,chronic_01
730.0,sw,med,chronic_01
732.0,sw,med,chronic_01
734.0,sw,med,chronic_01
736.0,sw,med,chronic_01
738.0,sw,med,chronic_01
740.0,sw,med,chronic_01
742.0,sw,med,chronic_01
744.0,sw,med,chronic_01
746.0,sw,med,chronic_01
748.0,sw,med,chronic_01
750.0,sw,med,chronic_01
752.0,sw,med,chronic_01
754.0,sw,med,chronic_01
756.0,sw,med,chronic_01
758.0,sw,med,chronic_01
760.0,sw,med,chronic_01
762.0,sw,med,chronic_01
764.0,act,med,chronic_01
766.0,act,med,chronic_01
768.0,act,med,chronic_01
770.0,act,med,chronic_01
772.0,act,med,chronic_01
774.0,act,med,chronic_01
776.0,act,med,chronic_01
778.0,act,med,chronic_01
780.0,act,med,chronic_01
782.0,act,med,chronic_01
784.0,act,med,chronic_01
786.0,act,med,chronic_01
788.0,act,med,chronic_01
790.0,act,med,chronic_01
792.0,act,med,chronic_01
794.0,act,med,chronic_01
796.0,sw,med,chronic_01
798.0,sw,med,chronic_01
800.0,sw,med,chronic_01
802.0,sw,med,chronic_01
804.0,sw,med,chronic_01
806.0,sw,med,chronic_01
808.0,sw,med,chronic_01
810.0,sw,med,chronic_01
812.0,sw,med,chronic_01
814.0,act,med,chronic_01
816.0,act,med,chronic_01
818.0,act,med,chronic_01
820.0,act,med,chronic_01
822.0,sw,med,chronic_01
824.0,sw,med,chronic_01
826.0,sw,med,chronic_01
828.0,sw,med,chronic_01
830.0,sw,med,chronic_01
832.0,sw,med,chronic_01
834.0,sw,med,chronic_01
836.0,sw,med,chronic_01
838.0,sw,med,chronic_01
840.0,sw,med,chronic_01
842.0,sw,med,chronic_01
844.0,sw,med,chronic_01
846.0,sw,med,chronic_01
848.0,sw,med,chronic_01
850.0,sw,med,chronic_01
852.0,sw,med,chronic_01
854.0,sw,med,chronic_01
856.0,sw,med,chronic_01
858.0,sw,med,chronic_01
860.0,sw,med,chronic_01
862.0,sw,med,chronic_01
864.0,sw,med,chronic_01
866.0,sw,med,chronic_01
868.0,sw,med,chronic_01
870.0,sw,med,chronic_01
872.0,sw,med,chronic_01
874.0,sw,med,chronic_01
876.0,sw,med,chronic_01
878.0,sw,med,chronic_01
880.0,sw,med,chronic_01
882.0,sw,med,chronic_01
884.0,sw,med,chronic_01
886.0,sw,med,chronic_01
888.0,act,med,chronic_01
890.0,act,med,chronic_01
892.0,act,med,chronic_01
894.0,sw,med,chronic_01
896.0,sw,med,chronic_01
898.0,sw,med,chronic_01
900.0,sw,med,chronic_01
902.0,sw,med,chronic_01
904.0,act,med,chronic_01
906.0,act,med,chronic_01
908.0,act,med,chronic_01
910.0,act,med,chronic_01
912.0,act,med,chronic_01
914.0,act,med,chronic_01
916.0,act,med,chronic_01
918.0,act,med,chronic_01
920.0,act,med,chronic_01
922.0,act,med,chronic_01
924.0,act,med,chronic_01
926.0,act,med,chronic_01
928.0,act,med,chronic_01
930.0,act,med,chronic_01
932.0,act,med,chronic_01
934.0,act,med,chronic_01
936.0,act,med,chronic_01
938.0,act,med,chronic_01
940.0,sw,med,chronic_01
942.0,sw,med,chronic_01
944.0,sw,med,chronic_01
946.0,sw,med,chronic_01
948.0,sw,med,chronic_01
950.0,sw,med,chronic_01
952.0,sw,med,chronic_01
954.0,sw,med,chronic_01
956.0,sw,med,chronic_01
958.0,sw,med,chronic_01
960.0,sw,med,chronic_01
962.0,sw,med,chronic_01
964.0,sw,med,chronic_01
966.0,sw,med,chronic_01
968.0,sw,med,chronic_01
970.0,sw,med,chronic_01
972.0,sw,med,chronic_01
974.0,sw,med,chronic_01
976.0,sw,med,chronic_01
978.0,sw,med,chronic_01
980.0,sw,med,chronic_01
982.0,sw,med,chronic_01
984.0,sw,med,chronic_01
986.0,sw,med,chronic_01
988.0,sw,med,chronic_01
990.0,sw,med,chronic_01
992.0,sw,med,chronic_01
994.0,sw,med,chronic_01
996.0,sw,med,chronic_01
998.0,sw,med,chronic_01
1000.0,sw,med,chronic_01
1002.0,act,med,chronic_01
1004.0,act,med,chronic_01
1006.0,act,med,chronic_01
1008.0,act,med,chronic_01
1010.0,act,med,chronic_01
1012.0,act,med,chronic_01
1014.0,act,med,chronic_01
1016.0,act,med,chronic_01
1018.0,sw,med,chronic_01
1020.0,sw,med,chronic_01
1022.0,sw,med,chronic_01
1024.0,sw,med,chronic_01
1026.0,sw,med,chronic_01
1028.0,sw,med,chronic_01
1030.0,sw,med,chronic_01
1032.0,sw,med,chronic_01
1034.0,sw,med,chronic_01
1036.0,sw,med,chronic_01
1038.0,act,med,chronic_01
1040.0,act,med,chronic_01
1042.0,act,med,chronic_01
1044.0,act,med,chronic_01
1046.0,act,med,chronic_01
1048.0,sw,med,chronic_01
1050.0,sw,med,chronic_01
1052.0,sw,med,chronic_01
1054.0,sw,med,chronic_01
1056.0,sw,med,chronic_01
1058.0,sw,med,chronic_01
1060.0,sw,med,chronic_01
1062.0,sw,med,chronic_01
1064.0,sw,med,chronic_01
1066.0,sw,med,chronic_01
1068.0,sw,med,chronic_01
1070.0,sw,med,chronic_01
1072.0,sw,med,chronic_01
1074.0,sw,med,chronic_01
1076.0,sw,med,chronic_01
1078.0,sw,med,chronic_01
1080.0,sw,med,chronic_01
1082.0,sw,med,chronic_01
1084.0,sw,med,chronic_01
1086.0,sw,med,chronic_01
1088.0,sw,med,chronic_01
1090.0,sw,med,chronic_01
1092.0,sw,med,chronic_01
1094.0,sw,med,chronic_01
1096.0,sw,med,chronic_01
1098.0,sw,med,chronic_01
1100.0,sw,med,chronic_01
1102.0,sw,med,chronic_01
1104.0,sw,med,chronic_01
1106.0,sw,med,chronic_01
1108.0,sw,med,chronic_01
1110.0,sw,med,chronic_01
1112.0,sw,med,chronic_01
1114.0,sw,med,chronic_01
1116.0,sw,med,chronic_01
1118.0,sw,med,chronic_01
1120.0,sw,med,chronic_01
1122.0,sw,med,chronic_01
1124.0,sw,med,chronic_01
1126.0,sw,med,chronic_01
1128.0,sw,med,chronic_01
1130.0,sw,med,chronic_01
1132.0,sw,med,chronic_01
1134.0,sw,med,chronic_01
1136.0,sw,med,chronic_01
1138.0,sw,med,chronic_01
1140.0,sw,med,chronic_01
1142.0,sw,med,chronic_01
1144.0,sw,med,chronic_01
1146.0,sw,med,chronic_01
1148.0,sw,med,chronic_01
1150.0,sw,med,chronic_01
1152.0,sw,med,chronic_01
1154.0,sw,med,chronic_01
1156.0,sw,med,chronic_01
1158.0,sw,med,chronic_01
1160.0,sw,med,chronic_01
1162.0,sw,med,chronic_01
1164.0,sw,med,chronic_01
1166.0,sw,med,chronic_01
1168.0,sw,med,chronic_01
1170.0,sw,med,chronic_01
1172.0,sw,med,chronic_01
1174.0,act,med,chronic_01
1176.0,act,med,chronic_01
1178.0,act,med,chronic_01
1180.0,act,med,chronic_01
1182.0,act,med,chronic_01
1184.0,act,med,chronic_01
1186.0,act,med,chronic_01
1188.0,act,med,chronic_01
1190.0,act,med,chronic_01
1192.0,act,med,chronic_01
1194.0,act,med,chronic_01
1196.0,act,med,chronic_01
1198.0,act,med,chronic_01
1200.0,act,med,chronic_01
1202.0,act,med,chronic_01
1204.0,act,med,chronic_01
1206.0,act,med,chronic_01
1208.0,act,med,chronic_01
1210.0,act,med,chronic_01
1212.0,act,med,chronic_01
1214.0,act,med,chronic_01
1216.0,act,med,chronic_01
1218.0,act,med,chronic_01
1220.0,act,med,chronic_01
1222.0,act,med,chronic_01
1224.0,act,med,chronic_01
1226.0,act,med,chronic_01
1228.0,act,med,chronic_01
1230.0,act,med,chronic_01
1232.0,act,med,chronic_01
1234.0,act,med,chronic_01
1236.0,act,med,chronic_01
1238.0,act,med,chronic_01
1240.0,act,med,chronic_01
1242.0,act,med,chronic_01
1244.0,act,med,chronic_01
1246.0,act,med,chronic_01
1248.0,act,med,chronic_01
1250.0,act,med,chronic_01
1252.0,act,med,chronic_01
1254.0,act,med,chronic_01
1256.0,act,med,chronic_01
1258.0,act,med,chronic_01
1260.0,act,med,chronic_01
1262.0,act,med,chronic_01
1264.0,act,med,chronic_01
1266.0,act,med,chronic_01
1268.0,act,med,chronic_01
1270.0,act,med,chronic_01
1272.0,act,med,chronic_01
1274.0,act,med,chronic_01
1276.0,act,med,chronic_01
1278.0,act,med,chronic_01
1280.0,act,med,chronic_01
1282.0,act,med,chronic_01
1284.0,act,med,chronic_01
1286.0,act,med,chronic_01
1288.0,act,med,chronic_01
1290.0,act,med,chronic_01
1292.0,act,med,chronic_01
1294.0,act,med,chronic_01
1296.0,act,med,chronic_01
1298.0,act,med,chronic_01
1300.0,act,med,chronic_01
1302.0,act,med,chronic_01
1304.0,act,med,chronic_01
1306.0,act,med,chronic_01
1308.0,act,med,chronic_01
1310.0,act,med,chronic_01
1312.0,act,med,chronic_01
1314.0,act,med,chronic_01
1316.0,act,med,chronic_01
1318.0,act,med,chronic_01
1320.0,act,med,chronic_01
1322.0,act,med,chronic_01
1324.0,act,med,chronic_01
1326.0,act,med,chronic_01
1328.0,act,med,chronic_01
1330.0,act,med,chronic_01
1332.0,act,med,chronic_01
1334.0,act,med,chronic_01
1336.0,act,med,chronic_01
1338.0,act,med,chronic_01
1340.0,act,med,chronic_01
1342.0,act,med,chronic_01
1344.0,act,med,chronic_01
1346.0,act,med,chronic_01
1348.0,act,med,chronic_01
1350.0,act,med,chronic_01
1352.0,act,med,chronic_01
1354.0,act,med,chronic_01
1356.0,act,med,chronic_01
1358.0,act,med,chronic_01
1360.0,act,med,chronic_01
1362.0,act,med,chronic_01
1364.0,act,med,chronic_01
1366.0,act,med,chronic_01
1368.0,act,med,chronic_01
1370.0,act,med,chronic_01
1372.0,act,med,chronic_01
1374.0,act,med,chronic_01
1376.0,act,med,chronic_01
1378.0,act,med,chronic_01
1380.0,act,med,chronic_01
1382.0,act,med,chronic_01
1384.0,sw,med,chronic_01
1386.0,sw,med,chronic_01
1388.0,sw,med,chronic_01
1390.0,sw,med,chronic_01
1392.0,sw,med,chronic_01
1394.0,sw,med,chronic_01
1396.0,sw,med,chronic_01
1398.0,sw,med,chronic_01
1400.0,sw,med,chronic_01
1402.0,sw,med,chronic_01
1404.0,sw,med,chronic_01
1406.0,sw,med,chronic_01
1408.0,sw,med,chronic_01
1410.0,sw,med,chronic_01
1412.0,sw,med,chronic_01
1414.0,sw,med,chronic_01
1416.0,sw,med,chronic_01
1418.0,sw,med,chronic_01
1420.0,sw,med,chronic_01
1422.0,sw,med,chronic_01
1424.0,sw,med,chronic_01
1426.0,sw,med,chronic_01
1428.0,sw,med,chronic_01
1430.0,sw,med,chronic_01
1432.0,sw,med,chronic_01
1434.0,sw,med,chronic_01
1436.0,sw,med,chronic_01
1438.0,sw,med,chronic_01
1440.0,sw,med,chronic_01
1442.0,sw,med,chronic_01
1444.0,sw,med,chronic_01
1446.0,sw,med,chronic_01
1448.0,sw,med,chronic_01
1450.0,sw,med,chronic_01
1452.0,sw,med,chronic_01
1454.0,sw,med,chronic_01
1456.0,sw,med,chronic_01
1458.0,sw,med,chronic_01
1460.0,sw,med,chronic_01
1462.0,sw,med,chronic_01
1464.0,sw,med,chronic_01
1466.0,sw,med,chronic_01
1468.0,sw,med,chronic_01
1470.0,sw,med,chronic_01
1472.0,sw,med,chronic_01
1474.0,sw,med,chronic_01
1476.0,sw,med,chronic_01
1478.0,sw,med,chronic_01
1480.0,sw,med,chronic_01
1482.0,sw,med,chronic_01
1484.0,sw,med,chronic_01
1486.0,sw,med,chronic_01
1488.0,sw,med,chronic_01
1490.0,sw,med,chronic_01
1492.0,sw,med,chronic_01
1494.0,sw,med,chronic_01
1496.0,sw,med,chronic_01
1498.0,sw,med,chronic_01
1500.0,sw,med,chronic_01
1502.0,sw,med,chronic_01
1504.0,sw,med,chronic_01
1506.0,sw,med,chronic_01
1508.0,sw,med,chronic_01
1510.0,sw,med,chronic_01
1512.0,sw,med,chronic_01
1514.0,sw,med,chronic_01
1516.0,sw,med,chronic_01
1518.0,sw,med,chronic_01
1520.0,sw,med,chronic_01
1522.0,sw,med,chronic_01
1524.0,sw,med,chronic_01
1526.0,sw,med,chronic_01
1528.0,sw,med,chronic_01
1530.0,sw,med,chronic_01
1532.0,sw,med,chronic_01
1534.0,sw,med,chronic_01
1536.0,sw,med,chronic_01
1538.0,sw,med,chronic_01
1540.0,sw,med,chronic_01
1542.0,sw,med,chronic_01
1544.0,sw,med,chronic_01
1546.0,sw,med,chronic_01
1548.0,sw,med,chronic_01
1550.0,sw,med,chronic_01
1552.0,sw,med,chronic_01
1554.0,sw,med,chronic_01
1556.0,sw,med,chronic_01
1558.0,sw,med,chronic_01
1560.0,sw,med,chronic_01
1562.0,sw,med,chronic_01
1564.0,sw,med,chronic_01
1566.0,sw,med,chronic_01
1568.0,sw,med,chronic_01
1570.0,sw,med,chronic_01
1572.0,sw,med,chronic_01
1574.0,sw,med,chronic_01
1576.0,act,med,chronic_01
1578.0,act,med,chronic_01
1580.0,act,med,chronic_01
1582.0,act,med,chronic_01
1584.0,act,med,chronic_01
1586.0,act,med,chronic_01
1588.0,act,med,chronic_01
1590.0,sw,med,chronic_01
1592.0,sw,med,chronic_01
1594.0,sw,med,chronic_01
1596.0,sw,med,chronic_01
1598.0,sw,med,chronic_01
1600.0,sw,med,chronic_01
1602.0,sw,med,chronic_01
1604.0,sw,med,chronic_01
1606.0,sw,med,chronic_01
1608.0,sw,med,chronic_01
1610.0,sw,med,chronic_01
1612.0,sw,med,chronic_01
1614.0,sw,med,chronic_01
1616.0,sw,med,chronic_01
1618.0,sw,med,chronic_01
1620.0,sw,med,chronic_01
1622.0,sw,med,chronic_01
1624.0,sw,med,chronic_01
1626.0,sw,med,chronic_01
1628.0,sw,med,chronic_01
1630.0,sw,med,chronic_01
1632.0,sw,med,chronic_01
1634.0,sw,med,chronic_01
1636.0,sw,med,chronic_01
1638.0,sw,med,chronic_01
1640.0,sw,med,chronic_01
1642.0,sw,med,chronic_01
1644.0,sw,med,chronic_01
1646.0,sw,med,chronic_01
1648.0,sw,med,chronic_01
1650.0,sw,med,chronic_01
1652.0,sw,med,chronic_01
1654.0,sw,med,chronic_01
1656.0,sw,med,chronic_01
1658.0,sw,med,chronic_01
1660.0,sw,med,chronic_01
1662.0,sw,med,chronic_01
1664.0,sw,med,chronic_01
1666.0,act,med,chronic_01
1668.0,act,med,chronic_01
1670.0,act,med,chronic_01
1672.0,act,med,chronic_01
1674.0,act,med,chronic_01
1676.0,act,med,chronic_01
1678.0,sw,med,chronic_01
1680.0,sw,med,chronic_01
1682.0,sw,med,chronic_01
1684.0,sw,med,chronic_01
1686.0,sw,med,chronic_01
1688.0,sw,med,chronic_01
1690.0,sw,med,chronic_01
1692.0,sw,med,chronic_01
1694.0,sw,med,chronic_01
1696.0,sw,med,chronic_01
1698.0,sw,med,chronic_01
1700.0,act,med,chronic_01
1702.0,act,med,chronic_01
1704.0,act,med,chronic_01
1706.0,act,med,chronic_01
1708.0,act,med,chronic_01
1710.0,act,med,chronic_01
1712.0,act,med,chronic_01
1714.0,act,med,chronic_01
1716.0,sw,med,chronic_01
1718.0,sw,med,chronic_01
1720.0,sw,med,chronic_01
1722.0,sw,med,chronic_01
1724.0,sw,med,chronic_01
1726.0,sw,med,chronic_01
1728.0,sw,med,chronic_01
1730.0,sw,med,chronic_01
1732.0,sw,med,chronic_01
1734.0,sw,med,chronic_01
1736.0,sw,med,chronic_01
1738.0,sw,med,chronic_01
1740.0,sw,med,chronic_01
1742.0,sw,med,chronic_01
1744.0,sw,med,chronic_01
1746.0,sw,med,chronic_01
1748.0,act,med,chronic_01
1750.0,act,med,chronic_01
1752.0,act,med,chronic_01
1754.0,act,med,chronic_01
1756.0,act,med,chronic_01
1758.0,act,med,chronic_01
1760.0,act,med,chronic_01
1762.0,sw,med,chronic_01
1764.0,sw,med,chronic_01
1766.0,sw,med,chronic_01
1768.0,act,med,chronic_01
1770.0,act,med,chronic_01
1772.0,act,med,chronic_01
1774.0,act,med,chronic_01
1776.0,act,med,chronic_01
1778.0,act,med,chronic_01
1780.0,sw,med,chronic_01
1782.0,sw,med,chronic_01
1784.0,sw,med,chronic_01
1786.0,sw,med,chronic_01
1788.0,sw,med,chronic_01
1790.0,sw,med,chronic_01
1792.0,sw,med,chronic_01
1794.0,sw,med,chronic_01
1796.0,sw,med,chronic_01
1798.0,sw,med,chronic_01
0.0,act,med,chronic_08
2.0,act,med,chronic_08
4.0,act,med,chronic_08
6.0,act,med,chronic_08
8.0,act,med,chronic_08
10.0,act,med,chronic_08
12.0,act,med,chronic_08
14.0,act,med,chronic_08
16.0,act,med,chronic_08
18.0,act,med,chronic_08
20.0,act,med,chronic_08
22.0,act,med,chronic_08
24.0,act,med,chronic_08
26.0,act,med,chronic_08
28.0,act,med,chronic_08
30.0,act,med,chronic_08
32.0,act,med,chronic_08
34.0,act,med,chronic_08
36.0,act,med,chronic_08
38.0,act,med,chronic_08
40.0,act,med,chronic_08
42.0,act,med,chronic_08
44.0,act,med,chronic_08
46.0,act,med,chronic_08
48.0,act,med,chronic_08
50.0,act,med,chronic_08
52.0,act,med,chronic_08
54.0,act,med,chronic_08
56.0,act,med,chronic_08
58.0,act,med,chronic_08
60.0,act,med,chronic_08
62.0,act,med,chronic_08
