A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,neuron_id,diff_inv,p_adj,sig,div_inv,response,session_name,neuron_type
2Shock,3Post,1.03,-0.01,1.04,0.06,18.25,0.0,1.05,2202,-1.04,0.0,True,-1.04,inhibited,hamilton_30,SR
2Shock,3Post,-0.61,-0.1,-0.51,0.06,-8.95,0.0,-0.52,2208,0.51,0.0,True,0.51,activated,hamilton_30,SIR
2Shock,3Post,-0.19,-0.15,-0.04,0.05,-0.78,0.71,-0.05,2211,0.04,0.74,False,0.04,non responder,hamilton_30,SIR
2Shock,3Post,-1.3,-0.49,-0.81,0.05,-15.74,0.0,-0.91,2212,0.81,0.0,True,0.81,activated,hamilton_30,SR
2Shock,3Post,0.28,0.11,0.18,0.06,2.86,0.01,0.16,2213,-0.18,0.01,False,-0.18,non responder,hamilton_30,SR
2Shock,3Post,-0.02,0.44,-0.46,0.06,-7.87,0.0,-0.45,2214,0.46,0.0,True,0.46,activated,hamilton_30,SR
2Shock,3Post,-0.66,-0.34,-0.32,0.05,-6.06,0.0,-0.35,2217,0.32,0.0,True,0.32,activated,hamilton_30,SIR
2Shock,3Post,0.54,0.16,0.39,0.06,6.08,0.0,0.35,2220,-0.39,0.0,True,-0.39,inhibited,hamilton_30,SR
2Shock,3Post,0.65,0.65,0.01,0.06,0.08,1.0,0.0,2222,-0.01,1.0,False,-0.01,non responder,hamilton_30,SR
2Shock,3Post,-0.04,0.34,-0.38,0.06,-6.2,0.0,-0.36,2225,0.38,0.0,True,0.38,activated,hamilton_30,SR
2Shock,3Post,0.28,0.3,-0.02,0.06,-0.25,0.97,-0.01,2233,0.02,0.99,False,0.02,non responder,hamilton_30,SIR
2Shock,3Post,-0.11,0.23,-0.34,0.06,-5.97,0.0,-0.34,2235,0.34,0.0,True,0.34,activated,hamilton_30,SIR
2Shock,3Post,0.59,-0.08,0.66,0.06,10.22,0.0,0.59,2236,-0.66,0.0,True,-0.66,inhibited,hamilton_30,SIR
2Shock,3Post,-0.07,-0.3,0.23,0.05,4.63,0.0,0.27,2241,-0.23,0.0,True,-0.23,inhibited,hamilton_30,SIR
2Shock,3Post,-0.57,0.03,-0.6,0.06,-9.51,0.0,-0.55,2242,0.6,0.0,True,0.6,activated,hamilton_30,SIR
2Shock,3Post,-0.14,-0.19,0.05,0.04,1.39,0.34,0.08,2243,-0.05,0.37,False,-0.05,non responder,hamilton_30,SR
2Shock,3Post,-0.01,-0.03,0.02,0.06,0.35,0.93,0.02,2244,-0.02,0.96,False,-0.02,non responder,hamilton_30,SIR
2Shock,3Post,2.25,-0.11,2.36,0.09,27.35,0.0,1.58,2246,-2.36,0.0,True,-2.36,inhibited,hamilton_30,SR
2Shock,3Post,2.74,0.38,2.36,0.08,31.04,0.0,1.79,2247,-2.36,0.0,True,-2.36,inhibited,hamilton_30,SIR
2Shock,3Post,-0.59,-0.0,-0.59,0.06,-10.28,0.0,-0.59,2248,0.59,0.0,True,0.59,activated,hamilton_30,SIR
2Shock,3Post,0.03,0.56,-0.52,0.06,-8.36,0.0,-0.48,2249,0.52,0.0,True,0.52,activated,hamilton_30,SR
2Shock,3Post,-0.51,-0.27,-0.24,0.05,-4.34,0.0,-0.25,2250,0.24,0.0,True,0.24,activated,hamilton_30,SIR
2Shock,3Post,-0.82,-0.43,-0.39,0.05,-7.95,0.0,-0.46,2251,0.39,0.0,True,0.39,activated,hamilton_30,SIR
2Shock,3Post,-0.63,-0.33,-0.3,0.06,-5.41,0.0,-0.31,2252,0.3,0.0,True,0.3,activated,hamilton_30,SR
2Shock,3Post,-0.94,-0.08,-0.86,0.06,-14.44,0.0,-0.83,2260,0.86,0.0,True,0.86,activated,hamilton_30,FF
2Shock,3Post,0.22,-0.02,0.24,0.06,3.92,0.0,0.23,2266,-0.24,0.0,True,-0.24,inhibited,hamilton_30,SIR
2Shock,3Post,1.3,-0.14,1.43,0.06,22.85,0.0,1.32,2270,-1.43,0.0,True,-1.43,inhibited,hamilton_30,SIR
2Shock,3Post,-1.52,-0.6,-0.92,0.05,-19.35,0.0,-1.12,2271,0.92,0.0,True,0.92,activated,hamilton_30,SIR
2Shock,3Post,0.99,0.21,0.78,0.07,11.64,0.0,0.67,2278,-0.78,0.0,True,-0.78,inhibited,hamilton_30,SIR
2Shock,3Post,1.65,1.37,0.29,0.07,4.37,0.0,0.25,2279,-0.29,0.0,True,-0.29,inhibited,hamilton_30,SR
2Shock,3Post,0.47,-0.05,0.52,0.07,7.48,0.0,0.43,2280,-0.52,0.0,True,-0.52,inhibited,hamilton_30,SR
2Shock,3Post,-0.01,-0.13,0.11,0.06,2.06,0.1,0.12,2281,-0.11,0.11,False,-0.11,non responder,hamilton_30,SIR
2Shock,3Post,-2.6,-0.16,-2.44,0.06,-43.78,0.0,-2.53,2282,2.44,0.0,True,2.44,activated,hamilton_30,SR
2Shock,3Post,0.69,0.28,0.4,0.07,6.17,0.0,0.36,2283,-0.4,0.0,True,-0.4,inhibited,hamilton_30,SR
2Shock,3Post,-0.38,-0.11,-0.27,0.05,-5.02,0.0,-0.29,2284,0.27,0.0,True,0.27,activated,hamilton_30,SIR
2Shock,3Post,0.01,0.15,-0.14,0.05,-2.57,0.03,-0.15,2285,0.14,0.03,False,0.14,non responder,hamilton_30,SR
2Shock,3Post,0.26,0.12,0.14,0.06,2.28,0.06,0.13,2287,-0.14,0.07,False,-0.14,non responder,hamilton_30,SR
