neuron_id,UMAP-1,UMAP-2
1338,11.8713875,8.989291
1339,11.2450695,8.194247
1341,12.1483345,8.948961
1342,13.481036,7.976597
1343,12.999142,9.044215
1345,9.643479,8.865109
1346,10.198725,5.4751673
1347,9.081097,2.302686
1348,7.4542727,3.6233811
1349,12.556992,8.352224
1350,9.726527,7.1268554
1353,13.462036,7.097876
1354,13.295874,6.6886983
1356,9.15831,7.591013
1357,11.900216,6.9978266
1358,12.846921,8.841807
1361,9.258026,4.626807
1362,13.66513,7.7860875
1363,12.29777,6.4284506
1364,9.379569,3.5581973
1366,11.891218,6.156798
1367,9.612107,2.6822116
1368,9.332567,7.653074
1369,12.951978,9.08028
1370,9.459045,1.4547063
1371,4.2738457,8.436075
1372,10.258075,5.293747
1373,11.671307,6.928925
1378,12.127674,6.464418
1379,10.29699,7.8948035
1380,8.153953,7.4593186
1383,8.256954,6.313501
1384,12.262671,6.9933357
1385,11.691689,7.2179
1386,10.0153885,6.8552027
1387,4.9264045,8.564333
1389,12.275367,7.9329596
1391,10.043737,5.178212
1392,7.2813396,7.659053
1393,13.436737,7.1150055
1394,12.6339035,8.891578
1395,10.110012,7.771359
1398,12.2438545,6.113834
1399,12.608493,7.5113654
1401,4.955334,8.069163
1402,9.769135,4.7387424
1405,13.040776,6.6402264
1406,12.180574,6.234335
1407,3.1187048,8.819913
1410,9.921338,6.8964167
1411,12.109963,5.918161
1412,13.448499,7.652824
1413,12.238433,7.95535
1414,12.837109,8.198476
1416,11.550775,7.9007807
1417,9.862404,5.92525
1423,8.703005,5.415665
1424,13.626643,7.8863626
1426,11.640158,7.038041
1434,8.172449,3.9480076
1435,9.453163,3.675972
1437,8.589213,4.1277146
1438,12.3131895,6.9789243
1439,9.554568,1.9600672
1440,8.79169,6.927067
1441,8.216502,5.0842752
1442,12.591998,8.947265
1443,11.368379,8.048656
1445,11.947208,8.85979
1446,10.977171,7.806333
1447,11.407343,6.9039073
1448,9.168047,6.716244
1449,9.5625925,5.296829
1452,5.4473767,7.8857493
1455,6.8556266,8.693909
1458,6.5123515,8.850317
1459,6.461349,8.804936
1460,6.094769,8.597883
1461,7.073978,8.263449
1463,7.029953,8.665466
1465,7.59791,4.674152
1467,7.955633,5.349971
1469,7.4731536,4.362935
1470,11.582117,6.6902175
1471,12.092799,6.2695975
1474,9.749338,6.1821737
1475,13.409128,8.214744
1476,9.618906,2.223429
1477,9.6858635,5.594377
1479,11.968342,8.116344
1480,12.49163,8.059467
1481,12.050477,6.80697
1482,12.197571,8.953911
1483,9.945008,5.46543
1484,10.386324,5.5686493
1485,9.851668,5.467229
1486,9.104209,6.0317874
1487,5.29619,7.834764
1488,8.76833,5.700152
1490,9.406463,2.1470659
1491,12.269162,8.770108
1492,3.1490383,9.223819
1493,13.637873,7.8112855
1494,11.940694,6.4407425
1495,11.604748,7.655224
1496,12.25532,6.258092
1497,12.495545,6.199317
1498,8.435754,4.464204
1499,8.275663,5.269266
1500,9.71122,6.6354294
1501,11.121358,7.663684
1502,9.661804,4.6314435
1503,9.6376295,2.6403623
1504,7.154053,5.1842885
1505,12.477832,6.074976
1507,13.4025135,7.595143
1509,13.2905245,7.3722844
1510,8.350725,5.391371
1511,7.533459,5.4293995
1512,13.739887,7.416676
1513,10.936194,7.8048396
1514,9.472309,1.477244
1515,12.565834,7.326843
1516,3.19174,9.1616
1517,5.305204,8.661165
1519,3.987376,8.945028
1521,5.735315,7.7109785
1522,2.6872776,9.164187
1523,7.549536,8.062914
1525,6.9026117,8.08432
1526,4.8698125,8.636359
1527,2.689722,9.180856
1529,9.580892,2.752282
1530,11.560387,8.007301
1531,12.058238,7.51498
1532,7.539092,4.5762777
1533,2.9080353,9.233471
1534,11.406403,6.527434
1535,4.168042,8.96337
1536,8.32428,7.368393
1537,3.3530302,9.098653
1538,5.486908,8.193356
1540,12.399113,5.9518576
1541,8.754943,3.984227
1542,6.931512,7.4644895
1543,6.2111993,8.582055
1544,4.942584,8.323551
1545,4.5980887,8.358322
1547,9.554569,2.366923
1548,8.489083,7.2582984
1550,10.722801,9.228241
1551,8.008686,8.528414
1552,11.97028,9.152742
1554,9.222154,3.7676835
1556,8.490919,6.0250254
1557,9.128244,7.9203215
1558,10.52677,8.52129
1559,11.196546,9.040596
1560,8.473482,6.1219954
1562,10.270694,7.396511
1563,6.7818522,4.8427315
1564,8.684081,5.38558
1565,8.87686,8.685732
1567,5.322339,7.828956
1568,6.808411,7.6687636
1569,7.672852,4.981518
1570,6.8227034,5.0408525
1572,9.06431,7.196635
1573,9.20487,7.0609007
1574,9.823961,8.770084
1575,8.067816,4.4796634
1577,11.638967,7.8303885
1578,3.7689278,8.975863
1579,7.5825753,4.5249023
1580,6.8816075,7.5133247
1581,3.2503622,8.944052
1582,7.280375,5.302679
1584,10.091506,8.164286
1585,5.4625363,7.398219
1586,5.1959853,7.747769
1587,7.0416007,8.31548
1588,9.494854,1.7259107
1589,9.474919,2.3655155
1590,9.179208,7.1640463
1592,9.527977,2.2467217
1593,13.202055,6.6163054
1594,8.220067,5.33222
1595,8.810623,5.814509
1596,11.678046,8.006279
1597,4.0045238,8.636437
1598,13.39489,8.332305
1600,8.42454,5.88912
1602,8.009493,5.403342
1603,11.9544935,6.2834134
1604,9.72337,7.811516
1605,12.843441,8.660816
1606,8.201511,7.447531
1609,9.697658,3.8978574
1610,9.431002,5.7076273
1611,7.2428164,4.40999
2004,7.648633,3.8927107
2005,13.358158,7.678821
2009,12.70347,7.475743
2010,8.798629,4.072779
2014,10.277665,5.826791
2016,7.039694,8.348274
2017,13.415734,8.457202
2018,3.3085747,9.161658
2020,8.287262,7.420678
2022,9.789541,8.2636795
2023,3.8076875,8.980923
2026,2.7668152,9.246264
2029,9.235272,1.6907389
2031,9.450762,1.4637785
2034,5.54524,8.80619
2035,5.240467,7.9437904
2036,4.4243565,8.600804
2037,8.388511,5.196235
2038,10.276766,5.7593403
2041,13.2424,8.650795
2047,11.627766,7.1324487
2048,7.5037856,3.7671468
2049,11.808532,9.04833
2050,7.1546993,5.2388463
2052,9.048515,5.8616576
2055,10.241057,7.153424
2057,13.145824,8.802795
2058,12.626979,8.614455
2059,13.006566,8.972126
2060,8.013754,5.084772
2061,13.543216,7.1275935
2062,8.348778,7.2648144
2065,12.63473,8.628529
2066,8.855638,5.0607953
2067,9.538657,2.438421
2069,7.528283,3.7105489
2072,9.598679,7.9198294
2073,6.950857,7.361087
2074,8.501678,5.294208
2075,8.071311,7.556023
2076,12.393193,6.093467
2077,11.646977,6.897029
2078,13.136428,7.189456
2079,12.528848,6.5338054
2081,9.246651,3.279787
2082,5.163059,7.83519
2083,9.86227,7.1651254
2084,11.994839,6.3020864
2087,9.436863,2.9826317
2091,10.505468,9.138432
2099,9.433891,8.072972
2101,6.9698777,8.742525
2102,10.242328,7.6869493
2103,7.7155356,8.668112
2104,7.0661025,8.496539
2107,10.097989,5.804451
2108,7.6591997,8.5130825
2111,5.6721606,8.8143215
2112,3.25418,9.089962
2118,11.383609,7.1049557
2119,10.075837,6.1212134
2120,7.4397235,3.5317717
2123,13.315337,6.7064385
2124,4.837278,8.402434
2125,3.3937242,9.240195
2126,4.8720512,8.349072
2127,6.2140446,8.643508
2128,8.786132,8.4872055
2130,8.920355,8.721549
2135,7.136924,5.1976123
2136,4.7518997,8.755871
2137,11.844215,9.171339
2138,7.3588347,5.250814
2139,9.98622,8.18766
2144,9.436757,6.544097
2147,7.7743616,7.7980795
2152,8.520025,7.4283667
2155,5.338486,8.0589485
2156,7.68504,7.9478006
2162,8.929931,5.1415873
2165,6.9159684,7.5528893
2166,5.4896765,8.831302
2170,8.060518,8.44063
2172,9.788938,7.456622
2173,6.9912505,8.220452
2174,9.322828,7.921071
2176,9.534466,1.650902
2177,10.30503,5.652766
2178,4.515549,8.67143
2181,7.558525,3.635423
2182,9.405674,7.721609
2183,4.2026815,8.717396
2184,4.5535316,8.366383
2185,9.13297,7.599722
2186,7.5145164,5.3476195
2187,7.539162,3.7349653
2188,9.928677,7.59986
2189,10.324641,7.791235
2190,9.85285,7.385546
2191,12.106035,8.849729
2192,5.1282797,8.5581255
2193,8.195963,8.350543
2198,9.78879,6.865234
2200,7.1355166,5.2016883
2202,12.067084,8.146472
2208,9.571643,1.8446836
2211,8.025768,4.9448137
2212,7.73976,4.106452
2213,11.003426,7.753747
2214,6.881455,5.1615334
2217,6.8307323,5.1603103
2220,11.917609,8.060838
2222,9.269843,4.938156
2225,11.076788,7.313155
2233,8.441801,7.165902
2235,4.3808255,8.316198
2236,6.1049128,8.54449
2237,4.9810214,8.635277
2241,3.329333,8.889813
2242,7.3024244,8.457446
2243,5.5858727,7.8669324
2244,6.9810333,7.8352995
2246,11.454224,9.133785
2247,8.780674,1.9615731
2248,10.6751175,9.152796
2249,6.761635,5.0181346
2250,10.6567955,8.354137
2251,8.348715,8.503202
2252,6.8212047,5.012917
2257,13.286394,8.18146
2260,5.0492907,8.173059
2266,10.339052,7.8231835
2270,3.4892,8.772108
2271,7.1910686,8.079556
2276,9.665041,6.2593155
2278,5.2101655,8.674822
2279,9.314478,2.339232
2280,8.902304,4.7913795
2281,8.342484,7.1649647
2282,7.577395,8.222849
2283,8.95714,5.4188557
2284,10.881711,9.22727
2285,11.376268,8.797996
2287,10.12292,7.276226
2369,5.254039,8.701235
2370,4.1426787,8.836283
2371,5.7886057,8.751008
2374,5.6055627,8.778246
2376,3.2689986,9.104688
2378,9.083523,1.7977889
2381,3.0121946,9.164248
2386,6.2957306,8.82621
2387,6.687613,8.589619
2388,8.160484,8.487984
2389,9.764034,8.88254
2390,5.4696145,8.7656555
2391,8.793835,8.813056
2392,2.7826042,9.212725
2393,6.0467744,8.808228
2395,10.266094,9.134768
2397,3.616778,9.036564
2399,3.446147,9.017604
2401,6.298158,8.606088
2402,4.371454,8.587083
2404,2.7980695,9.242903
2516,3.327559,9.0446615
2517,8.9258995,8.346952
2518,5.193145,7.7241898
2636,6.3176394,8.624703
2637,12.901067,9.056736
2640,10.2457905,9.149104
2641,5.8214245,8.646454
2643,3.203653,9.051843
2645,4.6047134,8.728436
2646,2.7761397,9.1825075
2648,3.9013193,8.814712
2657,11.119955,8.101075
2658,4.361197,8.46466
2659,10.014239,9.101285
2660,9.449945,1.5332526
2662,4.7889037,8.450867
