neuron_id,n_sw,n_act,Mean_sw,Mean_act,Diff,U,p,sig,Diff_raw
1317,1233.0,566.0,-0.26,0.57,0.82,199742.0,0.0,True,0.69
1318,1233.0,566.0,0.02,-0.05,-0.08,351470.0,0.83,False,-0.13
1319,1233.0,566.0,-0.12,0.27,0.39,269248.5,0.0,True,0.61
1320,1233.0,566.0,0.2,-0.44,-0.65,461258.0,0.0,True,-0.33
1321,1233.0,566.0,0.27,-0.6,-0.87,509841.5,0.0,True,-0.58
1322,1233.0,566.0,-0.28,0.61,0.89,185294.5,0.0,True,0.6
1323,1233.0,566.0,-0.04,0.08,0.12,292457.0,0.0,True,0.09
1325,1233.0,566.0,-0.07,0.15,0.21,332808.0,0.0,True,0.06
1326,1233.0,566.0,0.01,-0.02,-0.03,354179.0,0.53,False,-0.02
1327,1233.0,566.0,-0.25,0.55,0.81,219216.0,0.0,True,0.57
1328,1233.0,566.0,-0.15,0.33,0.48,259975.0,0.0,True,0.29
1329,1233.0,566.0,-0.31,0.68,1.0,168196.5,0.0,True,0.75
1330,1233.0,566.0,0.29,-0.64,-0.93,537734.5,0.0,True,-10.37
1331,1233.0,566.0,0.35,-0.77,-1.13,573506.0,0.0,True,-1.3
1332,1233.0,566.0,-0.14,0.3,0.44,206334.5,0.0,True,0.64
1333,1233.0,566.0,0.17,-0.36,-0.53,462114.0,0.0,True,-0.74
1334,1233.0,566.0,-0.04,0.08,0.12,325244.5,0.01,True,0.06
1335,1233.0,566.0,0.0,-0.01,-0.01,349252.5,0.88,False,-0.0
1336,1233.0,566.0,-0.13,0.29,0.42,255727.0,0.0,True,0.34
1337,1233.0,566.0,-0.05,0.12,0.17,323146.0,0.0,True,0.08
1338,1233.0,566.0,0.49,-1.06,-1.55,646829.0,0.0,True,-6.23
1339,1233.0,566.0,0.15,-0.32,-0.47,458105.5,0.0,True,-0.83
1340,1233.0,566.0,-0.03,0.06,0.09,335077.5,0.06,False,0.04
1341,1233.0,566.0,-0.03,0.07,0.1,349958.5,0.93,False,0.1
1342,1233.0,566.0,-0.16,0.35,0.5,258011.5,0.0,True,0.4
1343,1233.0,566.0,-0.18,0.38,0.56,230533.0,0.0,True,0.59
1344,1233.0,566.0,0.32,-0.69,-1.01,547264.0,0.0,True,-1.12
1345,1233.0,566.0,-0.53,1.14,1.67,31145.0,0.0,True,16.19
1346,1233.0,566.0,-0.04,0.09,0.13,337715.0,0.01,True,0.03
1347,1233.0,566.0,0.25,-0.55,-0.8,499409.0,0.0,True,-0.57
1348,1233.0,566.0,-0.05,0.1,0.14,341976.5,0.01,True,0.02
1349,1233.0,566.0,-0.3,0.64,0.94,185121.0,0.0,True,1.0
1350,1112.0,687.0,-0.22,0.36,0.58,253172.0,0.0,True,0.72
1351,1112.0,687.0,-0.0,0.0,0.0,381940.0,0.98,False,0.0
1352,1112.0,687.0,0.02,-0.03,-0.04,382790.0,0.46,False,-0.0
1353,1112.0,687.0,0.06,-0.1,-0.15,409347.0,0.01,True,-0.14
1354,1112.0,687.0,0.02,-0.03,-0.04,369853.0,0.3,False,-0.12
1355,1112.0,687.0,0.07,-0.11,-0.17,400991.0,0.04,True,-0.25
1356,1112.0,687.0,0.23,-0.37,-0.6,521346.0,0.0,True,-1.03
1357,1112.0,687.0,-0.27,0.43,0.7,220708.5,0.0,True,2.02
1358,1112.0,687.0,-0.05,0.09,0.14,355205.5,0.0,True,0.11
1360,1112.0,687.0,-0.05,0.08,0.13,370714.5,0.01,True,0.03
1361,1112.0,687.0,0.0,-0.0,-0.0,341442.0,0.0,False,-0.0
1362,1112.0,687.0,-0.08,0.12,0.2,331209.0,0.0,True,0.68
1363,1112.0,687.0,-0.11,0.17,0.28,332142.5,0.0,True,0.3
1364,1112.0,687.0,0.05,-0.09,-0.14,406388.5,0.01,True,-0.08
1365,1112.0,687.0,-0.06,0.1,0.16,371004.0,0.0,True,0.03
1366,1112.0,687.0,-0.3,0.49,0.79,218092.5,0.0,True,0.65
1367,1112.0,687.0,-0.07,0.12,0.19,341840.5,0.0,True,0.32
1368,1112.0,687.0,-0.01,0.02,0.03,348507.5,0.0,False,0.12
1369,1112.0,687.0,-0.14,0.23,0.37,302999.5,0.0,True,1.35
1370,1112.0,687.0,0.03,-0.05,-0.08,377660.0,0.7,False,-0.12
1371,1112.0,687.0,-0.04,0.07,0.11,373413.0,0.43,False,0.29
1372,1112.0,687.0,0.07,-0.11,-0.17,407791.5,0.01,True,-0.18
1373,1112.0,687.0,-0.12,0.2,0.32,311953.0,0.0,True,0.9
1375,1112.0,687.0,0.01,-0.02,-0.04,382315.5,0.49,False,-0.0
1378,1112.0,687.0,0.16,-0.26,-0.42,464008.5,0.0,True,-0.33
1379,1112.0,687.0,-0.39,0.63,1.03,162341.0,0.0,True,3.54
1380,1112.0,687.0,-0.2,0.32,0.51,272758.5,0.0,True,1.11
1383,1112.0,687.0,0.0,-0.0,-0.0,383314.5,0.92,False,-0.01
1384,1112.0,687.0,0.14,-0.22,-0.36,454411.0,0.0,True,-1.61
1385,1112.0,687.0,-0.01,0.02,0.03,380334.0,0.89,False,0.05
1386,1112.0,687.0,-0.33,0.53,0.85,195219.0,0.0,True,4.09
1387,1112.0,687.0,-0.44,0.71,1.15,131943.5,0.0,True,3.83
1389,1112.0,687.0,-0.28,0.45,0.73,208283.5,0.0,True,0.98
1390,1112.0,687.0,-0.12,0.19,0.3,364561.0,0.0,True,0.05
1391,1112.0,687.0,0.04,-0.07,-0.11,413062.0,0.01,True,-0.44
1392,1112.0,687.0,0.14,-0.22,-0.35,458450.0,0.0,True,-0.44
1393,1112.0,687.0,-0.02,0.04,0.06,367549.0,0.18,False,0.12
1394,1112.0,687.0,0.14,-0.22,-0.36,450034.0,0.0,True,-0.21
1395,1112.0,687.0,-0.1,0.16,0.26,320862.5,0.0,True,0.69
1396,1112.0,687.0,0.25,-0.41,-0.66,517296.0,0.0,True,-1.18
1397,1112.0,687.0,0.09,-0.14,-0.22,439212.5,0.0,True,-0.33
1398,1112.0,687.0,-0.1,0.16,0.26,329608.5,0.0,True,0.72
1399,1112.0,687.0,-0.22,0.35,0.57,260527.5,0.0,True,0.59
1401,1112.0,687.0,-0.54,0.87,1.4,77320.0,0.0,True,11.07
1402,1112.0,687.0,0.02,-0.03,-0.04,382790.0,0.46,False,-0.0
1403,1112.0,687.0,-0.03,0.05,0.07,371335.0,0.33,False,0.13
1404,1112.0,687.0,0.02,-0.03,-0.04,384050.5,0.42,False,-0.01
1405,1112.0,687.0,-0.04,0.07,0.11,360727.0,0.06,False,0.18
1406,1112.0,687.0,-0.26,0.42,0.67,240672.5,0.0,True,1.2
1407,1112.0,687.0,-0.0,0.01,0.01,393641.0,0.19,False,0.01
1408,1112.0,687.0,0.01,-0.01,-0.02,380008.0,0.87,False,-0.03
1410,1112.0,687.0,-0.16,0.26,0.42,289738.0,0.0,True,0.72
1411,1112.0,687.0,-0.1,0.17,0.27,351939.0,0.0,True,0.11
1412,1112.0,687.0,0.21,-0.34,-0.55,496041.0,0.0,True,-0.75
1413,1112.0,687.0,-0.04,0.06,0.1,367301.0,0.19,False,0.17
1414,1174.0,625.0,-0.26,0.49,0.76,259521.0,0.0,True,0.35
1416,1174.0,625.0,-0.03,0.07,0.1,345688.0,0.04,True,0.09
1417,1174.0,625.0,-0.2,0.38,0.59,251830.0,0.0,True,0.51
1419,1174.0,625.0,-0.09,0.17,0.26,329561.0,0.0,True,0.1
1421,1174.0,625.0,-0.02,0.03,0.05,363905.5,0.38,False,0.01
1422,1174.0,625.0,-0.18,0.34,0.53,283397.0,0.0,True,0.38
1423,1174.0,625.0,-0.2,0.38,0.58,305555.0,0.0,True,0.18
1424,1174.0,625.0,-0.04,0.08,0.12,350973.0,0.09,False,0.06
1426,1174.0,625.0,-0.22,0.42,0.65,243847.0,0.0,True,0.52
1429,1174.0,625.0,-0.09,0.16,0.25,354700.0,0.0,True,0.03
1430,1174.0,625.0,-0.19,0.36,0.55,248228.5,0.0,True,0.46
1434,1174.0,625.0,0.11,-0.2,-0.31,431704.0,0.0,True,-0.31
1435,1174.0,625.0,-0.15,0.27,0.42,274196.5,0.0,True,0.58
1437,1174.0,625.0,0.12,-0.23,-0.35,434824.0,0.0,True,-0.57
1438,1174.0,625.0,-0.09,0.16,0.25,332040.0,0.0,True,0.12
1439,1174.0,625.0,-0.2,0.38,0.58,252730.0,0.0,True,0.66
1440,1174.0,625.0,0.18,-0.33,-0.51,474381.0,0.0,True,-0.52
1441,1174.0,625.0,0.0,-0.0,-0.0,370038.0,0.78,False,-0.0
1442,1174.0,625.0,0.05,-0.09,-0.14,392961.0,0.0,True,-0.09
1443,1174.0,625.0,0.05,-0.1,-0.16,426904.0,0.0,True,-0.14
1445,1174.0,625.0,0.1,-0.2,-0.3,423315.0,0.0,True,-0.18
1446,1174.0,625.0,-0.27,0.51,0.79,231395.5,0.0,True,1.22
1447,1174.0,625.0,-0.07,0.14,0.21,324268.0,0.0,True,0.21
1448,1174.0,625.0,0.03,-0.06,-0.09,386888.5,0.06,False,-0.11
1449,1174.0,625.0,-0.04,0.08,0.13,346829.0,0.02,True,0.06
1452,1174.0,625.0,-0.08,0.15,0.24,322324.0,0.0,True,0.28
1455,1174.0,625.0,-0.23,0.43,0.66,268249.5,0.0,True,0.75
1458,1174.0,625.0,-0.39,0.73,1.12,142442.5,0.0,True,7.05
1459,1174.0,625.0,-0.32,0.6,0.92,233511.5,0.0,True,6.66
1460,1174.0,625.0,-0.32,0.61,0.93,167246.0,0.0,True,2.28
1461,1174.0,625.0,-0.3,0.57,0.87,227385.0,0.0,True,3.56
1463,1174.0,625.0,-0.34,0.64,0.98,159567.0,0.0,True,2.92
1465,1174.0,625.0,-0.09,0.17,0.27,321530.0,0.0,True,0.34
1466,1174.0,625.0,-0.01,0.02,0.03,364880.5,0.75,False,0.01
1467,1174.0,625.0,0.18,-0.34,-0.53,465011.0,0.0,True,-0.58
1468,1174.0,625.0,-0.08,0.15,0.23,357010.0,0.0,True,0.03
1469,1174.0,625.0,-0.24,0.45,0.69,253723.0,0.0,True,1.23
1470,1174.0,625.0,-0.21,0.4,0.61,248684.5,0.0,True,0.57
1471,1174.0,625.0,0.03,-0.06,-0.09,379509.0,0.24,False,-0.08
1472,1174.0,625.0,-0.09,0.16,0.25,333474.5,0.0,True,0.09
1473,1174.0,625.0,-0.01,0.02,0.04,363770.5,0.48,False,0.01
1474,1174.0,625.0,-0.12,0.23,0.35,306349.5,0.0,True,0.34
1475,1174.0,625.0,-0.14,0.26,0.41,286021.5,0.0,True,0.24
1476,1174.0,625.0,-0.09,0.16,0.25,317162.0,0.0,True,0.22
1477,1174.0,625.0,-0.17,0.32,0.5,277925.5,0.0,True,0.26
1478,1174.0,625.0,0.01,-0.02,-0.04,368005.0,0.58,False,-0.0
1479,1174.0,625.0,-0.23,0.44,0.67,223458.5,0.0,True,0.91
1480,1174.0,625.0,-0.05,0.1,0.15,373188.5,0.57,False,0.16
1481,1174.0,625.0,0.1,-0.2,-0.3,431149.0,0.0,True,-0.32
1482,1174.0,625.0,-0.28,0.53,0.81,212366.5,0.0,True,1.24
1483,1174.0,625.0,-0.26,0.49,0.75,236980.0,0.0,True,1.25
1484,1174.0,625.0,-0.15,0.27,0.42,326507.0,0.0,True,0.37
1485,1174.0,625.0,-0.18,0.35,0.53,275549.5,0.0,True,0.68
1486,1174.0,625.0,0.04,-0.08,-0.12,411564.0,0.0,True,-0.13
1487,1174.0,625.0,0.04,-0.08,-0.12,385096.0,0.1,False,-0.28
1488,1174.0,625.0,0.06,-0.12,-0.18,404647.0,0.0,True,-0.23
1489,1174.0,625.0,-0.12,0.22,0.34,300379.0,0.0,True,0.26
1490,1174.0,625.0,-0.08,0.15,0.23,331044.0,0.0,True,0.15
1491,1174.0,625.0,-0.0,0.0,0.01,373273.5,0.57,False,0.01
1492,1174.0,625.0,0.01,-0.02,-0.03,367264.5,0.77,False,-0.0
1493,832.0,967.0,-0.04,0.03,0.07,385258.0,0.11,False,0.06
1494,832.0,967.0,-0.04,0.04,0.08,385885.0,0.16,False,0.17
1495,832.0,967.0,-0.04,0.03,0.07,385609.5,0.14,False,0.07
1496,832.0,967.0,-0.25,0.21,0.46,300903.5,0.0,True,0.7
1497,832.0,967.0,-0.03,0.03,0.06,386661.0,0.15,False,0.05
1498,832.0,967.0,-0.1,0.08,0.18,365764.5,0.0,True,0.25
1499,832.0,967.0,-0.03,0.03,0.06,393938.0,0.33,False,0.09
1500,832.0,967.0,0.02,-0.02,-0.04,405988.0,0.77,False,-0.1
1501,832.0,967.0,-0.15,0.13,0.28,337489.0,0.0,True,0.27
1502,832.0,967.0,-0.1,0.09,0.19,355586.5,0.0,True,0.48
1503,832.0,967.0,-0.02,0.01,0.03,399994.0,0.81,False,0.02
1504,832.0,967.0,0.03,-0.03,-0.06,414949.5,0.28,False,-0.08
1505,832.0,967.0,-0.02,0.02,0.03,397376.0,0.66,False,0.02
1507,832.0,967.0,-0.09,0.07,0.16,362549.0,0.0,True,0.16
1509,832.0,967.0,0.16,-0.14,-0.3,468203.5,0.0,True,-0.83
1510,832.0,967.0,-0.03,0.03,0.06,385593.5,0.15,False,0.13
1511,832.0,967.0,-0.03,0.02,0.05,393533.0,0.48,False,0.14
1512,832.0,967.0,-0.19,0.16,0.35,326434.5,0.0,True,0.94
1513,832.0,967.0,0.05,-0.04,-0.09,418895.0,0.14,False,-0.11
1514,832.0,967.0,-0.07,0.06,0.13,373915.5,0.01,True,0.16
1515,832.0,967.0,-0.14,0.12,0.26,334516.0,0.0,True,0.5
1516,832.0,967.0,-0.01,0.01,0.03,416072.0,0.12,False,0.09
1517,832.0,967.0,-0.11,0.1,0.21,342570.5,0.0,True,0.49
1519,832.0,967.0,-0.25,0.22,0.47,281114.0,0.0,True,1.51
1521,832.0,967.0,-0.06,0.05,0.12,381595.5,0.04,True,0.18
1522,832.0,967.0,-0.04,0.03,0.07,396081.5,0.35,False,0.06
1523,832.0,967.0,-0.15,0.13,0.28,339429.5,0.0,True,0.79
1524,832.0,967.0,-0.08,0.07,0.15,391705.0,0.01,True,0.07
1525,832.0,967.0,-0.08,0.06,0.14,378209.5,0.02,True,0.59
1526,832.0,967.0,-0.03,0.03,0.06,391857.5,0.4,False,0.19
1527,832.0,967.0,-0.15,0.13,0.27,378586.0,0.0,True,0.26
1528,832.0,967.0,-0.01,0.01,0.01,401831.0,0.87,False,0.0
1529,832.0,967.0,-0.02,0.02,0.03,398255.0,0.56,False,0.03
1530,832.0,967.0,-0.14,0.12,0.26,352128.5,0.0,True,0.3
1531,832.0,967.0,-0.02,0.02,0.04,398053.0,0.74,False,0.05
1532,832.0,967.0,-0.07,0.06,0.13,376009.5,0.01,True,0.08
1533,832.0,967.0,-0.08,0.07,0.16,344532.5,0.0,True,0.93
1534,832.0,967.0,-0.18,0.16,0.34,307791.5,0.0,True,9.52
1535,832.0,967.0,-0.16,0.14,0.31,328415.0,0.0,True,1.32
1536,832.0,967.0,0.07,-0.06,-0.13,429153.5,0.02,True,-0.32
1537,832.0,967.0,-0.05,0.04,0.09,395204.5,0.55,False,0.37
1538,832.0,967.0,-0.08,0.07,0.15,351330.0,0.0,True,0.49
1540,832.0,967.0,-0.02,0.02,0.04,394232.5,0.45,False,0.03
1541,832.0,967.0,-0.13,0.11,0.24,346264.5,0.0,True,0.38
1542,832.0,967.0,-0.03,0.03,0.06,383690.5,0.1,False,0.09
1543,832.0,967.0,0.03,-0.02,-0.05,405519.5,0.7,False,-0.11
1544,832.0,967.0,0.01,-0.01,-0.01,399919.0,0.83,False,-0.01
1545,832.0,967.0,-0.03,0.03,0.06,401091.5,0.29,False,0.0
1547,832.0,967.0,-0.14,0.12,0.26,359803.5,0.0,True,0.25
1548,832.0,967.0,0.09,-0.08,-0.18,438848.0,0.0,True,-0.2
1550,832.0,967.0,-0.17,0.15,0.32,350357.0,0.0,True,7.09
1551,832.0,967.0,-0.11,0.09,0.2,348671.0,0.0,True,0.97
1552,832.0,967.0,-0.04,0.03,0.08,385549.0,0.03,False,0.05
1553,832.0,967.0,-0.05,0.04,0.09,390622.0,0.12,False,0.05
1554,1246.0,553.0,-0.08,0.17,0.25,291415.0,0.0,True,0.28
1556,1246.0,553.0,0.05,-0.11,-0.17,394840.5,0.0,True,-0.2
1557,1246.0,553.0,-0.05,0.11,0.16,313554.0,0.0,True,0.21
1558,1246.0,553.0,0.07,-0.15,-0.22,395949.5,0.0,True,-0.21
1559,1246.0,553.0,-0.05,0.1,0.15,326165.0,0.05,False,0.09
1560,1246.0,553.0,0.4,-0.9,-1.3,584384.5,0.0,True,-4.24
1562,1246.0,553.0,0.0,-0.01,-0.01,344195.5,0.97,False,-0.01
1563,1246.0,553.0,0.03,-0.07,-0.1,363987.0,0.06,False,-0.11
1564,1246.0,553.0,0.1,-0.23,-0.33,412444.5,0.0,True,-0.37
1565,1246.0,553.0,0.35,-0.8,-1.15,564973.5,0.0,True,-3.0
1567,1246.0,553.0,0.02,-0.05,-0.07,351906.5,0.45,False,-0.04
1568,1246.0,553.0,0.08,-0.18,-0.25,388027.5,0.0,True,-0.29
1569,1246.0,553.0,-0.07,0.16,0.23,296263.0,0.0,True,0.32
1570,1246.0,553.0,-0.03,0.07,0.1,335345.5,0.38,False,0.09
1571,1246.0,553.0,-0.0,0.0,0.0,344449.0,0.93,False,0.0
1572,1246.0,553.0,-0.19,0.43,0.63,222544.5,0.0,True,1.05
1573,1246.0,553.0,0.02,-0.06,-0.08,352226.5,0.49,False,-0.13
1574,1246.0,553.0,-0.31,0.7,1.01,159593.0,0.0,True,2.28
1575,1246.0,553.0,0.03,-0.07,-0.1,364219.0,0.06,False,-0.13
1576,1246.0,553.0,-0.07,0.15,0.21,337871.0,0.0,True,0.02
1577,1246.0,553.0,-0.18,0.4,0.57,257741.0,0.0,True,0.5
1578,1246.0,553.0,-0.26,0.58,0.84,217524.0,0.0,True,1.8
1579,1246.0,553.0,0.08,-0.18,-0.26,385196.0,0.0,True,-0.22
1580,1246.0,553.0,-0.16,0.37,0.53,262473.5,0.0,True,0.47
1581,1246.0,553.0,-0.07,0.15,0.22,298847.5,0.0,True,0.31
1582,1246.0,553.0,-0.01,0.02,0.03,340417.0,0.69,False,0.01
1584,1246.0,553.0,0.2,-0.46,-0.66,472121.0,0.0,True,-0.69
1585,1246.0,553.0,0.16,-0.36,-0.52,437540.0,0.0,True,-0.31
1586,1246.0,553.0,-0.05,0.11,0.17,308345.0,0.0,True,0.23
1587,1246.0,553.0,-0.06,0.14,0.2,309770.5,0.0,True,0.15
1588,1246.0,553.0,-0.1,0.23,0.33,280945.0,0.0,True,0.39
1589,1246.0,553.0,-0.03,0.06,0.08,333536.5,0.29,False,0.08
1590,1246.0,553.0,0.1,-0.23,-0.33,395559.0,0.0,True,-0.17
1592,1246.0,553.0,-0.05,0.12,0.18,313344.0,0.0,True,0.16
1593,1246.0,553.0,-0.33,0.75,1.08,138531.5,0.0,True,1.4
1594,1246.0,553.0,-0.06,0.14,0.21,309241.5,0.0,True,0.22
1595,1246.0,553.0,-0.04,0.09,0.13,319975.5,0.01,True,0.13
1596,1246.0,553.0,-0.26,0.58,0.84,198027.5,0.0,True,0.52
1597,1246.0,553.0,0.01,-0.02,-0.03,346031.0,0.6,False,-0.0
1598,1246.0,553.0,0.08,-0.18,-0.26,387841.5,0.0,True,-0.13
1599,1246.0,553.0,0.17,-0.37,-0.54,438629.5,0.0,True,-0.3
1600,1246.0,553.0,-0.03,0.07,0.1,331238.0,0.0,True,0.07
1602,1246.0,553.0,0.03,-0.06,-0.09,364167.5,0.07,False,-0.17
1603,1246.0,553.0,0.0,-0.01,-0.02,347235.0,0.81,False,-0.02
1604,1246.0,553.0,0.1,-0.23,-0.33,410536.0,0.0,True,-0.35
1605,1246.0,553.0,-0.05,0.11,0.16,324721.0,0.06,False,0.18
1606,1246.0,553.0,-0.1,0.22,0.32,295407.5,0.0,True,0.35
1608,1246.0,553.0,0.01,-0.02,-0.03,347049.5,0.48,False,-0.01
1609,1246.0,553.0,-0.05,0.11,0.16,324687.5,0.03,True,0.16
1610,1246.0,553.0,-0.04,0.09,0.13,309454.5,0.0,True,0.56
1611,1246.0,553.0,0.12,-0.27,-0.39,415428.0,0.0,True,-0.48
2004,1019.0,780.0,-0.19,0.25,0.45,316822.0,0.0,True,0.28
2005,1019.0,780.0,-0.46,0.61,1.07,159204.0,0.0,True,1.12
2006,1019.0,780.0,-0.33,0.44,0.77,262745.5,0.0,True,0.61
2009,1019.0,780.0,-0.53,0.7,1.23,120477.0,0.0,True,1.3
2010,1019.0,780.0,-0.47,0.62,1.09,150042.5,0.0,True,1.67
2014,1019.0,780.0,-0.25,0.32,0.57,271739.0,0.0,True,0.6
2016,1019.0,780.0,-0.58,0.76,1.35,79944.0,0.0,True,5.83
2017,1019.0,780.0,-0.44,0.57,1.01,171910.0,0.0,True,1.6
2018,1019.0,780.0,-0.19,0.25,0.44,305244.0,0.0,True,0.58
2019,1019.0,780.0,-0.2,0.26,0.46,342925.5,0.0,True,0.25
2020,1019.0,780.0,-0.14,0.19,0.33,303295.5,0.0,True,2.87
2021,1019.0,780.0,0.04,-0.05,-0.09,404001.5,0.11,False,-0.02
2022,1019.0,780.0,0.14,-0.19,-0.33,478016.0,0.0,True,-1.78
2023,1019.0,780.0,-0.55,0.72,1.26,96537.0,0.0,True,9.12
2024,1019.0,780.0,-0.39,0.51,0.89,210830.0,0.0,True,1.82
2026,1019.0,780.0,-0.32,0.42,0.75,211853.5,0.0,True,3.45
2029,1019.0,780.0,-0.25,0.33,0.58,300917.0,0.0,True,0.35
2031,1019.0,780.0,-0.27,0.35,0.61,252813.0,0.0,True,1.44
2034,1019.0,780.0,-0.36,0.47,0.82,194759.0,0.0,True,3.35
2035,1019.0,780.0,-0.42,0.55,0.97,196119.0,0.0,True,5.35
2036,1019.0,780.0,-0.41,0.54,0.95,195416.0,0.0,True,7.19
2037,1019.0,780.0,-0.5,0.66,1.16,135857.5,0.0,True,1.16
2038,1019.0,780.0,-0.43,0.56,0.99,178848.0,0.0,True,0.87
2041,1265.0,534.0,-0.51,1.22,1.73,34286.5,0.0,True,7.63
2047,1265.0,534.0,0.05,-0.12,-0.17,367459.0,0.0,True,-0.23
2048,1265.0,534.0,0.01,-0.01,-0.02,349910.0,0.27,False,-0.06
2049,1265.0,534.0,-0.16,0.37,0.53,233289.0,0.0,True,1.14
2050,1265.0,534.0,0.02,-0.04,-0.05,338514.5,0.95,False,-0.18
2052,1265.0,534.0,0.04,-0.09,-0.13,367532.5,0.0,True,-0.3
2053,1265.0,534.0,0.1,-0.23,-0.33,426467.0,0.0,True,-0.72
2055,1265.0,534.0,0.02,-0.05,-0.07,353832.5,0.13,False,-0.09
2057,1265.0,534.0,0.39,-0.92,-1.31,572136.5,0.0,True,-1.44
2058,1265.0,534.0,-0.08,0.18,0.25,292480.0,0.0,True,0.29
2059,1265.0,534.0,0.04,-0.1,-0.14,366861.5,0.0,True,-0.16
2060,1265.0,534.0,-0.02,0.04,0.05,331464.0,0.55,False,0.05
2061,1265.0,534.0,-0.12,0.28,0.39,276146.5,0.0,True,0.56
2062,1265.0,534.0,-0.08,0.2,0.28,281483.5,0.0,True,0.51
2065,1265.0,534.0,-0.25,0.59,0.85,172477.0,0.0,True,1.25
2066,1265.0,534.0,-0.23,0.55,0.79,184729.0,0.0,True,1.07
2067,1265.0,534.0,-0.18,0.42,0.6,224607.0,0.0,True,0.65
2069,1265.0,534.0,0.03,-0.08,-0.12,362105.0,0.02,True,-0.27
2072,1265.0,534.0,-0.12,0.28,0.4,286445.0,0.0,True,0.46
2073,1265.0,534.0,-0.05,0.13,0.18,330326.0,0.0,True,0.09
2074,1265.0,534.0,-0.18,0.43,0.6,191408.0,0.0,True,0.61
2075,1265.0,534.0,-0.36,0.85,1.2,106767.5,0.0,True,5.54
2076,1019.0,780.0,0.29,-0.38,-0.67,519063.5,0.0,True,-0.6
2077,1019.0,780.0,0.01,-0.01,-0.02,396940.0,0.97,False,-0.05
2078,1019.0,780.0,-0.19,0.25,0.44,299319.0,0.0,True,0.53
2079,1019.0,780.0,-0.1,0.13,0.23,351123.5,0.0,True,0.44
2080,1019.0,780.0,-0.09,0.12,0.2,384118.5,0.0,True,0.04
2081,1019.0,780.0,-0.15,0.2,0.35,303460.5,0.0,True,1.6
2082,1019.0,780.0,-0.39,0.51,0.9,194619.5,0.0,True,3.05
2083,1019.0,780.0,0.22,-0.29,-0.51,493398.0,0.0,True,-0.48
2084,1019.0,780.0,-0.37,0.48,0.86,220570.5,0.0,True,2.51
2087,1019.0,780.0,0.08,-0.11,-0.19,459385.5,0.0,True,-0.45
2091,1019.0,780.0,-0.16,0.21,0.37,317986.5,0.0,True,0.42
2099,1019.0,780.0,-0.12,0.15,0.27,353229.0,0.0,True,0.21
2101,1019.0,780.0,-0.3,0.4,0.7,291370.5,0.0,True,0.61
2102,1019.0,780.0,-0.08,0.11,0.19,360150.5,0.0,True,0.39
2103,1019.0,780.0,-0.3,0.39,0.69,295987.5,0.0,True,0.6
2104,1019.0,780.0,-0.39,0.51,0.9,199251.5,0.0,True,6.53
2105,1019.0,780.0,-0.0,0.01,0.01,397290.5,0.87,False,0.0
2106,1019.0,780.0,-0.26,0.34,0.6,316502.0,0.0,True,0.38
2107,1019.0,780.0,-0.07,0.1,0.17,371414.0,0.01,True,0.12
2108,1019.0,780.0,-0.35,0.45,0.8,244264.0,0.0,True,1.44
2111,1019.0,780.0,-0.42,0.55,0.97,188786.0,0.0,True,9.55
2112,1019.0,780.0,-0.35,0.46,0.82,216105.5,0.0,True,1.29
