neuron_id,n_pre,n_post,Mean_pre,Mean_post,Diff,U,p,session_name,group_name,experiment_name,group,neuron_type,width_basepost,mean_firing_rate,cv_isi_burst,sig,response
1114,600.0,1199.0,0.0,0.6315920823941945,0.6315920823941945,264296.5,1.9013714345817447e-20,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,FF,70.71648568054621,12.608173992061706,0.5843545447850504,True,activated
1116,600.0,1199.0,0.0,-0.374493892479835,-0.374493892479835,428862.0,2.398333251497245e-11,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,86.54650868647255,7.777172280364164,0.791083946734529,True,inhibited
1118,600.0,1199.0,-9.473903143468003e-17,0.07803368172606373,0.07803368172606383,347849.0,0.17461457132428337,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,94.73692797120812,,0.9835210267455988,False,non responder
1119,600.0,1199.0,-8.43769498715119e-17,-0.011651934581293173,-0.011651934581293088,361447.0,0.6132787310576362,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,71.93243093319091,0.7655154095692207,0.8910314933995589,False,non responder
1121,600.0,1199.0,4.7369515717340015e-17,0.0576669537923797,0.05766695379237965,345769.0,0.17660613829699834,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,70.29599762578948,3.179586384512855,0.8449304671262783,False,non responder
1123,600.0,1199.0,1.1842378929335004e-17,0.11843668016849004,0.11843668016849003,352138.0,0.07820102582047693,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,FF,22.6145285986384,7.287191865198807,0.6872998912098607,False,non responder
1124,600.0,1199.0,2.3684757858670008e-17,0.8013865485095452,0.8013865485095452,190881.5,9.79957645343693e-63,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,49.233773954673154,2.863639779736637,0.8142345716633288,True,activated
1127,600.0,1199.0,-1.7763568394002505e-17,1.193492949937884,1.193492949937884,238613.5,2.2957198011661217e-42,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,61.981490402876005,3.4603471097702587,0.3563713567521691,True,activated
1128,600.0,1199.0,1.7763568394002505e-17,-0.12202691209730118,-0.1220269120973012,385684.0,0.004971546028613951,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,,,0.9190489639843468,False,non responder
1131,600.0,1199.0,-4.440892098500626e-18,0.03553274430442116,0.03553274430442117,358798.5,0.5384271492673661,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,21.801262648147656,1.1706429208235951,0.9845319574642688,False,non responder
1133,600.0,1199.0,2.3684757858670008e-17,-0.03192696890294801,-0.03192696890294803,361955.5,0.7217671766652172,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,24.47815008631881,,1.19319593723987,False,non responder
1134,600.0,1199.0,5.921189464667501e-17,-0.028993127418420014,-0.028993127418420073,361691.5,0.7488706778580343,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,40.2657207501741,,0.9249498737790036,False,non responder
1136,600.0,1199.0,4.144832625267251e-17,-0.05200251946699812,-0.05200251946699816,364477.5,0.5695520945084425,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,83.08290189967425,1.0458404227444449,0.904304080647276,False,non responder
1137,600.0,1199.0,-8.289665250534503e-17,0.020410518432258135,0.020410518432258218,351633.5,0.41676692261666115,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,29.19185467055373,0.6782395756362073,1.0246649762272146,False,non responder
1138,600.0,1199.0,-5.921189464667502e-18,0.12371308343378931,0.12371308343378931,354596.0,0.05734544650463879,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,47.10041887612866,1.6995663139964237,0.9343065784664544,False,non responder
1139,600.0,1199.0,-4.7369515717340015e-17,0.3199512729557041,0.31995127295570414,319824.0,4.105065435562954e-08,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,42.609527718839246,1.4521679114118555,0.9169156065020856,True,activated
1140,600.0,1199.0,-8.289665250534503e-17,-0.05914270285827311,-0.05914270285827303,370081.5,0.2526099016559967,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,51.44499823700147,0.5300860653625594,1.03633601929225,False,non responder
1141,600.0,1199.0,-1.1842378929335004e-17,0.5533156479171026,0.5533156479171026,351828.0,0.0046256972741550665,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SIR,,0.7752425219786707,0.9544089508674842,True,activated
1142,600.0,1199.0,7.105427357601002e-17,-0.020680116998058173,-0.020680116998058242,362960.5,0.7371133449748348,hamilton_12,citalopram_discontinuation,HAMILTON,DIS,SR,,1.2738484852618297,0.5831017549192556,False,non responder
1143,600.0,1199.0,4.7369515717340015e-17,-0.15694456265058654,-0.1569445626505866,376703.0,0.09305789385413366,hamilton_13,chronic_saline,HAMILTON,SAL,SR,57.86398959278685,3.8688846767143934,0.5023788542120055,False,non responder
1144,600.0,1199.0,4.7369515717340015e-17,-0.1925682316944742,-0.19256823169447426,394107.0,0.0008647963509049184,hamilton_13,chronic_saline,HAMILTON,SAL,FF,30.454058813829,23.076401122805343,0.3390732015421717,False,non responder
1145,600.0,1199.0,5.921189464667501e-17,0.062465447422077144,0.06246544742207708,353778.5,0.5673116592743259,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,21.1725121520494,6.081507456995828,0.7960575082949276,False,non responder
1146,600.0,1199.0,0.0,0.538288651068849,0.538288651068849,262924.0,6.2867302020349704e-21,hamilton_13,chronic_saline,HAMILTON,SAL,FF,37.39858377079605,19.62792479525768,0.4631122292641947,True,activated
1147,600.0,1199.0,-1.1842378929335004e-17,1.7965155588566497,1.7965155588566497,206165.5,1.1214464500224301e-58,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,47.18343003062694,,,True,activated
1148,600.0,1199.0,9.473903143468003e-17,-0.23010249861585788,-0.23010249861585796,403237.0,2.576467835419659e-05,hamilton_13,chronic_saline,HAMILTON,SAL,SR,69.2764838571054,3.8836732053865446,0.5258957444942846,True,inhibited
1149,600.0,1199.0,-4.7369515717340015e-17,0.33756710099911497,0.337567100999115,301839.5,1.7578825351720084e-08,hamilton_13,chronic_saline,HAMILTON,SAL,FF,35.2959159971862,19.77863233230748,0.4556841984505746,True,activated
1150,600.0,1199.0,2.3684757858670008e-17,-0.2202438263288261,-0.22024382632882614,395571.5,0.00014365235328195653,hamilton_13,chronic_saline,HAMILTON,SAL,FF,36.54624937383184,8.026996458636985,0.6187529693142797,True,inhibited
1151,600.0,1199.0,-3.256654205567126e-17,-0.020412407423720472,-0.02041240742372044,359999.5,0.6180049790239173,hamilton_13,chronic_saline,HAMILTON,SAL,SR,67.28575960768626,3.4812666955417084,0.2799548054027821,False,non responder
1152,600.0,1199.0,-1.1842378929335004e-17,1.042794228381045,1.042794228381045,200593.5,1.1700614839610646e-55,hamilton_13,chronic_saline,HAMILTON,SAL,SR,83.58078071042198,1.992884319175986,0.444791125070702,True,activated
1153,600.0,1199.0,5.921189464667502e-18,-0.41070065340185546,-0.41070065340185546,453246.5,8.296785531948393e-20,hamilton_13,chronic_saline,HAMILTON,SAL,SR,91.35080742692108,2.509928135004574,0.8647004108207773,True,inhibited
1154,600.0,1199.0,-2.960594732333751e-17,0.051871925604597274,0.0518719256045973,359109.5,0.9464764437258224,hamilton_13,chronic_saline,HAMILTON,SAL,SR,60.06690530403884,2.524134090511544,0.4188644251129974,False,non responder
1156,600.0,1199.0,-1.1842378929335004e-17,1.4070065878532731,1.4070065878532731,306203.0,5.184931295613307e-21,hamilton_13,chronic_saline,HAMILTON,SAL,SR,61.55004667066103,,,True,activated
1157,600.0,1199.0,1.1842378929335004e-17,1.220302311181591,1.220302311181591,338307.5,2.5338850094971734e-08,hamilton_13,chronic_saline,HAMILTON,SAL,SR,70.82431967927329,3.988068279057544,0.8606322854106627,True,activated
1159,600.0,1199.0,5.921189464667501e-17,-0.12207433087842981,-0.12207433087842987,363495.5,0.47384745399465034,hamilton_13,chronic_saline,HAMILTON,SAL,SIR,34.88515162220227,0.5204135619512915,1.2930430142396805,False,non responder
1165,600.0,1199.0,-4.7369515717340015e-17,0.20444210005425922,0.20444210005425928,341673.0,0.0007011726820123727,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,,1.282974513126661,True,activated
1166,600.0,1199.0,1.4210854715202004e-16,0.24606430757637193,0.2460643075763718,312014.0,2.637946883385095e-06,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,49.06479503551239,3.1188096456486702,0.5415511867601162,True,activated
1167,600.0,1199.0,2.3684757858670008e-17,-0.04041801528893441,-0.040418015288934434,369035.5,0.35961184804433477,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,0.9034678666429644,0.9994753732435344,False,non responder
1168,600.0,1199.0,3.552713678800501e-17,0.22271854731303786,0.22271854731303783,319831.0,3.062691494462581e-05,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,63.58994836085458,1.439994498585325,0.8985968156355935,True,activated
1170,600.0,1199.0,-1.3322676295501878e-17,0.17611213093074263,0.17611213093074263,356973.0,0.21265626068246513,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,0.5712421470072631,1.140578466873889,False,non responder
1171,600.0,1199.0,1.1842378929335004e-17,0.006574461818003515,0.006574461818003503,360281.0,0.8327247332626945,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,,,0.9168112119200792,False,non responder
1173,600.0,1199.0,0.0,0.4921472605774626,0.4921472605774626,265560.5,4.1297591499451964e-24,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,67.57020180584067,1.2498859224761,0.4607488080030798,True,activated
1174,600.0,1199.0,9.769962616701378e-17,0.4270188575898083,0.4270188575898082,311277.0,1.5871298790684194e-10,hamilton_14,citalopram_continuation,HAMILTON,CIT,SIR,43.67130737064085,,1.0552048781721997,True,activated
1175,600.0,1199.0,1.7763568394002506e-16,0.30697271101830076,0.3069727110183006,290354.5,1.2185761309265301e-11,hamilton_14,citalopram_continuation,HAMILTON,CIT,SR,64.6272653680274,4.134854505723071,0.6493859527599115,True,activated
1176,600.0,1199.0,-3.848773152033876e-17,3.2755930269998856,3.2755930269998856,54071.0,1.7437848586699133e-202,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,64.28735969227185,1.0115403116937922,0.6662812149771495,True,activated
1177,600.0,1199.0,3.552713678800501e-17,-0.12275571021879521,-0.12275571021879525,388672.5,9.804447051482009e-08,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,28.39203871293114,4.605111673958015,0.7338249095817397,False,non responder
1178,600.0,1199.0,2.3684757858670008e-17,3.3194495927800576,3.3194495927800576,116744.0,5.915126220406478e-125,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,51.15717408713684,5.222082210165214,0.4907253616690885,True,activated
1179,600.0,1199.0,2.3684757858670008e-17,-0.20242835256029562,-0.20242835256029565,477324.5,2.061200590580981e-55,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,26.55286029183644,4.828741743913492,0.5728245916203754,True,inhibited
1180,600.0,1199.0,-7.105427357601002e-17,1.6409019621947496,1.6409019621947496,256644.5,1.4783221237537517e-26,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,39.53444498458779,0.8494004485003868,0.8932141416534494,True,activated
1181,600.0,1199.0,-3.700743415417188e-17,-0.33071400080267255,-0.3307140008026725,510007.0,3.915673535339453e-80,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SIR,77.16135346135266,0.9781061677644992,1.204952382839537,True,inhibited
1182,600.0,1199.0,2.960594732333751e-18,0.1777077906182976,0.1777077906182976,352161.0,0.023706514410253593,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,47.76442949555656,1.7102898668490858,0.6021986628267928,False,non responder
1183,600.0,1199.0,1.1842378929335003e-16,-0.02315884559121915,-0.02315884559121927,363730.0,0.4354259363560816,hamilton_05,citalopram_discontinuation,HAMILTON,DIS,SR,63.85340158404469,1.6988434621550828,0.466007699498176,False,non responder
1184,600.0,1199.0,1.4802973661668755e-18,0.2196471492727235,0.2196471492727235,351914.0,0.001061722586016554,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,58.351002463012776,2.293048905976166,0.5227455584888125,True,activated
1186,600.0,1199.0,1.7763568394002505e-17,9.149835876759674,9.149835876759674,102596.0,3.337137193353209e-154,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,63.4320853488739,5.233572557161805,0.837354838132038,True,activated
1187,600.0,1199.0,7.401486830834377e-18,-0.014653846135920478,-0.014653846135920485,358209.5,0.3920294535507066,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,74.73072293402404,0.7490789733532198,1.0804186642338964,False,non responder
1188,600.0,1199.0,1.1842378929335004e-17,-0.039652769864841106,-0.03965276986484112,361515.0,0.5647932158771434,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.3928962292309193,0.8497452335129727,False,non responder
1189,600.0,1199.0,-2.3684757858670008e-17,0.16405136289960098,0.164051362899601,355196.0,0.03953152326975066,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.161283876883244,0.8873991852105776,False,non responder
1190,600.0,1199.0,-2.960594732333751e-18,49.51615408435982,49.51615408435982,74986.0,3.265424951997861e-188,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,50.22754139276219,1.0809331717550603,0.8666102264019238,True,activated
1191,600.0,1199.0,-1.4802973661668754e-17,7.0131783976779545,7.0131783976779545,296053.5,1.4103947395510466e-27,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,51.573248971764286,1.750775706989817,0.8847581874765257,True,activated
1192,600.0,1199.0,1.1842378929335004e-17,0.031080900085354406,0.031080900085354395,359964.5,0.944245431080864,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,49.38868458611071,1.9124149039435887,0.9190434378739138,False,non responder
1193,600.0,1199.0,-5.921189464667502e-18,0.6077853592749453,0.6077853592749453,354587.0,0.011433444561455577,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,60.13649208045291,5.49824933999593,0.8000404262684733,True,activated
1194,600.0,1199.0,-2.960594732333751e-18,-0.05783149319662406,-0.05783149319662406,360899.0,0.04562039180234739,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,61.96117437446745,0.8764523250319114,0.8818157403958918,False,non responder
1195,600.0,1199.0,-3.552713678800501e-17,0.07100636590617272,0.07100636590617276,357898.5,0.270981659441486,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,42.27399879388807,1.0818900619382066,0.9408153085257678,False,non responder
1196,600.0,1199.0,0.0,0.217097206737285,0.217097206737285,355498.0,0.025940587254740004,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,50.350681388653726,4.083093365098938,0.8310853672228464,True,activated
1198,600.0,1199.0,2.960594732333751e-17,-0.06116841432900205,-0.06116841432900208,362996.0,0.03058335699852001,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,56.86155473568385,0.9638476799383122,0.8681296300319499,False,non responder
1199,600.0,1199.0,-3.256654205567126e-17,1.1041442619966053,1.1041442619966053,343499.5,2.7421951040164613e-07,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,2.010791246355399,0.6693343691234281,True,activated
1200,600.0,1199.0,3.552713678800501e-17,-0.02502091276452845,-0.025020912764528485,360001.0,0.8018064595156755,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,,1.0853453974243443,0.9357492978598692,False,non responder
1201,600.0,1199.0,3.0346096006420944e-17,0.4121735450229,0.41217354502289993,330437.0,1.0011804419849809e-07,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,69.39785118460478,1.371193285834171,0.8038206350053267,True,activated
1202,600.0,1199.0,-1.1842378929335004e-17,0.08601182289373921,0.08601182289373922,341690.0,0.0004565696160458187,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,53.37291644962389,2.9114441448003894,0.7368905283880562,False,non responder
1203,600.0,1199.0,-5.921189464667502e-18,0.6222552908504141,0.6222552908504141,349494.0,0.0001196735025274879,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,65.20873032941594,0.5477351152982467,1.0505701499760065,True,activated
1204,600.0,1199.0,1.4802973661668755e-18,12.608826075132658,12.608826075132658,128012.0,2.1420151524508917e-136,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,71.79783940394884,6.182839865654531,0.731051573939264,True,activated
1205,600.0,1199.0,-7.697546304067752e-17,-0.1723231431206556,-0.17232314312065553,390378.0,0.0015674333051354042,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,60.72333969890988,4.268312456893271,0.7273400891844625,False,non responder
1208,600.0,1199.0,5.921189464667502e-18,0.1302776172844716,0.1302776172844716,356999.0,0.09882112620140499,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,54.19370281111605,0.926890977387974,0.9005982047248741,False,non responder
1209,600.0,1199.0,1.4802973661668755e-18,0.05494610003677173,0.05494610003677173,357902.5,0.21983440391155062,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,59.44321302837574,1.0035015046582063,0.8770578858572531,False,non responder
1210,600.0,1199.0,-1.4802973661668754e-17,0.6952145640255778,0.6952145640255778,350398.5,0.00014691032750335095,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,55.46897650676752,1.4337008204042003,0.8769432855186612,True,activated
1211,600.0,1199.0,4.7369515717340015e-17,-0.6649312163782989,-0.6649312163782989,514352.0,3.3248331207908266e-108,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,74.16951506806251,4.65431314041569,0.8162582822338726,True,inhibited
1212,600.0,1199.0,-5.329070518200751e-17,3.0203159939706974,3.0203159939706974,128437.0,1.5056109728456134e-121,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,58.01568311026389,0.7190160265676421,1.002602752381378,True,activated
1214,600.0,1199.0,-3.700743415417188e-17,0.13786444608923235,0.13786444608923237,349396.5,0.030356042984990544,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,70.80699249910543,2.4292100757365027,0.8673242401802745,False,non responder
1215,600.0,1199.0,4.144832625267251e-17,2.813722953926779,2.813722953926779,140362.0,8.859638764168925e-113,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,51.44112361944056,3.2699369499517914,0.8158932803746013,True,activated
1216,600.0,1199.0,1.4802973661668754e-17,13.361789926029102,13.361789926029102,105023.5,1.4837108502929227e-155,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SIR,68.66443100733403,0.8859008873773885,0.956561860102174,True,activated
1219,600.0,1199.0,-5.921189464667502e-18,2.671715572544769,2.671715572544769,133970.5,3.6819842340821373e-115,hamilton_17,citalopram_discontinuation,HAMILTON,DIS,SR,64.56657033529493,3.566017550713523,0.3606930430827386,True,activated
1220,600.0,1199.0,-1.3026616822268503e-16,-0.3851860824094221,-0.385186082409422,451305.0,1.0065994211682511e-19,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,44.20760729638397,2.0762095057086345,1.004390538106501,True,inhibited
1221,600.0,1199.0,-5.921189464667501e-17,-0.42086404907624575,-0.4208640490762457,451300.5,4.275201643078122e-19,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,53.21516346335403,4.941180699395129,0.5342345577839123,True,inhibited
1222,600.0,1199.0,2.1316282072803005e-16,-1.1996908293217785,-1.1996908293217787,572164.5,1.266737026490919e-94,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,49.4396649306307,3.801519921544408,0.6161597073028487,True,inhibited
1223,600.0,1199.0,3.1974423109204507e-16,-0.39609146159379194,-0.39609146159379227,415313.0,7.388122576328716e-08,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,,14.427142538878352,0.5268391020329324,True,inhibited
1224,600.0,1199.0,0.0,0.40761332852019966,0.40761332852019966,287577.0,1.0287342546698502e-13,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,74.84792887653578,0.9781492329679764,0.817951639775453,True,activated
1226,600.0,1199.0,4.4408920985006264e-17,0.9543327043820256,0.9543327043820256,276679.5,2.5492391139066873e-20,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SIR,53.244527575668656,2.426553154260838,0.7241933317401767,True,activated
1227,600.0,1199.0,0.0,3.0003589227729055,3.0003589227729055,79719.0,3.742124206342128e-161,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,68.47170882599798,9.69053339613077,0.7487507764625377,True,activated
1229,600.0,1199.0,5.921189464667501e-17,-1.3856192220470822,-1.3856192220470822,538931.5,5.312457652068827e-67,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,62.48302573061872,9.994422441783634,0.6523139142361681,True,inhibited
1230,600.0,1199.0,0.0,-0.6614372265067332,-0.6614372265067332,482804.5,1.37967502159328e-32,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,FF,26.09771481819618,11.35487757564576,0.7375452684147854,True,inhibited
1231,600.0,1199.0,-1.4802973661668754e-17,1.1841314666330247,1.1841314666330247,196159.5,1.8742041134900047e-60,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,72.46958504040913,7.698606875720682,0.7535098264179181,True,activated
1232,600.0,1199.0,-1.1842378929335004e-17,20.330302096639052,20.330302096639052,144441.0,3.1215195452754827e-122,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,66.34713289671672,4.724073359115828,0.7745922734344823,True,activated
1233,600.0,1199.0,5.921189464667502e-18,5.124711995761357,5.124711995761357,222041.0,1.4658510322357663e-65,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,70.22120740165403,2.662706320964709,0.5745454321775355,True,activated
1234,600.0,1199.0,1.1842378929335003e-16,0.34683963763409453,0.3468396376340944,292016.0,4.6152053065486254e-11,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,66.1221540404992,5.122129980335056,0.7197337604646522,True,activated
1235,600.0,1199.0,1.1842378929335004e-17,0.41497309870809607,0.41497309870809607,279758.0,2.6828905985304776e-17,hamilton_18,citalopram_discontinuation,HAMILTON,DIS,SR,76.59824070364601,2.227181524882945,0.8750635006789756,True,activated
