A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,neuron_id,diff_inv,p_adj,sig,div_inv,response,session_name,neuron_type
1Pre,2Shock,-0.0,0.05,-0.05,0.05,-0.9,0.64,-0.05,2091,0.05,0.67,False,0.05,non responder,hamilton_28,SIR
1Pre,2Shock,0.0,1.63,-1.63,0.08,-20.03,0.0,-1.16,2099,1.63,0.0,True,1.63,activated,hamilton_28,SIR
1Pre,2Shock,-0.0,2.63,-2.63,0.06,-42.59,0.0,-2.46,2101,2.63,0.0,True,2.63,activated,hamilton_28,SIR
1Pre,2Shock,0.0,0.15,-0.15,0.06,-2.26,0.06,-0.13,2102,0.15,0.07,False,0.15,non responder,hamilton_28,SR
1Pre,2Shock,-0.0,2.7,-2.7,0.17,-15.89,0.0,-0.92,2103,2.7,0.0,True,2.7,activated,hamilton_28,SIR
1Pre,2Shock,-0.0,0.76,-0.76,0.05,-15.96,0.0,-0.92,2104,0.76,0.0,True,0.76,activated,hamilton_28,SIR
1Pre,2Shock,0.0,2.81,-2.81,0.08,-35.14,0.0,-2.03,2107,2.81,0.0,True,2.81,activated,hamilton_28,SR
1Pre,2Shock,-0.0,2.55,-2.55,0.06,-44.74,0.0,-2.58,2108,2.55,0.0,True,2.55,activated,hamilton_28,SIR
1Pre,2Shock,0.0,1.4,-1.4,0.04,-31.24,0.0,-1.8,2111,1.4,0.0,True,1.4,activated,hamilton_28,SIR
1Pre,2Shock,-0.0,1.82,-1.82,0.07,-27.78,0.0,-1.6,2112,1.82,0.0,True,1.82,activated,hamilton_28,SIR
1Pre,2Shock,0.0,0.88,-0.88,0.07,-12.43,0.0,-0.72,2120,0.88,0.0,True,0.88,activated,hamilton_28,SIR
1Pre,2Shock,0.0,2.19,-2.19,0.08,-28.12,0.0,-1.62,2125,2.19,0.0,True,2.19,activated,hamilton_28,SIR
1Pre,2Shock,-0.0,-0.21,0.21,0.05,3.94,0.0,0.23,2126,-0.21,0.0,True,-0.21,inhibited,hamilton_28,SR
1Pre,2Shock,-0.0,1.75,-1.75,0.08,-21.53,0.0,-1.24,2127,1.75,0.0,True,1.75,activated,hamilton_28,SIR
1Pre,2Shock,-0.0,-0.25,0.25,0.07,3.8,0.0,0.22,2128,-0.25,0.0,True,-0.25,inhibited,hamilton_28,SIR
1Pre,2Shock,-0.0,3.33,-3.33,0.08,-39.46,0.0,-2.28,2130,3.33,0.0,True,3.33,activated,hamilton_28,SR
1Pre,2Shock,0.0,-1.09,1.09,0.06,17.03,0.0,0.98,2135,-1.09,0.0,True,-1.09,inhibited,hamilton_29,SR
1Pre,2Shock,-0.0,-0.46,0.46,0.04,11.1,0.0,0.64,2136,-0.46,0.0,True,-0.46,inhibited,hamilton_29,SIR
1Pre,2Shock,0.0,0.58,-0.58,0.05,-10.89,0.0,-0.63,2137,0.58,0.0,True,0.58,activated,hamilton_29,SR
1Pre,2Shock,-0.0,-0.35,0.35,0.05,6.74,0.0,0.39,2138,-0.35,0.0,True,-0.35,inhibited,hamilton_29,SIR
1Pre,2Shock,0.0,-0.43,0.43,0.04,10.16,0.0,0.59,2139,-0.43,0.0,True,-0.43,inhibited,hamilton_29,SIR
1Pre,2Shock,0.0,0.37,-0.37,0.06,-6.24,0.0,-0.36,2144,0.37,0.0,True,0.37,activated,hamilton_29,SIR
1Pre,2Shock,-0.0,-1.33,1.33,0.05,29.32,0.0,1.69,2147,-1.33,0.0,True,-1.33,inhibited,hamilton_29,SR
1Pre,2Shock,-0.0,-0.78,0.78,0.06,13.22,0.0,0.76,2152,-0.78,0.0,True,-0.78,inhibited,hamilton_29,SIR
1Pre,2Shock,0.0,-0.71,0.71,0.05,13.98,0.0,0.81,2155,-0.71,0.0,True,-0.71,inhibited,hamilton_29,SIR
1Pre,2Shock,0.0,-0.04,0.04,0.07,0.53,0.85,0.03,2162,-0.04,0.88,False,-0.04,non responder,hamilton_29,SR
1Pre,2Shock,-0.0,-0.59,0.59,0.04,14.19,0.0,0.82,2165,-0.59,0.0,True,-0.59,inhibited,hamilton_29,SIR
1Pre,2Shock,-0.0,0.32,-0.32,0.08,-4.12,0.0,-0.24,2166,0.32,0.0,True,0.32,activated,hamilton_29,SIR
1Pre,2Shock,-0.0,-0.42,0.42,0.05,9.27,0.0,0.54,2173,-0.42,0.0,True,-0.42,inhibited,hamilton_29,SIR
1Pre,2Shock,-0.0,-0.45,0.45,0.05,9.15,0.0,0.53,2174,-0.45,0.0,True,-0.45,inhibited,hamilton_29,SIR
1Pre,2Shock,-0.0,-1.28,1.28,0.06,19.76,0.0,1.14,2176,-1.28,0.0,True,-1.28,inhibited,hamilton_29,SR
1Pre,2Shock,-0.0,-0.58,0.58,0.06,9.91,0.0,0.57,2177,-0.58,0.0,True,-0.58,inhibited,hamilton_29,SIR
1Pre,2Shock,-0.0,0.97,-0.97,0.05,-18.87,0.0,-1.09,2178,0.97,0.0,True,0.97,activated,hamilton_29,SIR
1Pre,2Shock,-0.0,-0.49,0.49,0.04,11.32,0.0,0.65,2181,-0.49,0.0,True,-0.49,inhibited,hamilton_29,SIR
1Pre,2Shock,0.0,2.06,-2.06,0.07,-30.82,0.0,-1.78,2183,2.06,0.0,True,2.06,activated,hamilton_29,FF
1Pre,2Shock,-0.0,-1.28,1.28,0.03,36.9,0.0,2.13,2184,-1.28,0.0,True,-1.28,inhibited,hamilton_29,SIR
1Pre,2Shock,-0.0,-0.06,0.06,0.06,1.08,0.52,0.06,2185,-0.06,0.55,False,-0.06,non responder,hamilton_29,SIR
1Pre,2Shock,-0.0,0.74,-0.74,0.06,-12.58,0.0,-0.73,2186,0.74,0.0,True,0.74,activated,hamilton_29,SR
1Pre,2Shock,-0.0,0.18,-0.18,0.05,-3.34,0.0,-0.19,2187,0.18,0.0,False,0.18,non responder,hamilton_29,SIR
1Pre,2Shock,-0.0,0.32,-0.32,0.06,-5.64,0.0,-0.33,2188,0.32,0.0,True,0.32,activated,hamilton_29,SIR
1Pre,2Shock,-0.0,-0.7,0.7,0.04,16.32,0.0,0.94,2189,-0.7,0.0,True,-0.7,inhibited,hamilton_29,SIR
1Pre,2Shock,-0.0,0.54,-0.54,0.05,-9.97,0.0,-0.58,2191,0.54,0.0,True,0.54,activated,hamilton_29,SR
1Pre,2Shock,0.0,0.03,-0.03,0.06,-0.57,0.84,-0.03,2192,0.03,0.86,False,0.03,non responder,hamilton_29,SIR
1Pre,2Shock,-0.0,-0.74,0.74,0.05,13.68,0.0,0.79,2193,-0.74,0.0,True,-0.74,inhibited,hamilton_30,SIR
1Pre,2Shock,0.0,-0.29,0.29,0.05,5.54,0.0,0.32,2198,-0.29,0.0,True,-0.29,inhibited,hamilton_30,SIR
1Pre,2Shock,-0.0,0.36,-0.36,0.06,-5.72,0.0,-0.33,2200,0.36,0.0,True,0.36,activated,hamilton_30,SIR
1Pre,2Shock,0.0,1.03,-1.03,0.06,-18.04,0.0,-1.04,2202,1.03,0.0,True,1.03,activated,hamilton_30,SR
1Pre,2Shock,0.0,-0.61,0.61,0.06,10.65,0.0,0.61,2208,-0.61,0.0,True,-0.61,inhibited,hamilton_30,SIR
1Pre,2Shock,0.0,-0.19,0.19,0.05,3.56,0.0,0.21,2211,-0.19,0.0,False,-0.19,non responder,hamilton_30,SIR
1Pre,2Shock,-0.0,-1.3,1.3,0.05,25.32,0.0,1.46,2212,-1.3,0.0,True,-1.3,inhibited,hamilton_30,SR
1Pre,2Shock,0.0,0.28,-0.28,0.06,-4.58,0.0,-0.26,2213,0.28,0.0,True,0.28,activated,hamilton_30,SR
1Pre,2Shock,-0.0,-0.02,0.02,0.06,0.35,0.93,0.02,2214,-0.02,0.95,False,-0.02,non responder,hamilton_30,SR
1Pre,2Shock,-0.0,-0.66,0.66,0.05,12.64,0.0,0.73,2217,-0.66,0.0,True,-0.66,inhibited,hamilton_30,SIR
1Pre,2Shock,-0.0,0.54,-0.54,0.06,-8.51,0.0,-0.49,2220,0.54,0.0,True,0.54,activated,hamilton_30,SR
1Pre,2Shock,-0.0,0.65,-0.65,0.06,-10.32,0.0,-0.6,2222,0.65,0.0,True,0.65,activated,hamilton_30,SR
1Pre,2Shock,0.0,-0.04,0.04,0.06,0.62,0.81,0.04,2225,-0.04,0.84,False,-0.04,non responder,hamilton_30,SR
1Pre,2Shock,-0.0,0.28,-0.28,0.06,-4.63,0.0,-0.27,2233,0.28,0.0,True,0.28,activated,hamilton_30,SIR
1Pre,2Shock,0.0,-0.11,0.11,0.06,1.87,0.15,0.11,2235,-0.11,0.16,False,-0.11,non responder,hamilton_30,SIR
1Pre,2Shock,-0.0,0.59,-0.59,0.06,-9.03,0.0,-0.52,2236,0.59,0.0,True,0.59,activated,hamilton_30,SIR
1Pre,2Shock,0.0,-0.07,0.07,0.05,1.33,0.38,0.08,2241,-0.07,0.41,False,-0.07,non responder,hamilton_30,SIR
1Pre,2Shock,0.0,-0.57,0.57,0.06,8.97,0.0,0.52,2242,-0.57,0.0,True,-0.57,inhibited,hamilton_30,SIR
1Pre,2Shock,0.0,-0.14,0.14,0.04,3.63,0.0,0.21,2243,-0.14,0.0,False,-0.14,non responder,hamilton_30,SR
1Pre,2Shock,0.0,-0.01,0.01,0.06,0.2,0.98,0.01,2244,-0.01,0.98,False,-0.01,non responder,hamilton_30,SIR
1Pre,2Shock,0.0,2.25,-2.25,0.09,-26.06,0.0,-1.5,2246,2.25,0.0,True,2.25,activated,hamilton_30,SR
1Pre,2Shock,-0.0,2.74,-2.74,0.08,-36.1,0.0,-2.08,2247,2.74,0.0,True,2.74,activated,hamilton_30,SIR
1Pre,2Shock,0.0,-0.59,0.59,0.06,10.31,0.0,0.59,2248,-0.59,0.0,True,-0.59,inhibited,hamilton_30,SIR
1Pre,2Shock,-0.0,0.03,-0.03,0.06,-0.51,0.87,-0.03,2249,0.03,0.88,False,0.03,non responder,hamilton_30,SR
1Pre,2Shock,0.0,-0.51,0.51,0.05,9.31,0.0,0.54,2250,-0.51,0.0,True,-0.51,inhibited,hamilton_30,SIR
1Pre,2Shock,-0.0,-0.82,0.82,0.05,16.68,0.0,0.96,2251,-0.82,0.0,True,-0.82,inhibited,hamilton_30,SIR
1Pre,2Shock,-0.0,-0.63,0.63,0.06,11.27,0.0,0.65,2252,-0.63,0.0,True,-0.63,inhibited,hamilton_30,SR
1Pre,2Shock,0.0,-0.94,0.94,0.06,15.84,0.0,0.91,2260,-0.94,0.0,True,-0.94,inhibited,hamilton_30,FF
1Pre,2Shock,-0.0,0.22,-0.22,0.06,-3.62,0.0,-0.21,2266,0.22,0.0,True,0.22,activated,hamilton_30,SIR
1Pre,2Shock,0.0,1.3,-1.3,0.06,-20.69,0.0,-1.19,2270,1.3,0.0,True,1.3,activated,hamilton_30,SIR
1Pre,2Shock,-0.0,-1.52,1.52,0.05,31.92,0.0,1.84,2271,-1.52,0.0,True,-1.52,inhibited,hamilton_30,SIR
1Pre,2Shock,0.0,0.99,-0.99,0.07,-14.74,0.0,-0.85,2278,0.99,0.0,True,0.99,activated,hamilton_30,SIR
1Pre,2Shock,-0.0,1.65,-1.65,0.07,-25.13,0.0,-1.45,2279,1.65,0.0,True,1.65,activated,hamilton_30,SR
1Pre,2Shock,-0.0,0.47,-0.47,0.07,-6.75,0.0,-0.39,2280,0.47,0.0,True,0.47,activated,hamilton_30,SR
1Pre,2Shock,0.0,-0.01,0.01,0.06,0.21,0.98,0.01,2281,-0.01,0.98,False,-0.01,non responder,hamilton_30,SIR
1Pre,2Shock,-0.0,-2.6,2.6,0.06,46.65,0.0,2.69,2282,-2.6,0.0,True,-2.6,inhibited,hamilton_30,SR
1Pre,2Shock,-0.0,0.69,-0.69,0.07,-10.51,0.0,-0.61,2283,0.69,0.0,True,0.69,activated,hamilton_30,SR
1Pre,2Shock,-0.0,-0.38,0.38,0.05,7.04,0.0,0.41,2284,-0.38,0.0,True,-0.38,inhibited,hamilton_30,SIR
1Pre,2Shock,-0.0,0.01,-0.01,0.05,-0.23,0.97,-0.01,2285,0.01,0.98,False,0.01,non responder,hamilton_30,SR
1Pre,2Shock,-0.0,0.26,-0.26,0.06,-4.29,0.0,-0.25,2287,0.26,0.0,True,0.26,activated,hamilton_30,SR
