neuron_id,degree,clust,page_rank,session,shuffle,neuron_type,group,in_ensemble
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1069,0.09449335623948622,0.15162591612226833,0.05893867324087851,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1070,0.18021191237480758,0.33638936754792004,0.08973326131358676,hamilton_01,False,SIR,SAL,False
1071,0.09474265848127202,0.17518019844117366,0.07063561614024108,hamilton_01,False,FF,SAL,False
1071,0.09474265848127202,0.17518019844117366,0.07063561614024108,hamilton_01,False,FF,SAL,False
1071,0.09474265848127202,0.17518019844117366,0.07063561614024108,hamilton_01,False,FF,SAL,False
1071,0.09474265848127202,0.17518019844117366,0.07063561614024108,hamilton_01,False,FF,SAL,False
