neuron_id,lag,time,cc,session_name,bin_width,block
1505,0,0.0,2.1981183596703157e-05,hamilton_19,0.1,pre
1510,0,0.0,-0.02108598100258753,hamilton_19,0.1,pre
1511,0,0.0,-0.012419401948421217,hamilton_19,0.1,pre
1514,0,0.0,0.005931917074612543,hamilton_19,0.1,pre
1515,0,0.0,-0.02023065046045063,hamilton_19,0.1,pre
1517,0,0.0,0.08534638728485201,hamilton_19,0.1,pre
1519,0,0.0,0.05302900866316599,hamilton_19,0.1,pre
1521,0,0.0,0.0824340710636101,hamilton_19,0.1,pre
1525,0,0.0,0.16346699179056798,hamilton_19,0.1,pre
1527,0,0.0,0.029367539583503854,hamilton_19,0.1,pre
1528,0,0.0,-0.0008465644401287582,hamilton_19,0.1,pre
1530,0,0.0,0.02240956750119648,hamilton_19,0.1,pre
1533,0,0.0,0.13921791488107563,hamilton_19,0.1,pre
1538,0,0.0,0.09290344894018727,hamilton_19,0.1,pre
1540,0,0.0,0.008315810201138314,hamilton_19,0.1,pre
1543,0,0.0,0.029398782075693138,hamilton_19,0.1,pre
1544,0,0.0,0.07647495065693176,hamilton_19,0.1,pre
1545,0,0.0,0.025136909020858914,hamilton_19,0.1,pre
1550,0,0.0,-0.21520721882761454,hamilton_19,0.1,pre
1551,0,0.0,0.08085057840419935,hamilton_19,0.1,pre
1552,0,0.0,0.05496528065447453,hamilton_19,0.1,pre
1553,0,0.0,0.019241014030593154,hamilton_19,0.1,pre
1554,0,0.0,0.009537387646875653,hamilton_20,0.1,pre
1556,0,0.0,-0.007911219549147013,hamilton_20,0.1,pre
1560,0,0.0,0.017252285244119498,hamilton_20,0.1,pre
1563,0,0.0,0.022637384041935254,hamilton_20,0.1,pre
1564,0,0.0,0.0097784478579102,hamilton_20,0.1,pre
1565,0,0.0,0.028227398977169763,hamilton_20,0.1,pre
1568,0,0.0,0.0276737040388954,hamilton_20,0.1,pre
1570,0,0.0,-0.007589011922975099,hamilton_20,0.1,pre
1571,0,0.0,0.03696230176379701,hamilton_20,0.1,pre
1575,0,0.0,-0.0016808807545644372,hamilton_20,0.1,pre
1576,0,0.0,0.029019338245484656,hamilton_20,0.1,pre
1581,0,0.0,0.01058819969918861,hamilton_20,0.1,pre
1585,0,0.0,0.011080986771050046,hamilton_20,0.1,pre
1586,0,0.0,0.045628244471673976,hamilton_20,0.1,pre
1587,0,0.0,0.005748896916915764,hamilton_20,0.1,pre
1589,0,0.0,0.018807520716995277,hamilton_20,0.1,pre
1590,0,0.0,0.00022489726127921273,hamilton_20,0.1,pre
1593,0,0.0,-0.005013975490974581,hamilton_20,0.1,pre
1594,0,0.0,0.014214560376637837,hamilton_20,0.1,pre
1596,0,0.0,0.01249095992511815,hamilton_20,0.1,pre
1597,0,0.0,0.010223635778313611,hamilton_20,0.1,pre
1599,0,0.0,0.0117864143333194,hamilton_20,0.1,pre
1600,0,0.0,-0.01776609634512769,hamilton_20,0.1,pre
1604,0,0.0,0.01705843782623994,hamilton_20,0.1,pre
1605,0,0.0,0.009594590739442289,hamilton_20,0.1,pre
1072,0,0.0,-0.03205047229494382,hamilton_01,0.5,pre
1074,0,0.0,0.07541836261839009,hamilton_01,0.5,pre
1076,0,0.0,-0.002612567018498393,hamilton_01,0.5,pre
1078,0,0.0,0.013464272325427856,hamilton_01,0.5,pre
1079,0,0.0,0.035546725439320456,hamilton_01,0.5,pre
1084,0,0.0,0.08371270562806578,hamilton_01,0.5,pre
1085,0,0.0,-0.04459685695204929,hamilton_01,0.5,pre
1086,0,0.0,-0.13718281876723346,hamilton_01,0.5,pre
1088,0,0.0,0.14302376466354366,hamilton_02,0.5,pre
1093,0,0.0,0.19278260720658424,hamilton_02,0.5,pre
1094,0,0.0,0.24587150075382613,hamilton_02,0.5,pre
1098,0,0.0,0.059334320978304975,hamilton_02,0.5,pre
1099,0,0.0,0.20268476169539815,hamilton_02,0.5,pre
1102,0,0.0,0.21994520621754157,hamilton_02,0.5,pre
1104,0,0.0,0.11996401124604002,hamilton_02,0.5,pre
1105,0,0.0,-0.032317133378465174,hamilton_02,0.5,pre
1111,0,0.0,-0.0020638167541121794,hamilton_02,0.5,pre
1144,0,0.0,-0.20856377283763047,hamilton_13,0.5,pre
1146,0,0.0,-0.11658809538259723,hamilton_13,0.5,pre
1148,0,0.0,-0.14951748704274231,hamilton_13,0.5,pre
1153,0,0.0,-0.10722098541827808,hamilton_13,0.5,pre
1157,0,0.0,-0.05468492069705228,hamilton_13,0.5,pre
1158,0,0.0,0.011082105642402723,hamilton_13,0.5,pre
1168,0,0.0,0.1656659329016458,hamilton_14,0.5,pre
1172,0,0.0,0.07296175056242993,hamilton_14,0.5,pre
1174,0,0.0,0.12136140742778123,hamilton_14,0.5,pre
1247,0,0.0,0.18767868594018114,hamilton_23,0.5,pre
1255,0,0.0,0.1491363228404608,hamilton_23,0.5,pre
1258,0,0.0,0.0638911089477607,hamilton_23,0.5,pre
1265,0,0.0,0.14664502798714033,hamilton_23,0.5,pre
1267,0,0.0,0.05386458138299812,hamilton_23,0.5,pre
1270,0,0.0,0.08882649531722983,hamilton_23,0.5,pre
1273,0,0.0,0.018978188351686548,hamilton_23,0.5,pre
1274,0,0.0,0.1766308364178781,hamilton_23,0.5,pre
1280,0,0.0,0.0039467554741906274,hamilton_23,0.5,pre
1281,0,0.0,0.14624306119354427,hamilton_23,0.5,pre
1282,0,0.0,0.01796875593336208,hamilton_23,0.5,pre
1291,0,0.0,0.017030364377694257,hamilton_23,0.5,pre
1292,0,0.0,0.03523202857098166,hamilton_23,0.5,pre
1294,0,0.0,0.00320517773274323,hamilton_23,0.5,pre
1301,0,0.0,0.12779044195300565,hamilton_23,0.5,pre
1302,0,0.0,0.2058804038608298,hamilton_23,0.5,pre
1304,0,0.0,0.11076562394119077,hamilton_23,0.5,pre
1305,0,0.0,0.15119812305726693,hamilton_23,0.5,pre
1312,0,0.0,0.002150289582240342,hamilton_23,0.5,pre
1314,0,0.0,0.11330755434546651,hamilton_23,0.5,pre
1319,0,0.0,0.21248202374300998,hamilton_23,0.5,pre
1320,0,0.0,-0.021132972808647264,hamilton_23,0.5,pre
1321,0,0.0,-0.0030874336736718033,hamilton_23,0.5,pre
1327,0,0.0,-0.033304212844116644,hamilton_23,0.5,pre
1328,0,0.0,0.20953121426023377,hamilton_23,0.5,pre
1329,0,0.0,0.1936383428937709,hamilton_23,0.5,pre
1333,0,0.0,0.14854147475128,hamilton_23,0.5,pre
1334,0,0.0,0.2165712714614628,hamilton_23,0.5,pre
1337,0,0.0,0.11542577146820868,hamilton_23,0.5,pre
1338,0,0.0,-0.09842669742767837,hamilton_23,0.5,pre
1341,0,0.0,-0.06110659229451392,hamilton_23,0.5,pre
1342,0,0.0,0.1872387766953433,hamilton_23,0.5,pre
1344,0,0.0,0.0448047928681697,hamilton_23,0.5,pre
1345,0,0.0,-0.03007880236534968,hamilton_23,0.5,pre
1350,0,0.0,0.1018345111094587,hamilton_07,0.5,pre
1351,0,0.0,0.01577686879689895,hamilton_07,0.5,pre
1355,0,0.0,-0.14567304395179662,hamilton_07,0.5,pre
1356,0,0.0,-0.0849898740849894,hamilton_07,0.5,pre
1361,0,0.0,0.0820843940520197,hamilton_07,0.5,pre
1363,0,0.0,0.04944720692285945,hamilton_07,0.5,pre
1375,0,0.0,0.052393912912289516,hamilton_07,0.5,pre
1378,0,0.0,-0.0700685405887111,hamilton_07,0.5,pre
1379,0,0.0,0.21053598329054812,hamilton_07,0.5,pre
1380,0,0.0,0.14245528356294238,hamilton_07,0.5,pre
1384,0,0.0,-0.1393915716154425,hamilton_07,0.5,pre
1386,0,0.0,0.2701564899876779,hamilton_07,0.5,pre
1387,0,0.0,0.2521167766092735,hamilton_07,0.5,pre
1390,0,0.0,0.09580544837785226,hamilton_07,0.5,pre
1394,0,0.0,-0.009112897600018146,hamilton_07,0.5,pre
