neuron_id,state,session_name
1069,-0.014136673282829703,hamilton_01
1070,0.42550835643310814,hamilton_01
1071,0.23375557166618616,hamilton_01
1072,0.010147290258913078,hamilton_01
1074,-0.0006481946937477945,hamilton_01
1075,0.2820672490749415,hamilton_01
1076,0.005829764999777498,hamilton_01
1077,0.14282199597593662,hamilton_01
1078,0.0025395658012918876,hamilton_01
1079,0.3290377648908733,hamilton_01
1080,0.21424285093075762,hamilton_01
1081,-0.0024245114858115757,hamilton_01
1082,0.5753247003846834,hamilton_01
1084,0.025818816870952756,hamilton_01
1085,0.3863896275039272,hamilton_01
1086,0.16621551724850206,hamilton_01
1087,0.14400888175122045,hamilton_01
1088,0.07540197509233681,hamilton_02
1089,-0.022673792108418245,hamilton_02
1093,0.22257504836912506,hamilton_02
1094,0.29493909903148074,hamilton_02
1095,0.8231031342894072,hamilton_02
1096,0.372811873490821,hamilton_02
1098,0.22288304589840763,hamilton_02
1099,0.3818584842902559,hamilton_02
1100,0.23382333767933963,hamilton_02
1102,0.7312862408956171,hamilton_02
1103,0.0829751902615147,hamilton_02
1104,0.2885388615892138,hamilton_02
1105,-0.0011869222963732718,hamilton_02
1106,0.3148792142595841,hamilton_02
1107,0.05204484989664633,hamilton_02
1108,-0.001739074187568823,hamilton_02
1109,-0.001859341335948095,hamilton_02
1110,-0.00421124546657734,hamilton_02
1111,0.2820277011736147,hamilton_02
1143,0.22040437407192223,hamilton_13
1144,0.08514361279830587,hamilton_13
1145,0.3855784453003712,hamilton_13
1146,0.08130118823514534,hamilton_13
1147,0.01380697850413568,hamilton_13
1148,0.20955241425573784,hamilton_13
1149,0.8134253934390981,hamilton_13
1150,0.583856329563921,hamilton_13
1151,0.07880831457671192,hamilton_13
1152,0.14601925679322564,hamilton_13
1153,0.36070730494474657,hamilton_13
1154,-0.001983057865218174,hamilton_13
1155,0.7903884233392627,hamilton_13
1156,0.7851604907137879,hamilton_13
1157,0.4646273939354318,hamilton_13
1158,0.6777657897167089,hamilton_13
1159,0.24342676673831204,hamilton_13
1161,-0.0002960107094898801,hamilton_13
1162,-0.033926655977967714,hamilton_13
1164,-0.0004897196653305569,hamilton_13
1165,-0.002967393605639801,hamilton_14
1166,-0.005117071915938265,hamilton_14
1167,-0.0028231671170424024,hamilton_14
1168,-0.006083221648486714,hamilton_14
1170,0.03768317715166549,hamilton_14
1171,0.02642886534340494,hamilton_14
1172,0.01448238193028777,hamilton_14
1173,0.1707683711362767,hamilton_14
1174,0.038632868561609655,hamilton_14
1175,0.15565742881708758,hamilton_14
1247,0.03028907091110202,hamilton_23
1249,-0.0008368200836820882,hamilton_23
1250,0.047114455568730354,hamilton_23
1251,0.03591510343253816,hamilton_23
1254,-0.0005609030266177761,hamilton_23
1255,-0.0035226550572780456,hamilton_23
1258,-0.0034933209890775528,hamilton_23
1260,-0.0016317360627378318,hamilton_23
1261,0.10811174361693139,hamilton_23
