neuron_id,pop,session_name
1069,0.0895360418900035,hamilton_01
1070,0.5076349338107891,hamilton_01
1071,0.20952069563853604,hamilton_01
1072,0.08489819569147246,hamilton_01
1074,0.36021239977180314,hamilton_01
1075,0.40278546276547134,hamilton_01
1076,0.03173729413172044,hamilton_01
1077,0.7887086217759487,hamilton_01
1078,0.07808208744220416,hamilton_01
1079,0.418870648335634,hamilton_01
1080,0.6564623582257694,hamilton_01
1081,0.0020792680131303197,hamilton_01
1082,0.584439401840679,hamilton_01
1084,0.20796887125132307,hamilton_01
1085,0.5341632945835249,hamilton_01
1086,0.41946253202774414,hamilton_01
1087,0.2343104605678871,hamilton_01
1088,0.32278137794961737,hamilton_02
1089,0.006213968597644159,hamilton_02
1093,0.37378027365180466,hamilton_02
1094,0.5971533898502123,hamilton_02
1095,0.8398095154024279,hamilton_02
1096,0.5056230208006325,hamilton_02
1098,0.589486195764702,hamilton_02
1099,0.5820431789196616,hamilton_02
1100,0.5631198534757337,hamilton_02
1102,0.8295391095791349,hamilton_02
1103,0.21092411609659217,hamilton_02
1104,0.4834380950695044,hamilton_02
1105,0.11815587781275314,hamilton_02
1106,0.7434953332516161,hamilton_02
1107,0.5540144100845827,hamilton_02
1108,-0.0016877637130801482,hamilton_02
1109,-0.03155029137949237,hamilton_02
1110,0.10421849372721699,hamilton_02
1111,0.36827093372269026,hamilton_02
1143,0.2861355540241193,hamilton_13
1144,0.4799580363126295,hamilton_13
1145,0.7266512020574464,hamilton_13
1146,0.22395578079111597,hamilton_13
1147,0.2335565889400236,hamilton_13
1148,0.6604695047812178,hamilton_13
1149,0.8656739231760859,hamilton_13
1150,0.6661207272562664,hamilton_13
1151,0.3335499442527954,hamilton_13
1152,0.36587683604199245,hamilton_13
1153,0.6156510070785826,hamilton_13
1154,0.15716114430686184,hamilton_13
1155,0.9287659731922087,hamilton_13
1156,0.8202991599981624,hamilton_13
1157,0.6261168248487575,hamilton_13
1158,0.7741583530600132,hamilton_13
1159,0.2610892855219902,hamilton_13
1161,-0.043785326531032044,hamilton_13
1162,0.1650819537232484,hamilton_13
1164,0.022102679246722046,hamilton_13
1165,0.035973978433819796,hamilton_14
1166,0.06412696849524549,hamilton_14
1167,-0.0068066734397102865,hamilton_14
1168,0.3405647412365177,hamilton_14
1170,0.25564273990473685,hamilton_14
1171,0.3025627007426731,hamilton_14
1172,0.1098542137210371,hamilton_14
1173,0.46194050745189746,hamilton_14
1174,0.30457820409895103,hamilton_14
1175,0.5665471261851409,hamilton_14
1247,0.36736983420250574,hamilton_23
1249,-0.0008368200836820882,hamilton_23
1250,0.175742170405601,hamilton_23
1251,0.08511896914860462,hamilton_23
1254,-0.003358652596264067,hamilton_23
1255,0.16069189863643873,hamilton_23
1258,-0.014833432752066477,hamilton_23
1260,-0.12707117071321225,hamilton_23
1261,0.7183916628700955,hamilton_23
1263,0.3544940859167457,hamilton_23
1264,0.5648576998222465,hamilton_23
