neuron_id,pop,session_name
1069,-0.006385529706775106,hamilton_01
1070,-0.008960265518164956,hamilton_01
1071,-0.006629413136151374,hamilton_01
1072,-0.007562818377318714,hamilton_01
1074,-0.006720505654671615,hamilton_01
1075,-0.008172365894024614,hamilton_01
1076,-0.008094791426575343,hamilton_01
1077,-0.009517983820585486,hamilton_01
1078,-0.010098850382621104,hamilton_01
1079,-0.013114541985370431,hamilton_01
1080,-0.007664702066116247,hamilton_01
1081,-0.005709376322152205,hamilton_01
1082,-0.012784989028390249,hamilton_01
1084,-0.008736709347815008,hamilton_01
1085,-0.009868396721750817,hamilton_01
1086,-0.007258664154065864,hamilton_01
1087,-0.012230456034497194,hamilton_01
1088,-0.0041076948088297534,hamilton_02
1089,-0.004566498392239016,hamilton_02
1093,-0.01576358666919413,hamilton_02
1094,-0.02102485374369434,hamilton_02
1095,-0.014561048843301094,hamilton_02
1096,-0.01287580001124664,hamilton_02
1098,-0.01909696278222106,hamilton_02
1099,-0.010902217729042051,hamilton_02
1100,-0.020002493947052825,hamilton_02
1102,-0.01562494698719057,hamilton_02
1103,-0.00949504988669223,hamilton_02
1104,-0.026091815141161722,hamilton_02
1105,-0.012423198680732783,hamilton_02
1106,-0.010981282194525255,hamilton_02
1107,-0.01987061074907346,hamilton_02
1108,-0.00035149384885762024,hamilton_02
1109,-0.02645134919537422,hamilton_02
1110,-0.02153217612535583,hamilton_02
1111,-0.030279842957524172,hamilton_02
1143,-0.00909579689172153,hamilton_13
1144,-0.00873591703521881,hamilton_13
1145,-0.004259162670677097,hamilton_13
1146,-0.007489537140281177,hamilton_13
1147,-0.01505769246227875,hamilton_13
1148,-0.010177015053826866,hamilton_13
1149,-0.006436658236500659,hamilton_13
1150,-0.006125079530938171,hamilton_13
1151,-0.009046873718149495,hamilton_13
1152,-0.006479034682441665,hamilton_13
1153,-0.005101915763527254,hamilton_13
1154,-0.002250460573133961,hamilton_13
1155,-0.007254481129093415,hamilton_13
1156,-0.004743512558374197,hamilton_13
1157,-0.00909511582093563,hamilton_13
1158,-0.005076035935220613,hamilton_13
1159,-0.0075361935118353875,hamilton_13
1161,-0.0037716872311910786,hamilton_13
1162,-0.028591905244065206,hamilton_13
1164,-0.011630187361072509,hamilton_13
1165,-0.019908281423058404,hamilton_14
1166,-0.015002516841989656,hamilton_14
1167,-0.060768565057669255,hamilton_14
1168,-0.005974673652916107,hamilton_14
1170,-0.0032746054335993204,hamilton_14
1171,-0.027593704197370707,hamilton_14
1172,-0.045405145419303516,hamilton_14
1173,-0.11903412411492616,hamilton_14
1174,-0.07157000086292423,hamilton_14
1175,-0.031035979800171365,hamilton_14
1247,-0.004250673752938283,hamilton_23
1249,-4.698144233032942e-05,hamilton_23
1250,-0.003876279727386489,hamilton_23
1251,-0.003376452133286767,hamilton_23
1254,-0.0020665777300856282,hamilton_23
1255,-0.005837102307400199,hamilton_23
1258,-0.011491441904554867,hamilton_23
1260,-0.018376033241435507,hamilton_23
1261,-0.004584245473913296,hamilton_23
1263,-0.004459105603272917,hamilton_23
1264,-0.003124341795347085,hamilton_23
1265,-0.004560807246714172,hamilton_23
1266,-0.0031927231436918333,hamilton_23
1267,-0.00483101745216512,hamilton_23
1269,-0.0045145431434505225,hamilton_23
1270,-0.00506040014475233,hamilton_23
1271,-0.005106548387060927,hamilton_23
