neuron_id,neuron_type,score,session_name
1069,SIR,0.03860592982010054,hamilton_01
1070,SIR,0.18359747152992337,hamilton_01
1071,SIR,0.06875739461140144,hamilton_01
1072,SIR,0.061863505265695305,hamilton_01
1074,SIR,0.039519737478527175,hamilton_01
1075,SIR,0.010455626705262988,hamilton_01
1076,SIR,0.020778017978799412,hamilton_01
1077,SIR,0.019496078292274732,hamilton_01
1078,SIR,0.015090630387916715,hamilton_01
1079,SIR,0.000961785351698552,hamilton_01
1080,SIR,0.023709127906243,hamilton_01
1081,SIR,-0.0014746888128139624,hamilton_01
1082,SIR,0.14151827362157285,hamilton_01
1084,SIR,0.009554125928515012,hamilton_01
1085,SIR,0.02502399573290497,hamilton_01
1086,SIR,0.012942830791678305,hamilton_01
1087,SIR,0.0005429263865621481,hamilton_01
1069,FF,0.03200779288276403,hamilton_01
1070,FF,0.12158459073578635,hamilton_01
1071,FF,0.3268279899129925,hamilton_01
1072,FF,0.21048805349462768,hamilton_01
1074,FF,0.05292107189998603,hamilton_01
1075,FF,0.00498467889300489,hamilton_01
1076,FF,0.024108828635289892,hamilton_01
1077,FF,0.035552158306672646,hamilton_01
1078,FF,0.022643951059151048,hamilton_01
1079,FF,-0.0051352272207707324,hamilton_01
1080,FF,0.049320671084280884,hamilton_01
1081,FF,0.0026023755620105727,hamilton_01
1082,FF,0.09785479391984271,hamilton_01
1084,FF,0.00867644615953327,hamilton_01
1085,FF,0.04326439482589499,hamilton_01
1086,FF,0.010337681682874633,hamilton_01
1087,FF,-0.004301184328500396,hamilton_01
1069,SR,0.11912959121159758,hamilton_01
1070,SR,0.307310080543792,hamilton_01
1071,SR,0.3378965736021506,hamilton_01
1072,SR,0.2824692976356536,hamilton_01
1074,SR,0.10094165268097599,hamilton_01
1075,SR,0.04293195906488145,hamilton_01
1076,SR,0.08340325361525558,hamilton_01
1077,SR,0.13094171287328543,hamilton_01
1078,SR,0.0760961864885807,hamilton_01
1079,SR,-0.0057932602640381695,hamilton_01
1080,SR,0.1859174367935072,hamilton_01
1081,SR,-0.0005011972948204768,hamilton_01
1082,SR,0.30791895451817636,hamilton_01
1084,SR,0.01986624812553801,hamilton_01
1085,SR,0.1577217916134393,hamilton_01
1086,SR,0.04028638078689728,hamilton_01
1087,SR,-0.0060345327123322075,hamilton_01
1088,SIR,-0.0007373334028774714,hamilton_02
1089,SIR,0.027175828458869435,hamilton_02
1093,SIR,0.06877819885857975,hamilton_02
1094,SIR,0.056269227699625834,hamilton_02
1095,SIR,0.06845709742162993,hamilton_02
1096,SIR,0.027472470768112454,hamilton_02
1098,SIR,0.04460015531246717,hamilton_02
1099,SIR,0.06150324216473193,hamilton_02
1100,SIR,0.037058223866257414,hamilton_02
1102,SIR,0.04195652709076778,hamilton_02
1103,SIR,0.015264752318886266,hamilton_02
1104,SIR,0.004030546656044143,hamilton_02
1105,SIR,0.020948364976423606,hamilton_02
1106,SIR,0.01794684229709087,hamilton_02
1107,SIR,0.006056224950097322,hamilton_02
1108,SIR,-0.00035149384885766464,hamilton_02
1109,SIR,0.0052859301947494105,hamilton_02
1110,SIR,0.08512539121559126,hamilton_02
1111,SIR,-0.005535071458983021,hamilton_02
1088,FF,0.00579464490188788,hamilton_02
1089,FF,0.011504053551050308,hamilton_02
1093,FF,0.6121513786850898,hamilton_02
1094,FF,0.5196670553476641,hamilton_02
1095,FF,0.645705207801716,hamilton_02
1096,FF,0.48649538075726795,hamilton_02
1098,FF,0.5222736165365855,hamilton_02
1099,FF,0.562693719806675,hamilton_02
1100,FF,0.5122334940438218,hamilton_02
1102,FF,0.5396101769914033,hamilton_02
1103,FF,0.12575013421663006,hamilton_02
1104,FF,0.2975260251663865,hamilton_02
1105,FF,0.47397467284245653,hamilton_02
1106,FF,0.4634767108636108,hamilton_02
1107,FF,0.23584920587781005,hamilton_02
