neuron_id,F1 Score,session_name
1069,0.4497488931813197,hamilton_01
1070,0.818703993770483,hamilton_01
1071,0.7078285939383206,hamilton_01
1072,0.5435713516329782,hamilton_01
1074,0.5730206533423952,hamilton_01
1075,0.7558462004947073,hamilton_01
1076,0.530214181745164,hamilton_01
1077,0.6926451568157319,hamilton_01
1078,0.5137612102238125,hamilton_01
1079,0.808026108680294,hamilton_01
1080,0.8254923041959277,hamilton_01
1081,0.3205942924838568,hamilton_01
1082,0.9048348551001062,hamilton_01
1084,0.6091814917510954,hamilton_01
1085,0.747434355706947,hamilton_01
1086,0.6845757079018497,hamilton_01
1087,0.7579743469215029,hamilton_01
1088,0.5640661859711023,hamilton_02
1089,0.3277158390853886,hamilton_02
1093,0.7283828267930801,hamilton_02
1094,0.7550792182676453,hamilton_02
1095,0.9807722955684095,hamilton_02
1096,0.8762775918148478,hamilton_02
1098,0.6972527093410396,hamilton_02
1099,0.8776296286008558,hamilton_02
1100,0.7048947685444633,hamilton_02
1102,0.9663093437119812,hamilton_02
1103,0.565329007762081,hamilton_02
1104,0.7533110194071737,hamilton_02
1105,0.47605028334166477,hamilton_02
1106,0.824846858081551,hamilton_02
1107,0.618258982467418,hamilton_02
1108,0.3195907180428673,hamilton_02
1109,0.3215809205765474,hamilton_02
1110,0.3895398138336567,hamilton_02
1111,0.7553279394372192,hamilton_02
1143,0.7180106058120798,hamilton_13
1144,0.6695262385262423,hamilton_13
1145,0.9030262430792716,hamilton_13
1146,0.616852086436964,hamilton_13
1147,0.36659345244750474,hamilton_13
1148,0.7036773479140604,hamilton_13
1149,0.971611970127071,hamilton_13
1150,0.8950669845308991,hamilton_13
1151,0.584974533391896,hamilton_13
1152,0.6743908657912561,hamilton_13
1153,0.9108128536971,hamilton_13
1154,0.4793467420362013,hamilton_13
1155,0.9555635562275464,hamilton_13
1156,0.9799688350704846,hamilton_13
1157,0.9326930004766144,hamilton_13
1158,0.9538609391681845,hamilton_13
1159,0.7822431305914439,hamilton_13
1161,0.32331864701092156,hamilton_13
1162,0.369405653467004,hamilton_13
1164,0.35126667382640137,hamilton_13
1165,0.3388977842217797,hamilton_14
