n_neurons,pop_score,session_name
1,0.4240702818113743,hamilton_01
2,0.7540963783960158,hamilton_01
3,0.7141489433775379,hamilton_01
4,0.7504960845247066,hamilton_01
5,0.8871063051078696,hamilton_01
6,0.8587407126959355,hamilton_01
7,0.9463170277210027,hamilton_01
8,0.893892850899286,hamilton_01
9,0.9206746486895648,hamilton_01
10,0.940211415111776,hamilton_01
11,0.9428426596134448,hamilton_01
12,0.9597944773136163,hamilton_01
13,0.9379250852551644,hamilton_01
14,0.9408550420467284,hamilton_01
1,0.4681239571117576,hamilton_02
2,0.3129031446065938,hamilton_02
3,0.8187970868482541,hamilton_02
4,0.8246892948995608,hamilton_02
5,0.7940244779853118,hamilton_02
6,0.9170661994014268,hamilton_02
7,0.80722760048038,hamilton_02
8,0.9215049761536023,hamilton_02
9,0.9426460081019709,hamilton_02
10,0.9838497683041236,hamilton_02
11,0.9676537344379881,hamilton_02
12,0.9707995084974929,hamilton_02
13,0.9716592145807598,hamilton_02
14,0.9771362911410486,hamilton_02
1,0.31015084187158426,hamilton_13
2,0.8212661790902128,hamilton_13
3,0.7054800889179562,hamilton_13
4,0.906231110758825,hamilton_13
5,0.9123352083121518,hamilton_13
6,0.9108523162355103,hamilton_13
7,0.9259783360477559,hamilton_13
8,0.9604400861728875,hamilton_13
9,0.9552168164568305,hamilton_13
10,0.9513438192853927,hamilton_13
11,0.9573744128570834,hamilton_13
12,0.9582500353495927,hamilton_13
13,0.971024373977702,hamilton_13
14,0.9539954977354281,hamilton_13
1,0.3319036519036519,hamilton_14
2,0.4019639448847017,hamilton_14
3,0.5531262186989989,hamilton_14
4,0.5642385545450075,hamilton_14
5,0.6202467711993499,hamilton_14
6,0.5218445042605077,hamilton_14
7,0.6228277816379916,hamilton_14
8,0.6191872004696777,hamilton_14
9,0.5901607083979554,hamilton_14
10,0.6362622598722589,hamilton_14
11,,hamilton_14
12,,hamilton_14
13,,hamilton_14
14,,hamilton_14
1,0.2788042649644927,hamilton_23
2,0.1630485527544351,hamilton_23
3,0.6971387258512313,hamilton_23
4,0.467376815678678,hamilton_23
5,0.7175143068225964,hamilton_23
6,0.571169407243711,hamilton_23
7,0.7737381135839334,hamilton_23
8,0.8146304677505686,hamilton_23
9,0.594903019954445,hamilton_23
10,0.7528871446354641,hamilton_23
11,0.8317093909420477,hamilton_23
12,0.9202825534304221,hamilton_23
13,0.9318990535727257,hamilton_23
14,0.7256015359158251,hamilton_23
1,,hamilton_07
2,0.894600013653777,hamilton_07
3,0.504977755236443,hamilton_07
4,0.7790015817435356,hamilton_07
5,0.9390105898041637,hamilton_07
6,0.9044490901968171,hamilton_07
7,0.9347136035663228,hamilton_07
8,0.968744781272035,hamilton_07
9,0.9423273011352954,hamilton_07
10,0.958502285402183,hamilton_07
11,0.9776977197155775,hamilton_07
12,0.984970879404569,hamilton_07
13,0.951322841821904,hamilton_07
14,0.9693890533925259,hamilton_07
1,0.3031035718338405,hamilton_08
2,0.6335546000368584,hamilton_08
3,0.7840912793395141,hamilton_08
4,0.6037373548995768,hamilton_08
5,0.7778376657740373,hamilton_08
6,0.8044039165713219,hamilton_08
7,0.8312590004438605,hamilton_08
8,0.8867402166696831,hamilton_08
9,0.9307681647186093,hamilton_08
10,0.9087582430152844,hamilton_08
11,0.9476554338483922,hamilton_08
12,0.8673173109961574,hamilton_08
13,0.8586861650043858,hamilton_08
14,0.9550113505132446,hamilton_08
1,0.27643460239630674,hamilton_19
2,0.8896722464698481,hamilton_19
3,0.7924309520618915,hamilton_19
4,0.6676557039643677,hamilton_19
5,0.9012706440540125,hamilton_19
6,0.8866775978395539,hamilton_19
7,0.9733022424896806,hamilton_19
8,0.8321485217533606,hamilton_19
9,0.820440999254647,hamilton_19
10,0.8767201290273832,hamilton_19
11,0.9871453441308731,hamilton_19
12,0.971862323848771,hamilton_19
13,0.9404216891327224,hamilton_19
14,0.9051149891433559,hamilton_19
1,0.5762761733307891,hamilton_20
2,0.4314023638226425,hamilton_20
3,0.5563307693780322,hamilton_20
4,0.7642758208710688,hamilton_20
5,0.8625225263495258,hamilton_20
6,0.7456941112141177,hamilton_20
7,0.8238573631485441,hamilton_20
8,0.7654920183122,hamilton_20
9,0.9375021956729077,hamilton_20
10,0.7866500492279294,hamilton_20
11,0.9302644862922056,hamilton_20
12,0.8264100759492099,hamilton_20
13,0.8632017300462133,hamilton_20
14,0.796155947509641,hamilton_20
