n_neurons,pop_score,session_name
1,0.5575514365010111,hamilton_01
2,0.5383211457757276,hamilton_01
3,0.5730598967315885,hamilton_01
4,0.9322201338359145,hamilton_01
5,0.8680665852548726,hamilton_01
6,0.9015548980494168,hamilton_01
7,0.8788828897336233,hamilton_01
8,0.9507190587303814,hamilton_01
9,0.9656878220294342,hamilton_01
10,0.9607838659255128,hamilton_01
11,0.956579109432362,hamilton_01
12,0.9598865168933213,hamilton_01
13,0.9732166372821547,hamilton_01
14,0.9708043766509553,hamilton_01
1,0.45836790604312483,hamilton_02
2,0.5963338910578175,hamilton_02
3,0.9626349124063648,hamilton_02
4,0.8273155709155706,hamilton_02
5,0.9340505049439647,hamilton_02
6,0.8606819356082489,hamilton_02
7,0.7924946134677814,hamilton_02
8,0.9490475399811109,hamilton_02
9,0.9865749442584596,hamilton_02
10,0.9948435774472033,hamilton_02
11,0.9974812322284276,hamilton_02
12,0.9848119509384186,hamilton_02
13,0.9983295976501845,hamilton_02
14,0.9932847958310365,hamilton_02
1,0.8988505747126437,hamilton_13
2,0.9986847195357834,hamilton_13
3,0.9706917068926233,hamilton_13
4,0.9740158085329128,hamilton_13
5,0.9773597008706483,hamilton_13
6,0.9615080355353491,hamilton_13
7,0.9841092570971689,hamilton_13
8,0.9799684219504762,hamilton_13
9,0.9790381057465659,hamilton_13
10,0.9907926181707584,hamilton_13
11,0.965656279842394,hamilton_13
12,0.9915864133179954,hamilton_13
13,0.9874380227956333,hamilton_13
14,0.9908002676084123,hamilton_13
1,0.4844546260700274,hamilton_14
2,0.4730558844378727,hamilton_14
3,0.4271131808428069,hamilton_14
4,0.7198659766883406,hamilton_14
5,0.7646531466071497,hamilton_14
6,0.7629391635278016,hamilton_14
7,0.777550439840301,hamilton_14
8,0.7675762791319081,hamilton_14
9,0.7808754852020096,hamilton_14
10,0.7855554988732802,hamilton_14
11,,hamilton_14
12,,hamilton_14
13,,hamilton_14
14,,hamilton_14
1,0.5772244896792771,hamilton_23
2,0.7721385156388629,hamilton_23
3,0.7043250869727166,hamilton_23
4,0.5683782139189871,hamilton_23
5,0.6698230066565556,hamilton_23
6,0.6774619057858146,hamilton_23
7,0.8215759286592667,hamilton_23
8,0.9490003928905827,hamilton_23
9,0.8219172846490654,hamilton_23
10,0.8577804182672342,hamilton_23
11,0.9549168677828037,hamilton_23
12,0.9339722969122761,hamilton_23
13,0.9723211342283381,hamilton_23
14,0.8579566136694666,hamilton_23
1,0.8800000000000001,hamilton_07
2,0.40877470355731227,hamilton_07
3,0.9815635224313125,hamilton_07
4,0.9599111798255165,hamilton_07
5,1.0,hamilton_07
6,0.9840189698935367,hamilton_07
7,1.0,hamilton_07
8,0.9933173733694254,hamilton_07
9,0.9958248888525751,hamilton_07
10,0.994975576784271,hamilton_07
11,0.9907873980437202,hamilton_07
12,1.0,hamilton_07
13,0.995826823230449,hamilton_07
14,0.9966608169045074,hamilton_07
1,0.38233478213060257,hamilton_08
2,0.9556846172879332,hamilton_08
3,0.9493392666001206,hamilton_08
4,0.824216948364751,hamilton_08
5,0.7250073490321945,hamilton_08
6,0.7918577248109362,hamilton_08
7,0.969899598227507,hamilton_08
8,0.9548185354805947,hamilton_08
9,0.9907641996934231,hamilton_08
10,0.9387043898461813,hamilton_08
11,0.9816217361781788,hamilton_08
12,0.990810474762825,hamilton_08
13,0.962929783696603,hamilton_08
14,0.9391186183671623,hamilton_08
1,0.5929739142819833,hamilton_19
2,0.9983249229044014,hamilton_19
3,0.7501721508565965,hamilton_19
4,0.761468601788134,hamilton_19
5,0.9336226802133858,hamilton_19
6,0.9899816164215058,hamilton_19
7,0.9966589810294743,hamilton_19
8,0.996646442943336,hamilton_19
9,0.9557014113341615,hamilton_19
10,0.9974935562663365,hamilton_19
11,0.9598850670474777,hamilton_19
12,0.9707622381523185,hamilton_19
13,0.9958060773812528,hamilton_19
14,0.9966625547653167,hamilton_19
1,0.605057830102328,hamilton_20
2,0.9803017900322655,hamilton_20
3,0.6070917900047349,hamilton_20
4,0.6752485536943098,hamilton_20
5,0.9364873877399574,hamilton_20
6,0.929646849901884,hamilton_20
7,0.945610780335082,hamilton_20
8,0.8658490516422134,hamilton_20
9,0.9113555262054639,hamilton_20
10,0.9189766880021194,hamilton_20
11,0.9941331896856059,hamilton_20
12,0.9899589134390607,hamilton_20
13,0.9941447750907582,hamilton_20
14,0.9941534858080134,hamilton_20
