n_neurons,pop_score,session_name
20,0.46110391680882906,hamilton_23
21,0.6724405986293646,hamilton_23
22,0.5195232491836835,hamilton_23
23,0.5435752149343698,hamilton_23
24,0.5497432150594863,hamilton_23
25,0.518446808144456,hamilton_23
26,0.7086504553257609,hamilton_23
27,0.5438346109312561,hamilton_23
28,0.6042288942290618,hamilton_23
29,0.7302474957633176,hamilton_23
30,0.710483605205351,hamilton_23
1,0.4201477388883387,hamilton_07
2,0.4456019416816298,hamilton_07
3,0.42833169860473735,hamilton_07
4,0.4132944539702037,hamilton_07
5,0.42417907393971205,hamilton_07
6,0.4529332693881621,hamilton_07
7,0.4381342362414814,hamilton_07
8,0.4392020146891401,hamilton_07
9,0.46373399264353204,hamilton_07
10,0.44244474667547173,hamilton_07
11,0.48573074194257754,hamilton_07
12,0.5026303918322595,hamilton_07
13,0.48776365337292676,hamilton_07
14,0.4586610909219903,hamilton_07
15,0.4645559514842888,hamilton_07
16,0.472745059177796,hamilton_07
17,0.4601235614663615,hamilton_07
18,0.5291151625513857,hamilton_07
19,0.5287091641312089,hamilton_07
20,0.49556470723087365,hamilton_07
21,0.5177157253550242,hamilton_07
22,0.5337160631806468,hamilton_07
23,0.5001355120363264,hamilton_07
24,0.5332603117770479,hamilton_07
25,0.5208136915597847,hamilton_07
26,0.537608537876982,hamilton_07
27,0.550483609348909,hamilton_07
28,0.5199106611781763,hamilton_07
29,0.5497050975169587,hamilton_07
30,0.568879168754013,hamilton_07
1,0.4183678266217017,hamilton_08
2,0.4254145805149229,hamilton_08
3,0.83659114635892,hamilton_08
4,0.49126347623028865,hamilton_08
5,0.44870740856187546,hamilton_08
6,0.5294207475546501,hamilton_08
7,0.6143413313420639,hamilton_08
8,0.4808962510368656,hamilton_08
9,0.44500940873177386,hamilton_08
10,0.4365313832661489,hamilton_08
11,0.4543720981501849,hamilton_08
12,0.4624893761814571,hamilton_08
13,0.6863279013063492,hamilton_08
14,0.5709171481960249,hamilton_08
15,0.6847129808635165,hamilton_08
16,0.6716128857552714,hamilton_08
17,0.7621454726016088,hamilton_08
18,0.5375752126029726,hamilton_08
19,0.7448532565669326,hamilton_08
20,0.7595643967573193,hamilton_08
21,0.5979218178883807,hamilton_08
22,0.7389441143877493,hamilton_08
23,0.6795961154644188,hamilton_08
24,0.7380936611514379,hamilton_08
25,0.7808596003175976,hamilton_08
26,0.7685838510687674,hamilton_08
27,0.7342706880851013,hamilton_08
28,0.7375355408682428,hamilton_08
29,0.7362842888480909,hamilton_08
30,0.7463929626391997,hamilton_08
1,0.41911250934676253,hamilton_19
2,0.4189097501229835,hamilton_19
3,0.46161039239540314,hamilton_19
4,0.5250455230963743,hamilton_19
5,0.48109981063861273,hamilton_19
6,0.5238271902264877,hamilton_19
7,0.48604182098858295,hamilton_19
8,0.6829711138269345,hamilton_19
9,0.7158555019567496,hamilton_19
10,0.7004389810309808,hamilton_19
11,0.7436450691246262,hamilton_19
12,0.5081570158465738,hamilton_19
13,0.7150073847518768,hamilton_19
14,0.7423061423019479,hamilton_19
15,0.7785573452283294,hamilton_19
16,0.6586802715384446,hamilton_19
17,0.7260827136943914,hamilton_19
18,0.7711297717020731,hamilton_19
19,0.6817279840977497,hamilton_19
20,0.7632883433820421,hamilton_19
