neuron_id,F1 Score,session_name,window,group
1069,0.43721972986488494,hamilton_01,w1,SAL
1070,0.49128080075455943,hamilton_01,w1,SAL
1071,0.5196748931422286,hamilton_01,w1,SAL
1072,0.6373738741114903,hamilton_01,w1,SAL
1074,0.4418926375972152,hamilton_01,w1,SAL
1075,0.4611459239241931,hamilton_01,w1,SAL
1076,0.446767193268564,hamilton_01,w1,SAL
1077,0.4163926341801787,hamilton_01,w1,SAL
1078,0.4163926341801787,hamilton_01,w1,SAL
1079,0.4163926341801787,hamilton_01,w1,SAL
1080,0.4163926341801787,hamilton_01,w1,SAL
1081,0.4163926341801787,hamilton_01,w1,SAL
1082,0.4163926341801787,hamilton_01,w1,SAL
1084,0.4960301838311115,hamilton_01,w1,SAL
1085,0.4163926341801787,hamilton_01,w1,SAL
1086,0.4163926341801787,hamilton_01,w1,SAL
1087,0.4163926341801787,hamilton_01,w1,SAL
1069,0.38239218874248654,hamilton_01,w2,SAL
1070,0.5814847683522141,hamilton_01,w2,SAL
1071,0.509958695328406,hamilton_01,w2,SAL
1072,0.5516017979567048,hamilton_01,w2,SAL
1074,0.37202808339571025,hamilton_01,w2,SAL
1075,0.4365874134773754,hamilton_01,w2,SAL
1076,0.4873540422188373,hamilton_01,w2,SAL
1077,0.3567401021077098,hamilton_01,w2,SAL
1078,0.49435031945696045,hamilton_01,w2,SAL
1079,0.3567401021077098,hamilton_01,w2,SAL
1080,0.3567401021077098,hamilton_01,w2,SAL
1081,0.3567401021077098,hamilton_01,w2,SAL
1082,0.5164287211615061,hamilton_01,w2,SAL
1084,0.37437003372278277,hamilton_01,w2,SAL
1085,0.5311961390949244,hamilton_01,w2,SAL
1086,0.3567401021077098,hamilton_01,w2,SAL
1087,0.3567401021077098,hamilton_01,w2,SAL
1069,0.3999998459144491,hamilton_01,comp,SAL
1070,0.399763004217886,hamilton_01,comp,SAL
1071,0.4118283459672778,hamilton_01,comp,SAL
1072,0.7748516841032194,hamilton_01,comp,SAL
1074,0.3999998459144491,hamilton_01,comp,SAL
1075,0.3999998459144491,hamilton_01,comp,SAL
1076,0.3999998459144491,hamilton_01,comp,SAL
1077,0.3999998459144491,hamilton_01,comp,SAL
1078,0.3999998459144491,hamilton_01,comp,SAL
1079,0.3999998459144491,hamilton_01,comp,SAL
1080,0.3999998459144491,hamilton_01,comp,SAL
1081,0.3999998459144491,hamilton_01,comp,SAL
1082,0.3999998459144491,hamilton_01,comp,SAL
1084,0.43821684595810134,hamilton_01,comp,SAL
1085,0.3999998459144491,hamilton_01,comp,SAL
1086,0.3999998459144491,hamilton_01,comp,SAL
1087,0.3990524736107124,hamilton_01,comp,SAL
1088,0.4158675843502472,hamilton_02,w1,CIT
1089,0.4158675843502472,hamilton_02,w1,CIT
1093,0.4158675843502472,hamilton_02,w1,CIT
1094,0.4753226464698662,hamilton_02,w1,CIT
1095,0.4903116791442631,hamilton_02,w1,CIT
1096,0.5351471319262415,hamilton_02,w1,CIT
1098,0.4158675843502472,hamilton_02,w1,CIT
1099,0.5598214672255969,hamilton_02,w1,CIT
1100,0.4158675843502472,hamilton_02,w1,CIT
1102,0.4158675843502472,hamilton_02,w1,CIT
1103,0.5229375512037795,hamilton_02,w1,CIT
1104,0.4158675843502472,hamilton_02,w1,CIT
1105,0.4158675843502472,hamilton_02,w1,CIT
1106,0.4450156738818671,hamilton_02,w1,CIT
1107,0.4158675843502472,hamilton_02,w1,CIT
1108,0.4158675843502472,hamilton_02,w1,CIT
1109,0.4158675843502472,hamilton_02,w1,CIT
1110,0.4158675843502472,hamilton_02,w1,CIT
1111,0.4158675843502472,hamilton_02,w1,CIT
1088,0.3574876805951834,hamilton_02,w2,CIT
1089,0.3574876805951834,hamilton_02,w2,CIT
1093,0.3655285810023542,hamilton_02,w2,CIT
1094,0.3849296661603262,hamilton_02,w2,CIT
1095,0.5963838143335597,hamilton_02,w2,CIT
1096,0.3574876805951834,hamilton_02,w2,CIT
1098,0.5914702396301535,hamilton_02,w2,CIT
1099,0.3571207997117472,hamilton_02,w2,CIT
1100,0.3574876805951834,hamilton_02,w2,CIT
1102,0.46819936226089653,hamilton_02,w2,CIT
1103,0.3574876805951834,hamilton_02,w2,CIT
1104,0.4192987738041095,hamilton_02,w2,CIT
1105,0.3574876805951834,hamilton_02,w2,CIT
1106,0.5748307331107181,hamilton_02,w2,CIT
1107,0.3574876805951834,hamilton_02,w2,CIT
1108,0.3574876805951834,hamilton_02,w2,CIT
1109,0.3574876805951834,hamilton_02,w2,CIT
1110,0.3574876805951834,hamilton_02,w2,CIT
1111,0.3574876805951834,hamilton_02,w2,CIT
1088,0.3988068364617833,hamilton_02,comp,CIT
1089,0.3988068364617833,hamilton_02,comp,CIT
1093,0.3988068364617833,hamilton_02,comp,CIT
1094,0.4564883593627478,hamilton_02,comp,CIT
1095,0.6683948345722389,hamilton_02,comp,CIT
1096,0.6213564729523683,hamilton_02,comp,CIT
1098,0.3988068364617833,hamilton_02,comp,CIT
1099,0.6291141861430256,hamilton_02,comp,CIT
1100,0.3988068364617833,hamilton_02,comp,CIT
1102,0.3988068364617833,hamilton_02,comp,CIT
1103,0.5140597485202314,hamilton_02,comp,CIT
1104,0.3988068364617833,hamilton_02,comp,CIT
1105,0.5585451497414782,hamilton_02,comp,CIT
1106,0.3988068364617833,hamilton_02,comp,CIT
1107,0.3988068364617833,hamilton_02,comp,CIT
1108,0.3988068364617833,hamilton_02,comp,CIT
1109,0.3988068364617833,hamilton_02,comp,CIT
1110,0.3988068364617833,hamilton_02,comp,CIT
1111,0.3988068364617833,hamilton_02,comp,CIT
1143,0.4166668546613275,hamilton_13,w1,SAL
1144,0.6488807818151544,hamilton_13,w1,SAL
1145,0.4166668546613275,hamilton_13,w1,SAL
1146,0.4166668546613275,hamilton_13,w1,SAL
1147,0.4166668546613275,hamilton_13,w1,SAL
1148,0.6489398709990881,hamilton_13,w1,SAL
1149,0.4166668546613275,hamilton_13,w1,SAL
1150,0.4166668546613275,hamilton_13,w1,SAL
1151,0.4166668546613275,hamilton_13,w1,SAL
1152,0.4166668546613275,hamilton_13,w1,SAL
1153,0.4166668546613275,hamilton_13,w1,SAL
1154,0.4452943937628623,hamilton_13,w1,SAL
1155,0.4166668546613275,hamilton_13,w1,SAL
1156,0.4166668546613275,hamilton_13,w1,SAL
1157,0.4166668546613275,hamilton_13,w1,SAL
1158,0.4166668546613275,hamilton_13,w1,SAL
1159,0.4166668546613275,hamilton_13,w1,SAL
1161,0.4166668546613275,hamilton_13,w1,SAL
1162,0.4166668546613275,hamilton_13,w1,SAL
1164,0.4166668546613275,hamilton_13,w1,SAL
1143,0.35714303485165766,hamilton_13,w2,SAL
1144,0.5302677984020432,hamilton_13,w2,SAL
1145,0.35714303485165766,hamilton_13,w2,SAL
1146,0.38026401689211786,hamilton_13,w2,SAL
1147,0.35714303485165766,hamilton_13,w2,SAL
1148,0.5010021888214601,hamilton_13,w2,SAL
1149,0.389083542590918,hamilton_13,w2,SAL
1150,0.35915393731187684,hamilton_13,w2,SAL
1151,0.5555882822300525,hamilton_13,w2,SAL
1152,0.44495241474209035,hamilton_13,w2,SAL
1153,0.35714303485165766,hamilton_13,w2,SAL
1154,0.37985378229443684,hamilton_13,w2,SAL
1155,0.35714303485165766,hamilton_13,w2,SAL
1156,0.4059553285829286,hamilton_13,w2,SAL
1157,0.40775815867842624,hamilton_13,w2,SAL
1158,0.35714303485165766,hamilton_13,w2,SAL
1159,0.39874113395230604,hamilton_13,w2,SAL
1161,0.35714303485165766,hamilton_13,w2,SAL
1162,0.3582511909161516,hamilton_13,w2,SAL
1164,0.35714303485165766,hamilton_13,w2,SAL
1143,0.399999675472188,hamilton_13,comp,SAL
1144,0.6137488921951192,hamilton_13,comp,SAL
1145,0.399999675472188,hamilton_13,comp,SAL
1146,0.399999675472188,hamilton_13,comp,SAL
1147,0.399999675472188,hamilton_13,comp,SAL
1148,0.399999675472188,hamilton_13,comp,SAL
1149,0.399999675472188,hamilton_13,comp,SAL
1150,0.399999675472188,hamilton_13,comp,SAL
1151,0.399999675472188,hamilton_13,comp,SAL
1152,0.399999675472188,hamilton_13,comp,SAL
1153,0.399999675472188,hamilton_13,comp,SAL
1154,0.399999675472188,hamilton_13,comp,SAL
1155,0.399999675472188,hamilton_13,comp,SAL
1156,0.399999675472188,hamilton_13,comp,SAL
1157,0.399999675472188,hamilton_13,comp,SAL
1158,0.399999675472188,hamilton_13,comp,SAL
1159,0.399999675472188,hamilton_13,comp,SAL
1161,0.399999675472188,hamilton_13,comp,SAL
1162,0.399999675472188,hamilton_13,comp,SAL
1164,0.399999675472188,hamilton_13,comp,SAL
1165,0.371850873053327,hamilton_14,w1,CIT
1166,0.6384720705323776,hamilton_14,w1,CIT
1167,0.39849182928851834,hamilton_14,w1,CIT
1168,0.371850873053327,hamilton_14,w1,CIT
1170,0.371850873053327,hamilton_14,w1,CIT
1171,0.371850873053327,hamilton_14,w1,CIT
1172,0.371850873053327,hamilton_14,w1,CIT
1173,0.371850873053327,hamilton_14,w1,CIT
1174,0.371850873053327,hamilton_14,w1,CIT
