neuron_id,F1 Score,session_name,window,group
1175,0.371850873053327,hamilton_14,w1,CIT
1165,0.3695793242336093,hamilton_14,w2,CIT
1166,0.3695793242336093,hamilton_14,w2,CIT
1167,0.3695793242336093,hamilton_14,w2,CIT
1168,0.5181135326832761,hamilton_14,w2,CIT
1170,0.3695793242336093,hamilton_14,w2,CIT
1171,0.3695793242336093,hamilton_14,w2,CIT
1172,0.3959401633291685,hamilton_14,w2,CIT
1173,0.42932866529468666,hamilton_14,w2,CIT
1174,0.3695793242336093,hamilton_14,w2,CIT
1175,0.3695793242336093,hamilton_14,w2,CIT
1165,0.33595390439017725,hamilton_14,comp,CIT
1166,0.718803377791764,hamilton_14,comp,CIT
1167,0.437423783333274,hamilton_14,comp,CIT
1168,0.5036022851658029,hamilton_14,comp,CIT
1170,0.33595390439017725,hamilton_14,comp,CIT
1171,0.33595390439017725,hamilton_14,comp,CIT
1172,0.3383785973191164,hamilton_14,comp,CIT
1173,0.47441872387830947,hamilton_14,comp,CIT
1174,0.33595390439017725,hamilton_14,comp,CIT
1175,0.5478217234645703,hamilton_14,comp,CIT
1247,0.4166186359269933,hamilton_23,w1,CIT
1249,0.4166186359269933,hamilton_23,w1,CIT
1250,0.5400492287776064,hamilton_23,w1,CIT
1251,0.4166186359269933,hamilton_23,w1,CIT
1254,0.4166186359269933,hamilton_23,w1,CIT
1255,0.4166186359269933,hamilton_23,w1,CIT
1258,0.4166186359269933,hamilton_23,w1,CIT
1260,0.4166186359269933,hamilton_23,w1,CIT
1261,0.4166186359269933,hamilton_23,w1,CIT
1263,0.4166186359269933,hamilton_23,w1,CIT
1264,0.4166186359269933,hamilton_23,w1,CIT
1265,0.4166186359269933,hamilton_23,w1,CIT
1266,0.4166186359269933,hamilton_23,w1,CIT
1267,0.4166186359269933,hamilton_23,w1,CIT
1269,0.4166186359269933,hamilton_23,w1,CIT
1270,0.4166186359269933,hamilton_23,w1,CIT
1271,0.4166186359269933,hamilton_23,w1,CIT
1272,0.4166186359269933,hamilton_23,w1,CIT
1273,0.4166186359269933,hamilton_23,w1,CIT
1274,0.4166186359269933,hamilton_23,w1,CIT
1276,0.4166186359269933,hamilton_23,w1,CIT
1277,0.4166186359269933,hamilton_23,w1,CIT
1278,0.4166186359269933,hamilton_23,w1,CIT
1279,0.4166186359269933,hamilton_23,w1,CIT
1280,0.4166186359269933,hamilton_23,w1,CIT
1281,0.4166186359269933,hamilton_23,w1,CIT
1282,0.4166186359269933,hamilton_23,w1,CIT
1283,0.4166186359269933,hamilton_23,w1,CIT
1284,0.4166186359269933,hamilton_23,w1,CIT
1285,0.4166186359269933,hamilton_23,w1,CIT
1286,0.4166186359269933,hamilton_23,w1,CIT
1287,0.4953095553034103,hamilton_23,w1,CIT
1288,0.4307754608658934,hamilton_23,w1,CIT
1289,0.5785542375347553,hamilton_23,w1,CIT
1291,0.4368124949644338,hamilton_23,w1,CIT
1292,0.4166186359269933,hamilton_23,w1,CIT
1293,0.4166186359269933,hamilton_23,w1,CIT
1294,0.4166186359269933,hamilton_23,w1,CIT
1296,0.43228087189655506,hamilton_23,w1,CIT
1299,0.45814062387290216,hamilton_23,w1,CIT
1301,0.4166186359269933,hamilton_23,w1,CIT
1302,0.4320652544913429,hamilton_23,w1,CIT
1303,0.4166186359269933,hamilton_23,w1,CIT
1304,0.4166186359269933,hamilton_23,w1,CIT
1305,0.4178871523568001,hamilton_23,w1,CIT
1306,0.4166186359269933,hamilton_23,w1,CIT
1310,0.4166186359269933,hamilton_23,w1,CIT
1311,0.4166186359269933,hamilton_23,w1,CIT
1312,0.4166186359269933,hamilton_23,w1,CIT
1314,0.4680066041136838,hamilton_23,w1,CIT
1315,0.4166186359269933,hamilton_23,w1,CIT
1316,0.4166186359269933,hamilton_23,w1,CIT
1317,0.6766206657843481,hamilton_23,w1,CIT
1318,0.4166186359269933,hamilton_23,w1,CIT
1319,0.4166186359269933,hamilton_23,w1,CIT
1320,0.4166186359269933,hamilton_23,w1,CIT
1321,0.4166186359269933,hamilton_23,w1,CIT
1322,0.4166186359269933,hamilton_23,w1,CIT
1323,0.9220064548701332,hamilton_23,w1,CIT
1325,0.4166186359269933,hamilton_23,w1,CIT
1326,0.4166186359269933,hamilton_23,w1,CIT
1327,0.4166186359269933,hamilton_23,w1,CIT
1328,0.5261478390979866,hamilton_23,w1,CIT
1329,0.6367237210881529,hamilton_23,w1,CIT
1330,0.4166186359269933,hamilton_23,w1,CIT
1331,0.4166186359269933,hamilton_23,w1,CIT
1332,0.4166186359269933,hamilton_23,w1,CIT
1333,0.49069179335680235,hamilton_23,w1,CIT
1334,0.4166186359269933,hamilton_23,w1,CIT
1335,0.4166186359269933,hamilton_23,w1,CIT
1336,0.4166186359269933,hamilton_23,w1,CIT
1337,0.4936407174083638,hamilton_23,w1,CIT
1338,0.4166186359269933,hamilton_23,w1,CIT
1339,0.4166186359269933,hamilton_23,w1,CIT
1340,0.4166186359269933,hamilton_23,w1,CIT
1341,0.4166186359269933,hamilton_23,w1,CIT
1342,0.4166186359269933,hamilton_23,w1,CIT
1343,0.4166186359269933,hamilton_23,w1,CIT
1344,0.4166186359269933,hamilton_23,w1,CIT
1345,0.909227416582905,hamilton_23,w1,CIT
1346,0.4166186359269933,hamilton_23,w1,CIT
1347,0.4803281331698569,hamilton_23,w1,CIT
1348,0.4166186359269933,hamilton_23,w1,CIT
1349,0.6705797568730614,hamilton_23,w1,CIT
1247,0.5027924264852588,hamilton_23,w2,CIT
1249,0.35707231040564374,hamilton_23,w2,CIT
1250,0.5087456146890977,hamilton_23,w2,CIT
1251,0.4273723454134193,hamilton_23,w2,CIT
1254,0.35707231040564374,hamilton_23,w2,CIT
1255,0.4779918072643633,hamilton_23,w2,CIT
1258,0.35707231040564374,hamilton_23,w2,CIT
1260,0.35707231040564374,hamilton_23,w2,CIT
1261,0.35707231040564374,hamilton_23,w2,CIT
1263,0.5526286570518149,hamilton_23,w2,CIT
1264,0.8529704348110583,hamilton_23,w2,CIT
1265,0.5666394412739659,hamilton_23,w2,CIT
1266,0.5779313031682083,hamilton_23,w2,CIT
1267,0.35707231040564374,hamilton_23,w2,CIT
1269,0.35707231040564374,hamilton_23,w2,CIT
1270,0.503442653623104,hamilton_23,w2,CIT
1271,0.35707231040564374,hamilton_23,w2,CIT
1272,0.5518928355211665,hamilton_23,w2,CIT
1273,0.35707231040564374,hamilton_23,w2,CIT
1274,0.47212883840179903,hamilton_23,w2,CIT
1276,0.6112268739657634,hamilton_23,w2,CIT
1277,0.35707231040564374,hamilton_23,w2,CIT
1278,0.35707231040564374,hamilton_23,w2,CIT
1279,0.35707231040564374,hamilton_23,w2,CIT
1280,0.4136220009550443,hamilton_23,w2,CIT
1281,0.35707231040564374,hamilton_23,w2,CIT
1282,0.35707231040564374,hamilton_23,w2,CIT
1283,0.5094523499275452,hamilton_23,w2,CIT
1284,0.35707231040564374,hamilton_23,w2,CIT
1285,0.35707231040564374,hamilton_23,w2,CIT
1286,0.35707231040564374,hamilton_23,w2,CIT
1287,0.5090643801198473,hamilton_23,w2,CIT
1288,0.4262279957741864,hamilton_23,w2,CIT
1289,0.540414541223271,hamilton_23,w2,CIT
1291,0.3917974329940022,hamilton_23,w2,CIT
1292,0.44520570177850444,hamilton_23,w2,CIT
1293,0.386812767925635,hamilton_23,w2,CIT
1294,0.4276564957136772,hamilton_23,w2,CIT
1296,0.46440197004287176,hamilton_23,w2,CIT
1299,0.5504125900779667,hamilton_23,w2,CIT
1301,0.47720212952365115,hamilton_23,w2,CIT
1302,0.5499390830983911,hamilton_23,w2,CIT
1303,0.5146833243123273,hamilton_23,w2,CIT
1304,0.4609619937049135,hamilton_23,w2,CIT
1305,0.42369883962268123,hamilton_23,w2,CIT
1306,0.35707231040564374,hamilton_23,w2,CIT
1310,0.35707231040564374,hamilton_23,w2,CIT
1311,0.35707231040564374,hamilton_23,w2,CIT
1312,0.35707231040564374,hamilton_23,w2,CIT
1314,0.47664442640217475,hamilton_23,w2,CIT
1315,0.35707231040564374,hamilton_23,w2,CIT
1316,0.35763063428207076,hamilton_23,w2,CIT
1317,0.5511730128770069,hamilton_23,w2,CIT
1318,0.5809307930835315,hamilton_23,w2,CIT
1319,0.6149956781120585,hamilton_23,w2,CIT
1320,0.37536571401349966,hamilton_23,w2,CIT
1321,0.42200515198844835,hamilton_23,w2,CIT
1322,0.4686296311656875,hamilton_23,w2,CIT
1323,0.5874198157589239,hamilton_23,w2,CIT
1325,0.5508847189281696,hamilton_23,w2,CIT
1326,0.35707231040564374,hamilton_23,w2,CIT
1327,0.35707231040564374,hamilton_23,w2,CIT
1328,0.5145661680470669,hamilton_23,w2,CIT
1329,0.5260520512341822,hamilton_23,w2,CIT
1330,0.5533093292213629,hamilton_23,w2,CIT
1331,0.5795371174685879,hamilton_23,w2,CIT
1332,0.35707231040564374,hamilton_23,w2,CIT
1333,0.44098616510294947,hamilton_23,w2,CIT
1334,0.4631911972873744,hamilton_23,w2,CIT
1335,0.35707231040564374,hamilton_23,w2,CIT
1336,0.41631639128184145,hamilton_23,w2,CIT
1337,0.4121190466235117,hamilton_23,w2,CIT
1338,0.4459671495455857,hamilton_23,w2,CIT
1339,0.36081743573171504,hamilton_23,w2,CIT
1340,0.35707231040564374,hamilton_23,w2,CIT
1341,0.536619506954309,hamilton_23,w2,CIT
1342,0.588038315259505,hamilton_23,w2,CIT
1343,0.35925058670906346,hamilton_23,w2,CIT
1344,0.35707231040564374,hamilton_23,w2,CIT
1345,0.8091479616354007,hamilton_23,w2,CIT
1346,0.40586579419880736,hamilton_23,w2,CIT
1347,0.4221923665850307,hamilton_23,w2,CIT
1348,0.35707231040564374,hamilton_23,w2,CIT
1349,0.5478081766033668,hamilton_23,w2,CIT
1247,0.4,hamilton_23,comp,CIT
1249,0.4,hamilton_23,comp,CIT
1250,0.4,hamilton_23,comp,CIT
1251,0.4,hamilton_23,comp,CIT
1254,0.4,hamilton_23,comp,CIT
1255,0.4,hamilton_23,comp,CIT
1258,0.4,hamilton_23,comp,CIT
1260,0.4,hamilton_23,comp,CIT
1261,0.4,hamilton_23,comp,CIT
1263,0.4,hamilton_23,comp,CIT
1264,0.8130577611425591,hamilton_23,comp,CIT
1265,0.4,hamilton_23,comp,CIT
1266,0.4,hamilton_23,comp,CIT
1267,0.4,hamilton_23,comp,CIT
1269,0.4,hamilton_23,comp,CIT
1270,0.4,hamilton_23,comp,CIT
1271,0.4,hamilton_23,comp,CIT
1272,0.4,hamilton_23,comp,CIT
1273,0.4,hamilton_23,comp,CIT
1274,0.4,hamilton_23,comp,CIT
1276,0.4,hamilton_23,comp,CIT
1277,0.4,hamilton_23,comp,CIT
1278,0.4,hamilton_23,comp,CIT
1279,0.4,hamilton_23,comp,CIT
1280,0.4,hamilton_23,comp,CIT
1281,0.4,hamilton_23,comp,CIT
1282,0.4,hamilton_23,comp,CIT
1283,0.4,hamilton_23,comp,CIT
1284,0.4,hamilton_23,comp,CIT
1285,0.4,hamilton_23,comp,CIT
1286,0.4,hamilton_23,comp,CIT
1287,0.47902065160925,hamilton_23,comp,CIT
1288,0.4,hamilton_23,comp,CIT
1289,0.5310290308647497,hamilton_23,comp,CIT
1291,0.4,hamilton_23,comp,CIT
1292,0.4,hamilton_23,comp,CIT
1293,0.4,hamilton_23,comp,CIT
1294,0.4,hamilton_23,comp,CIT
1296,0.4,hamilton_23,comp,CIT
1299,0.4,hamilton_23,comp,CIT
1301,0.4,hamilton_23,comp,CIT
1302,0.4064908942647459,hamilton_23,comp,CIT
1303,0.4,hamilton_23,comp,CIT
1304,0.4,hamilton_23,comp,CIT
1305,0.4,hamilton_23,comp,CIT
1306,0.4,hamilton_23,comp,CIT
1310,0.4,hamilton_23,comp,CIT
1311,0.4,hamilton_23,comp,CIT
1312,0.4,hamilton_23,comp,CIT
1314,0.4,hamilton_23,comp,CIT
1315,0.4,hamilton_23,comp,CIT
1316,0.4,hamilton_23,comp,CIT
1317,0.4,hamilton_23,comp,CIT
1318,0.4,hamilton_23,comp,CIT
1319,0.4,hamilton_23,comp,CIT
1320,0.4,hamilton_23,comp,CIT
1321,0.4,hamilton_23,comp,CIT
1322,0.4,hamilton_23,comp,CIT
1323,0.7735629730625677,hamilton_23,comp,CIT
1325,0.4,hamilton_23,comp,CIT
1326,0.4,hamilton_23,comp,CIT
1327,0.4,hamilton_23,comp,CIT
1328,0.4,hamilton_23,comp,CIT
1329,0.4,hamilton_23,comp,CIT
1330,0.4,hamilton_23,comp,CIT
1331,0.4,hamilton_23,comp,CIT
1332,0.4,hamilton_23,comp,CIT
1333,0.4,hamilton_23,comp,CIT
1334,0.4,hamilton_23,comp,CIT
1335,0.4,hamilton_23,comp,CIT
1336,0.4,hamilton_23,comp,CIT
1337,0.4,hamilton_23,comp,CIT
1338,0.4,hamilton_23,comp,CIT
1339,0.4,hamilton_23,comp,CIT
1340,0.4,hamilton_23,comp,CIT
1341,0.4,hamilton_23,comp,CIT
1342,0.4,hamilton_23,comp,CIT
1343,0.4,hamilton_23,comp,CIT
1344,0.4,hamilton_23,comp,CIT
1345,0.6011031112362147,hamilton_23,comp,CIT
1346,0.4,hamilton_23,comp,CIT
1347,0.4,hamilton_23,comp,CIT
1348,0.4,hamilton_23,comp,CIT
1349,0.4369665373401692,hamilton_23,comp,CIT
1350,0.41666666666666663,hamilton_07,w1,SAL
1351,0.41666666666666663,hamilton_07,w1,SAL
1352,0.41666666666666663,hamilton_07,w1,SAL
1353,0.41666666666666663,hamilton_07,w1,SAL
1354,0.41666666666666663,hamilton_07,w1,SAL
1355,0.41666666666666663,hamilton_07,w1,SAL
1356,0.41666666666666663,hamilton_07,w1,SAL
1357,0.41666666666666663,hamilton_07,w1,SAL
1358,0.41666666666666663,hamilton_07,w1,SAL
1360,0.41666666666666663,hamilton_07,w1,SAL
1361,0.48722880028114385,hamilton_07,w1,SAL
1362,0.41666666666666663,hamilton_07,w1,SAL
1363,0.41666666666666663,hamilton_07,w1,SAL
1364,0.47477369239493844,hamilton_07,w1,SAL
1365,0.41666666666666663,hamilton_07,w1,SAL
1366,0.41666666666666663,hamilton_07,w1,SAL
1367,0.41666666666666663,hamilton_07,w1,SAL
1368,0.4221990345638537,hamilton_07,w1,SAL
1369,0.41666666666666663,hamilton_07,w1,SAL
1370,0.5906942401830101,hamilton_07,w1,SAL
1371,0.41666666666666663,hamilton_07,w1,SAL
1372,0.41666666666666663,hamilton_07,w1,SAL
1373,0.49540912040854196,hamilton_07,w1,SAL
1375,0.41666666666666663,hamilton_07,w1,SAL
1378,0.41666666666666663,hamilton_07,w1,SAL
1379,0.6860052383048411,hamilton_07,w1,SAL
1380,0.457469605596949,hamilton_07,w1,SAL
1383,0.7520065313836619,hamilton_07,w1,SAL
1384,0.4201029525730444,hamilton_07,w1,SAL
1385,0.6354928565917479,hamilton_07,w1,SAL
1386,0.41666666666666663,hamilton_07,w1,SAL
1387,0.5772516639966799,hamilton_07,w1,SAL
1389,0.41666666666666663,hamilton_07,w1,SAL
1390,0.4759281494618074,hamilton_07,w1,SAL
1391,0.41666666666666663,hamilton_07,w1,SAL
1392,0.41666666666666663,hamilton_07,w1,SAL
1393,0.41666666666666663,hamilton_07,w1,SAL
1394,0.41666666666666663,hamilton_07,w1,SAL
1395,0.41666666666666663,hamilton_07,w1,SAL
1396,0.41666666666666663,hamilton_07,w1,SAL
1397,0.41666666666666663,hamilton_07,w1,SAL
1398,0.41666666666666663,hamilton_07,w1,SAL
1399,0.41666666666666663,hamilton_07,w1,SAL
1401,0.41666666666666663,hamilton_07,w1,SAL
1402,0.500884837789837,hamilton_07,w1,SAL
1403,0.41666666666666663,hamilton_07,w1,SAL
1404,0.41666666666666663,hamilton_07,w1,SAL
1405,0.41666666666666663,hamilton_07,w1,SAL
1406,0.41666666666666663,hamilton_07,w1,SAL
1407,0.41666666666666663,hamilton_07,w1,SAL
1408,0.41666666666666663,hamilton_07,w1,SAL
1409,0.41666666666666663,hamilton_07,w1,SAL
1410,0.41666666666666663,hamilton_07,w1,SAL
1411,0.41666666666666663,hamilton_07,w1,SAL
1412,0.41666666666666663,hamilton_07,w1,SAL
1413,0.41666666666666663,hamilton_07,w1,SAL
1350,0.35714285714285715,hamilton_07,w2,SAL
1351,0.35714285714285715,hamilton_07,w2,SAL
1352,0.35714285714285715,hamilton_07,w2,SAL
1353,0.35714285714285715,hamilton_07,w2,SAL
1354,0.40950986250214544,hamilton_07,w2,SAL
1355,0.35714285714285715,hamilton_07,w2,SAL
1356,0.35714285714285715,hamilton_07,w2,SAL
1357,0.35714285714285715,hamilton_07,w2,SAL
1358,0.35714285714285715,hamilton_07,w2,SAL
1360,0.35714285714285715,hamilton_07,w2,SAL
1361,0.40570826947071126,hamilton_07,w2,SAL
1362,0.38808250572956454,hamilton_07,w2,SAL
1363,0.3983795202308629,hamilton_07,w2,SAL
1364,0.5701874802049952,hamilton_07,w2,SAL
1365,0.35714285714285715,hamilton_07,w2,SAL
1366,0.46650556951906735,hamilton_07,w2,SAL
1367,0.35714285714285715,hamilton_07,w2,SAL
1368,0.3567817014446228,hamilton_07,w2,SAL
1369,0.395058222216865,hamilton_07,w2,SAL
1370,0.35821864722353897,hamilton_07,w2,SAL
1371,0.35714285714285715,hamilton_07,w2,SAL
1372,0.35714285714285715,hamilton_07,w2,SAL
1373,0.4768705593365409,hamilton_07,w2,SAL
1375,0.35714285714285715,hamilton_07,w2,SAL
1378,0.36296014914195124,hamilton_07,w2,SAL
1379,0.40511225844795423,hamilton_07,w2,SAL
1380,0.3758573349347367,hamilton_07,w2,SAL
1383,0.47950410935467824,hamilton_07,w2,SAL
1384,0.4153357682084334,hamilton_07,w2,SAL
1385,0.3716853220907642,hamilton_07,w2,SAL
1386,0.5431739061124317,hamilton_07,w2,SAL
1387,0.539301456048088,hamilton_07,w2,SAL
1389,0.46470299994245917,hamilton_07,w2,SAL
1390,0.502950466765791,hamilton_07,w2,SAL
1391,0.35714285714285715,hamilton_07,w2,SAL
1392,0.35714285714285715,hamilton_07,w2,SAL
1393,0.44083569530596733,hamilton_07,w2,SAL
1394,0.522372753534637,hamilton_07,w2,SAL
1395,0.35714285714285715,hamilton_07,w2,SAL
1396,0.3724502708663505,hamilton_07,w2,SAL
1397,0.35714285714285715,hamilton_07,w2,SAL
1398,0.37728808709188666,hamilton_07,w2,SAL
1399,0.5369471068767057,hamilton_07,w2,SAL
1401,0.35714285714285715,hamilton_07,w2,SAL
1402,0.4098804901411758,hamilton_07,w2,SAL
1403,0.3573667073667074,hamilton_07,w2,SAL
1404,0.35714285714285715,hamilton_07,w2,SAL
