neuron_id,F1 Score,session_name
1069,0.4119318663979379,hamilton_01
1070,0.4119370375301178,hamilton_01
1071,0.4119118392359982,hamilton_01
1072,0.4119193234349325,hamilton_01
1074,0.41189705459882153,hamilton_01
1075,0.4119327513154472,hamilton_01
1076,0.41190076290894295,hamilton_01
1077,0.4119026820287853,hamilton_01
1078,0.41191421179777665,hamilton_01
1079,0.41192962278123585,hamilton_01
1080,0.41188651047829383,hamilton_01
1081,0.41191260179429146,hamilton_01
1082,0.4119111934421592,hamilton_01
1084,0.41189458229019416,hamilton_01
1085,0.4119266457848368,hamilton_01
1086,0.4119104350550959,hamilton_01
1087,0.4222893253674149,hamilton_01
1088,0.4114409402671141,hamilton_02
1089,0.4114434353395525,hamilton_02
1093,0.41141251361876696,hamilton_02
1094,0.41142817736155274,hamilton_02
1095,0.5120119711458552,hamilton_02
1096,0.42108045422383295,hamilton_02
1098,0.41142299549670414,hamilton_02
1099,0.411401305377377,hamilton_02
1100,0.4114297405842121,hamilton_02
1102,0.4114312699903781,hamilton_02
1103,0.4114292461781711,hamilton_02
1104,0.4114250823236055,hamilton_02
1105,0.41142016898121214,hamilton_02
1106,0.4113758429248867,hamilton_02
1107,0.4114042611507541,hamilton_02
1108,0.4114180389342634,hamilton_02
1109,0.41144114864789644,hamilton_02
1110,0.43336209970038597,hamilton_02
1111,0.4583343132515344,hamilton_02
1143,0.41175053530641764,hamilton_13
1144,0.4117081257624192,hamilton_13
1145,0.4117621772666313,hamilton_13
1146,0.4122475334373113,hamilton_13
1147,0.4117537235219234,hamilton_13
1148,0.43151472053503914,hamilton_13
1149,0.41175049025531374,hamilton_13
1150,0.4117468900769358,hamilton_13
1151,0.4117180585503128,hamilton_13
1152,0.4117434596795083,hamilton_13
1153,0.4117427250261755,hamilton_13
1154,0.4117418826021055,hamilton_13
1155,0.4117377747513487,hamilton_13
1156,0.41176167711551354,hamilton_13
1157,0.4116761843336266,hamilton_13
1158,0.41167049888671015,hamilton_13
1159,0.4340835592773121,hamilton_13
1161,0.41174446832726275,hamilton_13
1162,0.4116426935438355,hamilton_13
1164,0.41172360415956827,hamilton_13
1165,0.4036778847879873,hamilton_14
1166,0.40361337884795556,hamilton_14
1167,0.47057110382168876,hamilton_14
1168,0.42290661334192653,hamilton_14
1170,0.43327631325883953,hamilton_14
1171,0.4150342121256809,hamilton_14
1172,0.4036665677963618,hamilton_14
1173,0.4036257980976753,hamilton_14
1174,0.40363311075569763,hamilton_14
1175,0.43316558370422975,hamilton_14
1247,0.4117558770160551,hamilton_23
1249,0.41178274678012183,hamilton_23
1250,0.41176617705056984,hamilton_23
1251,0.4125587410818408,hamilton_23
1254,0.4117719088976215,hamilton_23
1255,0.4117241715790839,hamilton_23
1258,0.41176184618478173,hamilton_23
1260,0.4117678005575335,hamilton_23
1261,0.41176318605639856,hamilton_23
1263,0.4117703843596363,hamilton_23
1264,0.41168615475742387,hamilton_23
1265,0.4117737820956865,hamilton_23
1266,0.4117309387052142,hamilton_23
1267,0.41176057405919864,hamilton_23
1269,0.411775142721044,hamilton_23
1270,0.4117831600264423,hamilton_23
1271,0.41175696237385057,hamilton_23
1272,0.4117368405080336,hamilton_23
1273,0.43392229850477176,hamilton_23
1274,0.41177851346438976,hamilton_23
1276,0.41178372035094,hamilton_23
1277,0.411770439851475,hamilton_23
1278,0.41174624504336554,hamilton_23
1279,0.41177639671860844,hamilton_23
1280,0.4117643329881223,hamilton_23
1281,0.41171425824096686,hamilton_23
