,fold,offset,f1score,session_name
2,2,-0.5,0.5912698412698413,hamilton_12
3,3,-0.5,0.5624468988954969,hamilton_12
4,4,-0.5,0.5577673692427791,hamilton_12
5,0,-0.4,0.43641509433962267,hamilton_12
6,1,-0.4,0.5393472261870778,hamilton_12
7,2,-0.4,0.562942008486563,hamilton_12
8,3,-0.4,0.44907407407407407,hamilton_12
9,4,-0.4,0.5426900584795321,hamilton_12
10,0,-0.3,0.5197449804929108,hamilton_12
11,1,-0.3,0.6107331821617537,hamilton_12
12,2,-0.3,0.5533559577677225,hamilton_12
13,3,-0.3,0.548846153846154,hamilton_12
14,4,-0.3,0.6176103047197923,hamilton_12
15,0,-0.2,0.650188679245283,hamilton_12
16,1,-0.2,0.528604118993135,hamilton_12
17,2,-0.2,0.562446898895497,hamilton_12
18,3,-0.2,0.5976911976911976,hamilton_12
19,4,-0.2,0.5980005767567048,hamilton_12
20,0,-0.1,0.5303951367781155,hamilton_12
21,1,-0.1,0.6683712121212121,hamilton_12
22,2,-0.1,0.5604551920341394,hamilton_12
23,3,-0.1,0.5767797419971333,hamilton_12
24,4,-0.1,0.4744897959183674,hamilton_12
25,0,-0.0,0.8645833333333333,hamilton_12
26,1,-0.0,0.845925925925926,hamilton_12
27,2,-0.0,0.8645833333333333,hamilton_12
28,3,-0.0,0.8348892032060349,hamilton_12
29,4,-0.0,0.8248299319727891,hamilton_12
30,0,0.1,0.8937494195226154,hamilton_12
31,1,0.1,0.845925925925926,hamilton_12
32,2,0.1,0.8263450834879407,hamilton_12
33,3,0.1,0.9025487256371814,hamilton_12
34,4,0.1,0.9506032107912986,hamilton_12
35,0,0.2,0.6385964912280702,hamilton_12
36,1,0.2,0.6406412069778407,hamilton_12
37,2,0.2,0.5631067961165048,hamilton_12
38,3,0.2,0.5818937033890306,hamilton_12
39,4,0.2,0.5912698412698413,hamilton_12
40,0,0.3,0.5299435028248588,hamilton_12
41,1,0.3,0.5575286718460969,hamilton_12
42,2,0.3,0.548035136384651,hamilton_12
43,3,0.3,0.5226520382105362,hamilton_12
44,4,0.3,0.6017916077322019,hamilton_12
45,0,0.4,0.49925925925925924,hamilton_12
46,1,0.4,0.5695288753799392,hamilton_12
47,2,0.4,0.7040229885057472,hamilton_12
48,3,0.4,0.5436893203883496,hamilton_12
49,4,0.4,0.5523431594860166,hamilton_12
50,0,0.5,0.5575286718460969,hamilton_12
51,1,0.5,0.5190529041805402,hamilton_12
52,2,0.5,0.6892911010558069,hamilton_12
53,3,0.5,0.5616192187647782,hamilton_12
54,4,0.5,0.5409198672356568,hamilton_12
55,0,0.6,0.4950980392156863,hamilton_12
56,1,0.6,0.5629420084865628,hamilton_12
57,2,0.6,0.5089626239511823,hamilton_12
58,3,0.6,0.5046676096181046,hamilton_12
59,4,0.6,0.4950980392156863,hamilton_12
60,0,0.7,0.5335849056603774,hamilton_12
61,1,0.7,0.5577608632816264,hamilton_12
62,2,0.7,0.48842592592592593,hamilton_12
63,3,0.7,0.5391713928674421,hamilton_12
64,4,0.7,0.5659574468085107,hamilton_12
65,0,0.8,0.5672676837725381,hamilton_12
66,1,0.8,0.5907046476761619,hamilton_12
67,2,0.8,0.6086626139817629,hamilton_12
68,3,0.8,0.5031684479334153,hamilton_12
69,4,0.8,0.6107331821617535,hamilton_12
70,0,0.9,0.5288025889967638,hamilton_12
71,1,0.9,0.5073836723321259,hamilton_12
72,2,0.9,0.5550595238095237,hamilton_12
73,3,0.9,0.46420126737917344,hamilton_12
74,4,0.9,0.5629420084865631,hamilton_12
75,0,1.0,0.5092069954659016,hamilton_12
76,1,1.0,0.620757363253857,hamilton_12
77,2,1.0,0.5855805764062645,hamilton_12
78,3,1.0,0.47999999999999987,hamilton_12
79,4,1.0,0.5477005644489683,hamilton_12
80,0,1.1,0.5435172088637434,hamilton_12
81,1,1.1,0.46420126737917344,hamilton_12
82,2,1.1,0.601340507882564,hamilton_12
83,3,1.1,0.5335849056603773,hamilton_12
84,4,1.1,0.5096153846153846,hamilton_12
85,0,1.2,0.5948051948051948,hamilton_12
86,1,1.2,0.5339366515837104,hamilton_12
87,2,1.2,0.5328798185941044,hamilton_12
88,3,1.2,0.5318181818181819,hamilton_12
89,4,1.2,0.6190611664295875,hamilton_12
90,0,1.3,0.5727752639517345,hamilton_12
91,1,1.3,0.5335849056603774,hamilton_12
92,2,1.3,0.5890957446808511,hamilton_12
93,3,1.3,0.5825242718446602,hamilton_12
94,4,1.3,0.669622641509434,hamilton_12
95,0,1.4,0.5277546103234176,hamilton_12
96,1,1.4,0.6013090229079009,hamilton_12
97,2,1.4,0.5918867924528302,hamilton_12
98,3,1.4,0.5499620060790273,hamilton_12
99,4,1.4,0.5435172088637434,hamilton_12
0,0,-0.5,0.5974235104669887,hamilton_13
1,1,-0.5,0.6158088235294119,hamilton_13
2,2,-0.5,0.5955882352941176,hamilton_13
3,3,-0.5,0.49489795918367346,hamilton_13
4,4,-0.5,0.5330188679245282,hamilton_13
5,0,-0.4,0.5998399359743898,hamilton_13
6,1,-0.4,0.5851814001021973,hamilton_13
7,2,-0.4,0.675143560295324,hamilton_13
8,3,-0.4,0.5656565656565657,hamilton_13
9,4,-0.4,0.5477574750830565,hamilton_13
10,0,-0.3,0.50995099509951,hamilton_13
11,1,-0.3,0.5032258064516129,hamilton_13
12,2,-0.3,0.5858585858585859,hamilton_13
13,3,-0.3,0.5656565656565657,hamilton_13
14,4,-0.3,0.5252525252525253,hamilton_13
15,0,-0.2,0.5866518802298619,hamilton_13
16,1,-0.2,0.49489795918367346,hamilton_13
17,2,-0.2,0.5736259228876128,hamilton_13
18,3,-0.2,0.5746726677577743,hamilton_13
19,4,-0.2,0.584331797235023,hamilton_13
20,0,-0.1,0.5696126513862476,hamilton_13
21,1,-0.1,0.5736259228876128,hamilton_13
22,2,-0.1,0.5851814001021973,hamilton_13
23,3,-0.1,0.5746726677577741,hamilton_13
24,4,-0.1,0.5640552995391706,hamilton_13
25,0,-0.0,0.6363636363636364,hamilton_13
26,1,-0.0,0.65625,hamilton_13
27,2,-0.0,0.6759410801963993,hamilton_13
28,3,-0.0,0.7065917220235054,hamilton_13
29,4,-0.0,0.6969387755102041,hamilton_13
30,0,0.1,0.6998799519807923,hamilton_13
31,1,0.1,0.7327657807308969,hamilton_13
32,2,0.1,0.8172682526661198,hamilton_13
33,3,0.1,0.6451612903225806,hamilton_13
34,4,0.1,0.7371323529411766,hamilton_13
35,0,0.2,0.6846709388668497,hamilton_13
36,1,0.2,0.624884792626728,hamilton_13
37,2,0.2,0.5704545454545454,hamilton_13
38,3,0.2,0.686356668369954,hamilton_13
39,4,0.2,0.7254801273492864,hamilton_13
40,0,0.3,0.639423076923077,hamilton_13
41,1,0.3,0.6764705882352942,hamilton_13
42,2,0.3,0.5722222222222222,hamilton_13
43,3,0.3,0.6261100336837807,hamilton_13
44,4,0.3,0.6161224489795919,hamilton_13
45,0,0.4,0.6457131288591962,hamilton_13
46,1,0.4,0.6360294117647058,hamilton_13
47,2,0.4,0.6113636363636363,hamilton_13
48,3,0.4,0.6158088235294118,hamilton_13
49,4,0.4,0.58568949678473,hamilton_13
50,0,0.5,0.5955882352941176,hamilton_13
51,1,0.5,0.646320302133306,hamilton_13
52,2,0.5,0.622457627118644,hamilton_13
53,3,0.5,0.6666666666666667,hamilton_13
54,4,0.5,0.5949263502454991,hamilton_13
55,0,0.6,0.5452689598856792,hamilton_13
56,1,0.6,0.5544189852700491,hamilton_13
57,2,0.6,0.5551470588235294,hamilton_13
58,3,0.6,0.534165302782324,hamilton_13
59,4,0.6,0.5888704318936877,hamilton_13
60,0,0.7,0.5199999999999999,hamilton_13
61,1,0.7,0.6142329778506973,hamilton_13
62,2,0.7,0.5454545454545454,hamilton_13
63,3,0.7,0.4742647058823529,hamilton_13
64,4,0.7,0.5127153404429861,hamilton_13
65,0,0.8,0.5647332725984411,hamilton_13
66,1,0.8,0.47037037037037044,hamilton_13
67,2,0.8,0.48400613183444047,hamilton_13
68,3,0.8,0.4644278860875778,hamilton_13
69,4,0.8,0.5235023041474655,hamilton_13
70,0,0.9,0.4981934965877158,hamilton_13
71,1,0.9,0.542466878915477,hamilton_13
72,2,0.9,0.5244762391415432,hamilton_13
73,3,0.9,0.5252525252525252,hamilton_13
74,4,0.9,0.5349264705882353,hamilton_13
75,0,1.0,0.49979991996798717,hamilton_13
76,1,1.0,0.5341653027823241,hamilton_13
77,2,1.0,0.5628016842970114,hamilton_13
78,3,1.0,0.5888704318936877,hamilton_13
79,4,1.0,0.5555102040816327,hamilton_13
80,0,1.1,0.568922305764411,hamilton_13
81,1,1.1,0.5955882352941176,hamilton_13
82,2,1.1,0.646320302133306,hamilton_13
83,3,1.1,0.6262626262626262,hamilton_13
84,4,1.1,0.5244762391415432,hamilton_13
85,0,1.2,0.4748223663886314,hamilton_13
86,1,1.2,0.5341653027823241,hamilton_13
87,2,1.2,0.636326530612245,hamilton_13
88,3,1.2,0.65625,hamilton_13
89,4,1.2,0.47469387755102044,hamilton_13
90,0,1.3,0.5584102769971899,hamilton_13
91,1,1.3,0.45448979591836736,hamilton_13
92,2,1.3,0.5909090909090908,hamilton_13
93,3,1.3,0.49994845892176065,hamilton_13
94,4,1.3,0.5544189852700492,hamilton_13
95,0,1.4,0.5654792283352047,hamilton_13
96,1,1.4,0.5551470588235294,hamilton_13
97,2,1.4,0.5858585858585859,hamilton_13
98,3,1.4,0.4848484848484848,hamilton_13
99,4,1.4,0.5452689598856792,hamilton_13
0,0,-0.5,0.5604038946988821,hamilton_14
1,1,-0.5,0.3884615384615384,hamilton_14
2,2,-0.5,0.31168831168831174,hamilton_14
3,3,-0.5,0.41618273325590394,hamilton_14
4,4,-0.5,0.3157894736842105,hamilton_14
5,0,-0.1,0.49350649350649345,hamilton_14
6,1,-0.1,0.4698457223001402,hamilton_14
7,2,-0.1,0.4444444444444445,hamilton_14
8,3,-0.1,0.5556350626118067,hamilton_14
9,4,-0.1,0.4166666666666667,hamilton_14
10,0,-0.0,0.7253060539996645,hamilton_14
11,1,-0.0,0.7736815156169994,hamilton_14
12,2,-0.0,0.7285832642916321,hamilton_14
13,3,-0.0,0.7429136453526697,hamilton_14
14,4,-0.0,0.7921727395411605,hamilton_14
15,0,0.1,0.8068924539512775,hamilton_14
16,1,0.1,0.7180451127819548,hamilton_14
17,2,0.1,0.6984126984126985,hamilton_14
18,3,0.1,0.7720364741641337,hamilton_14
19,4,0.1,0.7430555555555556,hamilton_14
20,0,0.2,0.711111111111111,hamilton_14
21,1,0.2,0.6971357409713574,hamilton_14
22,2,0.2,0.7142106645652746,hamilton_14
23,3,0.2,0.747783251231527,hamilton_14
24,4,0.2,0.6744310575635877,hamilton_14
25,0,1.4,0.3315508021390375,hamilton_14
26,1,1.4,0.565936337329475,hamilton_14
27,2,1.4,0.4000000000000001,hamilton_14
28,3,1.4,0.6006725514922238,hamilton_14
29,4,1.4,0.4346449570330167,hamilton_14
30,0,1.1,0.46784922394678485,hamilton_14
31,1,1.1,0.323943661971831,hamilton_14
32,2,1.1,0.4065656565656565,hamilton_14
33,3,1.1,0.5317028985507246,hamilton_14
34,4,1.1,0.42782608695652175,hamilton_14
35,0,0.4,0.5708812260536399,hamilton_14
36,1,0.4,0.591728525980912,hamilton_14
37,2,0.4,0.6909090909090908,hamilton_14
38,3,0.4,0.6135831381733021,hamilton_14
39,4,0.4,0.42192192192192196,hamilton_14
40,0,0.5,0.5373015873015873,hamilton_14
41,1,0.5,0.5236928104575163,hamilton_14
42,2,0.5,0.5028142589118199,hamilton_14
43,3,0.5,0.5181818181818182,hamilton_14
44,4,0.5,0.5487616099071208,hamilton_14
45,0,0.6,0.5078605604921393,hamilton_14
46,1,0.6,0.475,hamilton_14
47,2,0.6,0.30918114143920594,hamilton_14
48,3,0.6,0.39964264443120906,hamilton_14
49,4,0.6,0.5930735930735931,hamilton_14
50,0,0.8,0.5517573423206547,hamilton_14
51,1,0.8,0.4241452991452992,hamilton_14
52,2,0.8,0.6222222222222222,hamilton_14
53,3,0.8,0.6677099634846113,hamilton_14
54,4,0.8,0.5274633123689728,hamilton_14
55,0,0.9,0.55,hamilton_14
56,1,0.9,0.4848966613672496,hamilton_14
57,2,0.9,0.4531746031746032,hamilton_14
58,3,0.9,0.574052812858783,hamilton_14
59,4,0.9,0.533724340175953,hamilton_14
60,0,1.2,0.3466666666666667,hamilton_14
61,1,1.2,0.3098591549295775,hamilton_14
62,2,1.2,0.5104212860310422,hamilton_14
63,3,1.2,0.4313295304958315,hamilton_14
64,4,1.2,0.47252747252747246,hamilton_14
65,0,1.3,0.565936337329475,hamilton_14
66,1,1.3,0.5714285714285714,hamilton_14
67,2,1.3,0.5308037535699714,hamilton_14
68,3,1.3,0.42084942084942084,hamilton_14
69,4,1.3,0.6179966044142614,hamilton_14
70,0,-0.4,0.5666666666666667,hamilton_14
71,1,-0.4,0.6130952380952381,hamilton_14
72,2,-0.4,0.5369725125822686,hamilton_14
73,3,-0.4,0.4932533733133433,hamilton_14
74,4,-0.4,0.43125,hamilton_14
75,0,-0.2,0.4528301886792452,hamilton_14
76,1,-0.2,0.42391304347826086,hamilton_14
77,2,-0.2,0.4256965944272445,hamilton_14
78,3,-0.2,0.5007246376811594,hamilton_14
79,4,-0.2,0.49702380952380953,hamilton_14
80,0,0.7,0.46322378716744916,hamilton_14
81,1,0.7,0.3098591549295775,hamilton_14
82,2,0.7,0.5528031290743155,hamilton_14
83,3,0.7,0.5613275613275612,hamilton_14
84,4,0.7,0.3623453962437014,hamilton_14
85,0,0.3,0.6491754122938531,hamilton_14
86,1,0.3,0.5272727272727272,hamilton_14
87,2,0.3,0.5562152133580704,hamilton_14
88,3,0.3,0.5671296296296298,hamilton_14
89,4,0.3,0.48842592592592593,hamilton_14
90,0,1.0,0.5478260869565217,hamilton_14
91,1,1.0,0.5836828059473884,hamilton_14
92,2,1.0,0.6185897435897436,hamilton_14
93,3,1.0,0.6469230769230769,hamilton_14
94,4,1.0,0.5970893970893971,hamilton_14
95,0,-0.3,0.517757809157039,hamilton_14
96,1,-0.3,0.6287878787878788,hamilton_14
97,2,-0.3,0.36098069900886803,hamilton_14
98,3,-0.3,0.33333333333333337,hamilton_14
99,4,-0.3,0.5465587044534412,hamilton_14
0,0,-0.5,0.468035343035343,hamilton_05
1,1,-0.5,0.5725480283114257,hamilton_05
2,2,-0.5,0.6700711053652231,hamilton_05
3,3,-0.5,0.65625,hamilton_05
4,4,-0.5,0.4602636043325068,hamilton_05
5,0,-0.4,0.5497835497835498,hamilton_05
6,1,-0.4,0.5297297297297298,hamilton_05
7,2,-0.4,0.5690186102557235,hamilton_05
8,3,-0.4,0.5584935897435898,hamilton_05
9,4,-0.4,0.5942704863424384,hamilton_05
10,0,-0.3,0.5802538000278901,hamilton_05
11,1,-0.3,0.5811688311688311,hamilton_05
12,2,-0.3,0.5558536929812173,hamilton_05
13,3,-0.3,0.6701773835920177,hamilton_05
14,4,-0.3,0.5824561403508771,hamilton_05
15,0,-0.2,0.544973544973545,hamilton_05
16,1,-0.2,0.5571815718157181,hamilton_05
17,2,-0.2,0.6312178387650086,hamilton_05
18,3,-0.2,0.5574614065180103,hamilton_05
19,4,-0.2,0.5929682217714672,hamilton_05
20,0,-0.1,0.6394861392832996,hamilton_05
21,1,-0.1,0.4239234449760766,hamilton_05
22,2,-0.1,0.543010752688172,hamilton_05
23,3,-0.1,0.5513888888888889,hamilton_05
24,4,-0.1,0.5409223099293726,hamilton_05
25,0,-0.0,0.7194163860830527,hamilton_05
26,1,-0.0,0.6660069272637308,hamilton_05
27,2,-0.0,0.6530665280665281,hamilton_05
28,3,-0.0,0.6223479490806223,hamilton_05
29,4,-0.0,0.7078282828282828,hamilton_05
30,0,0.1,0.864217973807015,hamilton_05
31,1,0.1,0.8258599508599508,hamilton_05
32,2,0.1,0.8391138273491215,hamilton_05
33,3,0.1,0.8,hamilton_05
34,4,0.1,0.8628597814375867,hamilton_05
35,0,0.2,0.8248905565978737,hamilton_05
36,1,0.2,0.7222222222222223,hamilton_05
37,2,0.2,0.6953137936744493,hamilton_05
38,3,0.2,0.7974358974358975,hamilton_05
39,4,0.2,0.7538133508282762,hamilton_05
40,0,0.3,0.7317073170731707,hamilton_05
41,1,0.3,0.7057416267942584,hamilton_05
42,2,0.3,0.6947133283693223,hamilton_05
43,3,0.3,0.7888838406784795,hamilton_05
44,4,0.3,0.6664633216409943,hamilton_05
45,0,0.4,0.7261516654854714,hamilton_05
46,1,0.4,0.6070871722182849,hamilton_05
47,2,0.4,0.7491110795050491,hamilton_05
48,3,0.4,0.6612397311426438,hamilton_05
49,4,0.4,0.6943585211371337,hamilton_05
50,0,0.6,0.5166666666666666,hamilton_05
51,1,0.6,0.5284864507600793,hamilton_05
52,2,0.6,0.5726802070888093,hamilton_05
53,3,0.6,0.6406395736175883,hamilton_05
54,4,0.6,0.5033851055356432,hamilton_05
55,0,0.7,0.6028464017185822,hamilton_05
56,1,0.7,0.5650034176349966,hamilton_05
57,2,0.7,0.5285087719298246,hamilton_05
58,3,0.7,0.5359070153590701,hamilton_05
59,4,0.7,0.5865384615384615,hamilton_05
60,0,0.8,0.5526455026455026,hamilton_05
61,1,0.8,0.5433316035288014,hamilton_05
62,2,0.8,0.5900621118012424,hamilton_05
63,3,0.8,0.6134366925064599,hamilton_05
64,4,0.8,0.5395081109366824,hamilton_05
65,0,1.0,0.45510204081632655,hamilton_05
66,1,1.0,0.5383934218848829,hamilton_05
67,2,1.0,0.49766476388168135,hamilton_05
68,3,1.0,0.5416666666666667,hamilton_05
69,4,1.0,0.6134366925064599,hamilton_05
70,0,1.1,0.6472318117887739,hamilton_05
71,1,1.1,0.6602606291957351,hamilton_05
72,2,1.1,0.5737216828478964,hamilton_05
73,3,1.1,0.5459183673469388,hamilton_05
74,4,1.1,0.5256064690026954,hamilton_05
75,0,1.2,0.5661650233523612,hamilton_05
76,1,1.2,0.6440036539214407,hamilton_05
77,2,1.2,0.5107950872656755,hamilton_05
78,3,1.2,0.5664646464646466,hamilton_05
79,4,1.2,0.48270270270270266,hamilton_05
80,0,1.3,0.5663865546218487,hamilton_05
81,1,1.3,0.4837049742710121,hamilton_05
82,2,1.3,0.4295383782320292,hamilton_05
83,3,1.3,0.49939082171382154,hamilton_05
84,4,1.3,0.5992324561403509,hamilton_05
85,0,0.5,0.6158115608501422,hamilton_05
86,1,0.5,0.48809523809523814,hamilton_05
87,2,0.5,0.595464725643897,hamilton_05
88,3,0.5,0.5861733203505355,hamilton_05
89,4,0.5,0.5759423503325942,hamilton_05
90,0,0.9,0.607843137254902,hamilton_05
91,1,0.9,0.4414068272498892,hamilton_05
92,2,0.9,0.5303225806451612,hamilton_05
93,3,0.9,0.5101692504622387,hamilton_05
94,4,0.9,0.5167159073238998,hamilton_05
95,0,1.4,0.5079079336505079,hamilton_05
96,1,1.4,0.449438202247191,hamilton_05
97,2,1.4,0.515876027830487,hamilton_05
