neuron_id,F1 Score,session_name,window,window_start,window_stop
1318,0.47367284523545916,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1319,0.4736647039900876,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1320,0.47367124763565666,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1321,0.4736613662318362,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1322,0.47366223537626473,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1323,0.47366021440048967,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1325,0.47366087877506835,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1326,0.47366700705926784,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1327,0.47367329837083405,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1328,0.4736568894423122,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1329,0.4736689009897123,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1330,0.47365920199284084,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1331,0.4736626269269678,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1332,0.4736721006063741,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1333,0.4736645211251914,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1334,0.47365673420942017,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1335,0.47365464796859386,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1336,0.47364636589065245,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1337,0.47366266983644856,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1338,0.4736488902857059,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1339,0.4736716888556266,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1340,0.4736606543852965,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1341,0.47367306140472537,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1342,0.47365951073592305,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1343,0.4736660696695794,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1344,0.4736712294475409,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1345,0.4736627160171973,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1346,0.4736646112191975,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1347,0.47366999837004775,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1348,0.4736539830801913,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1349,0.4736558365644229,hamilton_23,-0.5 - -0.4,-0.4,-0.4
1350,0.47368146338693623,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1351,0.47367094184260095,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1352,0.47368129574726314,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1353,0.4736772605110863,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1354,0.4736815169215288,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1355,0.47367887628345107,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1356,0.4736739399670643,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1357,0.4736755632593902,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1358,0.4736824189009342,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1360,0.4736781529768626,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1361,0.47368359316036657,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1362,0.47368123604880347,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1363,0.47367563715653055,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1364,0.4736781767656019,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1365,0.4736785925124649,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1366,0.47366354980325154,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1367,0.4736723250147084,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1368,0.47368381806818805,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1369,0.47367776299591224,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1370,0.4736691352862484,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1371,0.47367631345227956,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1372,0.47367948624910594,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1373,0.4736790673194866,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1375,0.47367598151937224,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1378,0.47367446233185795,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1379,0.4736817423446077,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1380,0.4736791010184399,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1383,0.4736802876417503,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1384,0.4736759421961925,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1385,0.47367139655351176,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1386,0.4736828083268468,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1387,0.47368174209639735,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1389,0.4736740143079783,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1390,0.47367619294858593,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1391,0.47368157731881044,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1392,0.4736605198844269,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1393,0.4736829782214674,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1394,0.4736509889026827,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1395,0.4736770851177193,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1396,0.47367530138192226,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1397,0.4736796140825545,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1398,0.4736831456021705,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1399,0.473669399936704,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1401,0.47368213863497466,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1402,0.47367416279891483,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1403,0.4736739991638828,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1404,0.47366974625442343,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1405,0.47368016934976814,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1406,0.47368404245395734,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1407,0.4736749467352254,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1408,0.47368089997318225,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1409,0.47367685519254044,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1410,0.47367937423082795,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1411,0.4736738325728972,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1412,0.47368269491451703,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1413,0.4736811288882536,hamilton_07,-0.5 - -0.4,-0.4,-0.4
1414,0.47367140465020974,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1416,0.4736812954002395,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1417,0.47368237010899084,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1419,0.47367982987534163,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1421,0.47368135175523884,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1422,0.473656301059476,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1423,0.47367228916703247,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1424,0.47368293585440463,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1426,0.47368304742579576,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1429,0.47368089653037104,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1430,0.473677866678578,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1434,0.473682763193489,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1435,0.473679242640905,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1437,0.47368135016587665,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1438,0.4736656945290999,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1439,0.4736784867496263,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1440,0.4736781331131589,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1441,0.47368321570040095,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1442,0.473675596298812,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1443,0.4736779971471794,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1445,0.4736751257579222,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1446,0.47366279278786416,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1447,0.4736736525019217,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1448,0.47367971200110653,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1449,0.47366614348284497,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1452,0.47366641936998855,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1455,0.47366714306597146,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1456,0.473670359030762,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1458,0.47367493730619764,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1459,0.4736772029472899,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1460,0.4736829358544045,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1461,0.47367694624001383,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1463,0.4736701432675402,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1465,0.47367630715449904,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1466,0.473676823012399,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1467,0.4736815218737826,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1468,0.47367931238959954,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1469,0.4736751188092746,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1470,0.47366833539868863,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1471,0.47365855778779864,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1472,0.47367271657151877,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1473,0.47365377295364136,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1474,0.4736716302255465,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1475,0.47367813313073326,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1476,0.4736789199396562,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1477,0.47366929063762375,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1478,0.473682309798925,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1479,0.4736729512559168,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1480,0.4736656988176269,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1481,0.473681015990641,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1482,0.47368006790460865,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1483,0.473670018309984,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1484,0.47366308071711066,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1485,0.47367294380158925,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1486,0.47365953411794254,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1487,0.4736630181557236,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1488,0.4736809012656423,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1489,0.4736712048945099,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1490,0.47367904638743036,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1491,0.4736771635122879,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1492,0.47367585137723534,hamilton_08,-0.5 - -0.4,-0.4,-0.4
1493,0.4736627071547443,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1494,0.4736795526950863,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1495,0.47366362360273806,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1496,0.473677944482524,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1497,0.4736723576763229,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1498,0.4736790317894159,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1499,0.47368197863740813,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1500,0.4736721386999937,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1501,0.47366887205965214,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1502,0.47368075570740575,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1503,0.47368030009591156,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1504,0.47366473643157614,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1505,0.47368006515718664,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1507,0.47366966299298463,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1509,0.4736710344462498,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1510,0.4736798966413606,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1511,0.47367350870801916,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1512,0.4736738559132364,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1513,0.47368047436911614,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1514,0.4736745062491135,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1515,0.47367828964819436,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1516,0.4736829046385654,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1517,0.47368104864233784,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1519,0.47368151609690007,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1521,0.47367745919488496,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1522,0.4736831350020189,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1523,0.47367804477627173,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1524,0.4736815115495321,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1525,0.4736775876752309,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1526,0.4736759266333423,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1527,0.4736779338032564,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1528,0.4736829610955007,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1529,0.47365621707694955,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1530,0.4736783879520933,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1531,0.4736741594509364,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1532,0.4736774624838825,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1533,0.47366846380163974,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1534,0.47366903521310666,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1535,0.4736603850512691,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1536,0.47367749847476837,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1537,0.47368058334129237,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1538,0.47367848653161715,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1540,0.4736662647510167,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1541,0.47367598445076287,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1542,0.4736782781852688,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1543,0.4736837713605174,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1544,0.4736783972490922,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1545,0.4736719221449771,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1547,0.47367484505642404,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1548,0.4736792563436584,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1549,0.47366779061563885,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1550,0.4736716570517537,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1551,0.47367725168545965,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1552,0.4736667361974174,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1553,0.47367513913934295,hamilton_19,-0.5 - -0.4,-0.4,-0.4
1554,0.4736515319543174,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1556,0.47366475337374664,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1557,0.473666251211848,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1558,0.47366324472714066,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1559,0.47365742343773637,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1560,0.473668351065489,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1562,0.4736662114842992,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1563,0.4736519667174517,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1564,0.4736644745407094,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1565,0.4736720333783683,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1567,0.47366474915399814,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1568,0.4736686829786124,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1569,0.47366629828310813,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1570,0.4736475769326507,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1571,0.47367155602073163,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1572,0.4736695759374457,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1573,0.4736697860268012,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1574,0.473662224178591,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1575,0.4736602520197093,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1576,0.4736662626222519,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1577,0.4736673068364577,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1578,0.47366850467391464,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1579,0.473668364539067,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1580,0.4736561321233125,hamilton_20,-0.5 - -0.4,-0.4,-0.4
1581,0.47367110570361187,hamilton_20,-0.5 - -0.4,-0.4,-0.4
