neuron_id,ensemble,sig,ensemble_orig,session_name,shuffle,bin_width
1118,-1,False,2,hamilton_12,False,0.05
1119,-1,False,3,hamilton_12,False,0.05
1134,-1,False,3,hamilton_12,False,0.05
1116,-1,False,3,hamilton_12,False,0.05
1138,-1,False,3,hamilton_12,False,0.05
1139,-1,False,3,hamilton_12,False,0.05
1140,-1,False,3,hamilton_12,False,0.05
1131,-1,False,3,hamilton_12,False,0.05
1142,-1,False,3,hamilton_12,False,0.05
1145,-1,False,0,hamilton_13,False,0.05
1150,-1,False,0,hamilton_13,False,0.05
1151,-1,False,0,hamilton_13,False,0.05
1152,-1,False,0,hamilton_13,False,0.05
1153,-1,False,0,hamilton_13,False,0.05
1154,-1,False,0,hamilton_13,False,0.05
1158,-1,False,0,hamilton_13,False,0.05
1143,-1,False,1,hamilton_13,False,0.05
1144,-1,False,1,hamilton_13,False,0.05
1146,-1,False,1,hamilton_13,False,0.05
1149,-1,False,1,hamilton_13,False,0.05
1156,-1,False,1,hamilton_13,False,0.05
1148,-1,False,2,hamilton_13,False,0.05
1157,-1,False,2,hamilton_13,False,0.05
1159,-1,False,2,hamilton_13,False,0.05
1167,-1,False,0,hamilton_14,False,0.05
1172,-1,False,0,hamilton_14,False,0.05
1165,-1,False,1,hamilton_14,False,0.05
1173,-1,False,1,hamilton_14,False,0.05
1166,-1,False,2,hamilton_14,False,0.05
1168,-1,False,2,hamilton_14,False,0.05
1170,-1,False,2,hamilton_14,False,0.05
1171,-1,False,2,hamilton_14,False,0.05
1174,-1,False,2,hamilton_14,False,0.05
1175,-1,False,2,hamilton_14,False,0.05
1177,-1,False,0,hamilton_05,False,0.05
1178,-1,False,0,hamilton_05,False,0.05
1179,-1,False,0,hamilton_05,False,0.05
1180,-1,False,0,hamilton_05,False,0.05
1181,-1,False,0,hamilton_05,False,0.05
1182,-1,False,0,hamilton_05,False,0.05
1183,-1,False,0,hamilton_05,False,0.05
1176,-1,False,1,hamilton_05,False,0.05
1215,-1,False,0,hamilton_17,False,0.05
1186,-1,False,0,hamilton_17,False,0.05
1204,-1,False,0,hamilton_17,False,0.05
1191,-1,False,0,hamilton_17,False,0.05
1197,-1,False,0,hamilton_17,False,0.05
1184,-1,False,1,hamilton_17,False,0.05
1209,-1,False,1,hamilton_17,False,0.05
1208,-1,False,1,hamilton_17,False,0.05
1202,-1,False,1,hamilton_17,False,0.05
1198,-1,False,1,hamilton_17,False,0.05
1196,-1,False,1,hamilton_17,False,0.05
1200,-1,False,1,hamilton_17,False,0.05
1193,-1,False,1,hamilton_17,False,0.05
1188,-1,False,2,hamilton_17,False,0.05
1199,-1,False,2,hamilton_17,False,0.05
1218,-1,False,2,hamilton_17,False,0.05
1185,-1,False,2,hamilton_17,False,0.05
1214,-1,False,2,hamilton_17,False,0.05
1213,-1,False,2,hamilton_17,False,0.05
1189,-1,False,2,hamilton_17,False,0.05
1212,-1,False,2,hamilton_17,False,0.05
1195,-1,False,2,hamilton_17,False,0.05
1216,-1,False,3,hamilton_17,False,0.05
1211,-1,False,3,hamilton_17,False,0.05
1219,-1,False,3,hamilton_17,False,0.05
1187,-1,False,3,hamilton_17,False,0.05
1205,-1,False,3,hamilton_17,False,0.05
1203,-1,False,3,hamilton_17,False,0.05
1201,-1,False,3,hamilton_17,False,0.05
1192,-1,False,3,hamilton_17,False,0.05
1210,-1,False,3,hamilton_17,False,0.05
1190,-1,False,4,hamilton_17,False,0.05
1194,-1,False,4,hamilton_17,False,0.05
1220,-1,False,0,hamilton_18,False,0.05
1244,-1,False,0,hamilton_18,False,0.05
1241,-1,False,0,hamilton_18,False,0.05
1240,-1,False,0,hamilton_18,False,0.05
1239,-1,False,0,hamilton_18,False,0.05
1238,-1,False,0,hamilton_18,False,0.05
1237,-1,False,0,hamilton_18,False,0.05
1236,-1,False,0,hamilton_18,False,0.05
1232,-1,False,0,hamilton_18,False,0.05
1233,-1,False,0,hamilton_18,False,0.05
1230,-1,False,0,hamilton_18,False,0.05
1226,-1,False,0,hamilton_18,False,0.05
1221,-1,False,0,hamilton_18,False,0.05
1231,-1,False,0,hamilton_18,False,0.05
1229,-1,False,1,hamilton_18,False,0.05
1227,-1,False,2,hamilton_18,False,0.05
1234,-1,False,3,hamilton_18,False,0.05
1223,-1,False,3,hamilton_18,False,0.05
1235,-1,False,4,hamilton_18,False,0.05
1224,-1,False,4,hamilton_18,False,0.05
1246,-1,False,4,hamilton_18,False,0.05
1245,-1,False,5,hamilton_18,False,0.05
1222,-1,False,5,hamilton_18,False,0.05
1242,-1,False,5,hamilton_18,False,0.05
1247,-1,False,0,hamilton_23,False,0.05
1292,-1,False,0,hamilton_23,False,0.05
1293,-1,False,0,hamilton_23,False,0.05
1296,-1,False,0,hamilton_23,False,0.05
1299,-1,False,0,hamilton_23,False,0.05
1301,-1,False,0,hamilton_23,False,0.05
1302,-1,False,0,hamilton_23,False,0.05
1348,-1,False,0,hamilton_23,False,0.05
1304,-1,False,0,hamilton_23,False,0.05
1305,-1,False,0,hamilton_23,False,0.05
1306,-1,False,0,hamilton_23,False,0.05
1311,-1,False,0,hamilton_23,False,0.05
1314,-1,False,0,hamilton_23,False,0.05
1316,-1,False,0,hamilton_23,False,0.05
1289,-1,False,0,hamilton_23,False,0.05
1317,-1,False,0,hamilton_23,False,0.05
1322,-1,False,0,hamilton_23,False,0.05
1323,-1,False,0,hamilton_23,False,0.05
1328,-1,False,0,hamilton_23,False,0.05
1329,-1,False,0,hamilton_23,False,0.05
1333,-1,False,0,hamilton_23,False,0.05
1334,-1,False,0,hamilton_23,False,0.05
1335,-1,False,0,hamilton_23,False,0.05
1337,-1,False,0,hamilton_23,False,0.05
1340,-1,False,0,hamilton_23,False,0.05
1342,-1,False,0,hamilton_23,False,0.05
1343,-1,False,0,hamilton_23,False,0.05
1345,-1,False,0,hamilton_23,False,0.05
1346,-1,False,0,hamilton_23,False,0.05
1319,-1,False,0,hamilton_23,False,0.05
1288,-1,False,0,hamilton_23,False,0.05
1303,-1,False,0,hamilton_23,False,0.05
1349,-1,False,0,hamilton_23,False,0.05
1250,-1,False,0,hamilton_23,False,0.05
1251,-1,False,0,hamilton_23,False,0.05
1255,-1,False,0,hamilton_23,False,0.05
1283,-1,False,0,hamilton_23,False,0.05
1258,-1,False,0,hamilton_23,False,0.05
1260,-1,False,0,hamilton_23,False,0.05
1264,-1,False,0,hamilton_23,False,0.05
1265,-1,False,0,hamilton_23,False,0.05
1287,-1,False,1,hamilton_23,False,0.05
1326,-1,False,1,hamilton_23,False,0.05
1327,-1,False,1,hamilton_23,False,0.05
1266,-1,False,1,hamilton_23,False,0.05
1336,-1,False,1,hamilton_23,False,0.05
1318,-1,False,1,hamilton_23,False,0.05
1339,-1,False,1,hamilton_23,False,0.05
1254,-1,False,1,hamilton_23,False,0.05
1332,-1,False,1,hamilton_23,False,0.05
1271,-1,False,1,hamilton_23,False,0.05
1286,-1,False,1,hamilton_23,False,0.05
1291,-1,False,1,hamilton_23,False,0.05
1273,-1,False,1,hamilton_23,False,0.05
1310,-1,False,1,hamilton_23,False,0.05
1278,-1,False,1,hamilton_23,False,0.05
1315,-1,False,2,hamilton_23,False,0.05
1347,-1,False,2,hamilton_23,False,0.05
1344,-1,False,2,hamilton_23,False,0.05
1294,-1,False,2,hamilton_23,False,0.05
1282,-1,False,2,hamilton_23,False,0.05
1281,-1,False,2,hamilton_23,False,0.05
1338,-1,False,2,hamilton_23,False,0.05
1280,-1,False,2,hamilton_23,False,0.05
1279,-1,False,2,hamilton_23,False,0.05
1261,-1,False,2,hamilton_23,False,0.05
1272,-1,False,2,hamilton_23,False,0.05
1263,-1,False,2,hamilton_23,False,0.05
1331,-1,False,2,hamilton_23,False,0.05
1330,-1,False,2,hamilton_23,False,0.05
1276,-1,False,2,hamilton_23,False,0.05
1274,-1,False,2,hamilton_23,False,0.05
1312,-1,False,2,hamilton_23,False,0.05
1269,-1,False,2,hamilton_23,False,0.05
1321,-1,False,2,hamilton_23,False,0.05
1320,-1,False,2,hamilton_23,False,0.05
1270,-1,False,2,hamilton_23,False,0.05
1277,-1,False,2,hamilton_23,False,0.05
1267,-1,False,2,hamilton_23,False,0.05
1325,-1,False,3,hamilton_23,False,0.05
1341,-1,False,3,hamilton_23,False,0.05
1284,-1,False,4,hamilton_23,False,0.05
1285,-1,False,4,hamilton_23,False,0.05
1396,-1,False,0,hamilton_07,False,0.05
1355,-1,False,0,hamilton_07,False,0.05
1397,-1,False,0,hamilton_07,False,0.05
1379,-1,False,1,hamilton_07,False,0.05
1380,-1,False,1,hamilton_07,False,0.05
1386,-1,False,1,hamilton_07,False,0.05
1387,-1,False,1,hamilton_07,False,0.05
1389,-1,False,1,hamilton_07,False,0.05
1390,-1,False,1,hamilton_07,False,0.05
1350,-1,False,1,hamilton_07,False,0.05
1373,-1,False,1,hamilton_07,False,0.05
1399,-1,False,1,hamilton_07,False,0.05
1401,-1,False,1,hamilton_07,False,0.05
1402,-1,False,1,hamilton_07,False,0.05
1406,-1,False,1,hamilton_07,False,0.05
1411,-1,False,1,hamilton_07,False,0.05
1392,-1,False,1,hamilton_07,False,0.05
1371,-1,False,1,hamilton_07,False,0.05
1413,-1,False,1,hamilton_07,False,0.05
1357,-1,False,1,hamilton_07,False,0.05
1351,-1,False,1,hamilton_07,False,0.05
1356,-1,False,1,hamilton_07,False,0.05
1369,-1,False,1,hamilton_07,False,0.05
1360,-1,False,1,hamilton_07,False,0.05
1362,-1,False,1,hamilton_07,False,0.05
1366,-1,False,1,hamilton_07,False,0.05
1365,-1,False,1,hamilton_07,False,0.05
1352,-1,False,1,hamilton_07,False,0.05
1363,-1,False,1,hamilton_07,False,0.05
1403,-1,False,2,hamilton_07,False,0.05
1370,-1,False,2,hamilton_07,False,0.05
1407,-1,False,2,hamilton_07,False,0.05
1398,-1,False,2,hamilton_07,False,0.05
1375,-1,False,3,hamilton_07,False,0.05
1404,-1,False,3,hamilton_07,False,0.05
1405,-1,False,4,hamilton_07,False,0.05
1353,-1,False,4,hamilton_07,False,0.05
1354,-1,False,4,hamilton_07,False,0.05
1408,-1,False,4,hamilton_07,False,0.05
1410,-1,False,4,hamilton_07,False,0.05
1393,-1,False,4,hamilton_07,False,0.05
1395,-1,False,4,hamilton_07,False,0.05
1394,-1,False,4,hamilton_07,False,0.05
1391,-1,False,4,hamilton_07,False,0.05
1361,-1,False,4,hamilton_07,False,0.05
1364,-1,False,4,hamilton_07,False,0.05
1385,-1,False,4,hamilton_07,False,0.05
1384,-1,False,4,hamilton_07,False,0.05
1412,-1,False,4,hamilton_07,False,0.05
1378,-1,False,4,hamilton_07,False,0.05
1367,-1,False,4,hamilton_07,False,0.05
1372,-1,False,4,hamilton_07,False,0.05
1368,-1,False,4,hamilton_07,False,0.05
1358,-1,False,4,hamilton_07,False,0.05
1383,-1,False,4,hamilton_07,False,0.05
1460,-1,False,0,hamilton_08,False,0.05
1469,-1,False,0,hamilton_08,False,0.05
1461,-1,False,0,hamilton_08,False,0.05
1470,-1,False,0,hamilton_08,False,0.05
1459,-1,False,0,hamilton_08,False,0.05
1472,-1,False,0,hamilton_08,False,0.05
1455,-1,False,0,hamilton_08,False,0.05
1473,-1,False,0,hamilton_08,False,0.05
1474,-1,False,0,hamilton_08,False,0.05
1475,-1,False,0,hamilton_08,False,0.05
1477,-1,False,0,hamilton_08,False,0.05
1446,-1,False,0,hamilton_08,False,0.05
1479,-1,False,0,hamilton_08,False,0.05
1443,-1,False,0,hamilton_08,False,0.05
1480,-1,False,0,hamilton_08,False,0.05
1441,-1,False,0,hamilton_08,False,0.05
1483,-1,False,0,hamilton_08,False,0.05
1439,-1,False,0,hamilton_08,False,0.05
1490,-1,False,0,hamilton_08,False,0.05
1417,-1,False,0,hamilton_08,False,0.05
1419,-1,False,0,hamilton_08,False,0.05
1421,-1,False,0,hamilton_08,False,0.05
1422,-1,False,0,hamilton_08,False,0.05
1468,-1,False,0,hamilton_08,False,0.05
1486,-1,False,0,hamilton_08,False,0.05
1429,-1,False,0,hamilton_08,False,0.05
1430,-1,False,0,hamilton_08,False,0.05
1485,-1,False,0,hamilton_08,False,0.05
1484,-1,False,0,hamilton_08,False,0.05
1437,-1,False,0,hamilton_08,False,0.05
1438,-1,False,0,hamilton_08,False,0.05
1426,-1,False,0,hamilton_08,False,0.05
1487,-1,False,1,hamilton_08,False,0.05
1467,-1,False,1,hamilton_08,False,0.05
1492,-1,False,1,hamilton_08,False,0.05
1434,-1,False,1,hamilton_08,False,0.05
1452,-1,False,1,hamilton_08,False,0.05
1449,-1,False,1,hamilton_08,False,0.05
1435,-1,False,1,hamilton_08,False,0.05
1466,-1,False,1,hamilton_08,False,0.05
1424,-1,False,2,hamilton_08,False,0.05
1471,-1,False,2,hamilton_08,False,0.05
1482,-1,False,3,hamilton_08,False,0.05
1447,-1,False,3,hamilton_08,False,0.05
1414,-1,False,4,hamilton_08,False,0.05
1423,-1,False,4,hamilton_08,False,0.05
1442,-1,False,5,hamilton_08,False,0.05
1445,-1,False,5,hamilton_08,False,0.05
1478,-1,False,6,hamilton_08,False,0.05
1481,-1,False,6,hamilton_08,False,0.05
1476,-1,False,6,hamilton_08,False,0.05
1440,-1,False,6,hamilton_08,False,0.05
1448,-1,False,6,hamilton_08,False,0.05
1458,-1,False,6,hamilton_08,False,0.05
1491,-1,False,6,hamilton_08,False,0.05
1463,-1,False,6,hamilton_08,False,0.05
1488,-1,False,6,hamilton_08,False,0.05
1489,-1,False,6,hamilton_08,False,0.05
1416,-1,False,6,hamilton_08,False,0.05
1465,-1,False,6,hamilton_08,False,0.05
1534,-1,False,0,hamilton_19,False,0.05
1512,-1,False,0,hamilton_19,False,0.05
1511,-1,False,0,hamilton_19,False,0.05
1510,-1,False,0,hamilton_19,False,0.05
1519,-1,False,0,hamilton_19,False,0.05
1540,-1,False,0,hamilton_19,False,0.05
1505,-1,False,0,hamilton_19,False,0.05
1504,-1,False,0,hamilton_19,False,0.05
1503,-1,False,0,hamilton_19,False,0.05
1502,-1,False,0,hamilton_19,False,0.05
1501,-1,False,0,hamilton_19,False,0.05
1550,-1,False,0,hamilton_19,False,0.05
1499,-1,False,0,hamilton_19,False,0.05
1526,-1,False,0,hamilton_19,False,0.05
1497,-1,False,0,hamilton_19,False,0.05
1496,-1,False,0,hamilton_19,False,0.05
1495,-1,False,0,hamilton_19,False,0.05
1541,-1,False,0,hamilton_19,False,0.05
1536,-1,False,0,hamilton_19,False,0.05
1514,-1,False,0,hamilton_19,False,0.05
1530,3,True,1,hamilton_19,False,0.05
1529,3,True,1,hamilton_19,False,0.05
1547,3,True,1,hamilton_19,False,0.05
1498,3,True,1,hamilton_19,False,0.05
1531,3,True,1,hamilton_19,False,0.05
1515,3,True,1,hamilton_19,False,0.05
1524,3,True,1,hamilton_19,False,0.05
1537,-1,False,2,hamilton_19,False,0.05
1493,-1,False,2,hamilton_19,False,0.05
1542,-1,False,2,hamilton_19,False,0.05
1543,-1,False,2,hamilton_19,False,0.05
1544,-1,False,2,hamilton_19,False,0.05
1535,-1,False,2,hamilton_19,False,0.05
1548,-1,False,2,hamilton_19,False,0.05
1551,-1,False,2,hamilton_19,False,0.05
1538,-1,False,2,hamilton_19,False,0.05
1545,-1,False,2,hamilton_19,False,0.05
1523,-1,False,2,hamilton_19,False,0.05
1532,-1,False,2,hamilton_19,False,0.05
1528,-1,False,2,hamilton_19,False,0.05
1527,-1,False,2,hamilton_19,False,0.05
1525,-1,False,2,hamilton_19,False,0.05
1552,-1,False,2,hamilton_19,False,0.05
1522,-1,False,2,hamilton_19,False,0.05
1521,-1,False,2,hamilton_19,False,0.05
1517,-1,False,2,hamilton_19,False,0.05
1516,-1,False,2,hamilton_19,False,0.05
1513,-1,False,2,hamilton_19,False,0.05
1509,-1,False,2,hamilton_19,False,0.05
1507,-1,False,2,hamilton_19,False,0.05
1500,-1,False,2,hamilton_19,False,0.05
1494,-1,False,2,hamilton_19,False,0.05
1533,-1,False,2,hamilton_19,False,0.05
1553,-1,False,2,hamilton_19,False,0.05
1582,-1,False,0,hamilton_20,False,0.05
1578,-1,False,0,hamilton_20,False,0.05
1577,-1,False,0,hamilton_20,False,0.05
1576,-1,False,0,hamilton_20,False,0.05
1574,-1,False,0,hamilton_20,False,0.05
1586,-1,False,0,hamilton_20,False,0.05
1587,-1,False,0,hamilton_20,False,0.05
1592,-1,False,0,hamilton_20,False,0.05
1581,-1,False,0,hamilton_20,False,0.05
1594,-1,False,0,hamilton_20,False,0.05
1593,-1,False,0,hamilton_20,False,0.05
1596,-1,False,0,hamilton_20,False,0.05
1605,-1,False,0,hamilton_20,False,0.05
1557,-1,False,0,hamilton_20,False,0.05
1606,-1,False,0,hamilton_20,False,0.05
1595,-1,False,0,hamilton_20,False,0.05
1580,-1,False,0,hamilton_20,False,0.05
1597,-1,False,1,hamilton_20,False,0.05
1590,-1,False,1,hamilton_20,False,0.05
1602,-1,False,1,hamilton_20,False,0.05
1603,-1,False,1,hamilton_20,False,0.05
1585,-1,False,1,hamilton_20,False,0.05
1604,-1,False,1,hamilton_20,False,0.05
1584,-1,False,1,hamilton_20,False,0.05
1611,-1,False,1,hamilton_20,False,0.05
1564,-1,False,1,hamilton_20,False,0.05
1575,-1,False,1,hamilton_20,False,0.05
1573,-1,False,1,hamilton_20,False,0.05
1571,-1,False,1,hamilton_20,False,0.05
1556,-1,False,1,hamilton_20,False,0.05
1558,-1,False,1,hamilton_20,False,0.05
1570,-1,False,1,hamilton_20,False,0.05
1559,-1,False,1,hamilton_20,False,0.05
1568,-1,False,1,hamilton_20,False,0.05
1567,-1,False,1,hamilton_20,False,0.05
1565,-1,False,1,hamilton_20,False,0.05
1579,-1,False,1,hamilton_20,False,0.05
1563,-1,False,1,hamilton_20,False,0.05
1560,-1,False,1,hamilton_20,False,0.05
1562,-1,False,1,hamilton_20,False,0.05
1608,-1,False,2,hamilton_20,False,0.05
1610,-1,False,2,hamilton_20,False,0.05
1599,-1,False,2,hamilton_20,False,0.05
1598,-1,False,2,hamilton_20,False,0.05
1569,-1,False,2,hamilton_20,False,0.05
1589,-1,False,2,hamilton_20,False,0.05
1588,-1,False,2,hamilton_20,False,0.05
1600,-1,False,2,hamilton_20,False,0.05
1554,-1,False,2,hamilton_20,False,0.05
1572,-1,False,3,hamilton_20,False,0.05
1609,-1,False,3,hamilton_20,False,0.05
2038,-1,False,0,hamilton_25,False,0.05
2005,-1,False,0,hamilton_25,False,0.05
2036,-1,False,0,hamilton_25,False,0.05
2009,-1,False,0,hamilton_25,False,0.05
2010,-1,False,0,hamilton_25,False,0.05
2014,-1,False,0,hamilton_25,False,0.05
2016,-1,False,0,hamilton_25,False,0.05
2017,-1,False,0,hamilton_25,False,0.05
2018,-1,False,0,hamilton_25,False,0.05
2034,-1,False,0,hamilton_25,False,0.05
2029,-1,False,0,hamilton_25,False,0.05
2037,-1,False,0,hamilton_25,False,0.05
2023,-1,False,0,hamilton_25,False,0.05
2024,-1,False,0,hamilton_25,False,0.05
2026,-1,False,0,hamilton_25,False,0.05
2022,-1,False,1,hamilton_25,False,0.05
2021,-1,False,2,hamilton_25,False,0.05
2031,-1,False,3,hamilton_25,False,0.05
2020,-1,False,3,hamilton_25,False,0.05
2019,-1,False,4,hamilton_25,False,0.05
2035,-1,False,4,hamilton_25,False,0.05
2006,-1,False,4,hamilton_25,False,0.05
2004,-1,False,4,hamilton_25,False,0.05
2041,-1,False,0,hamilton_26,False,0.05
2072,-1,False,0,hamilton_26,False,0.05
2069,-1,False,0,hamilton_26,False,0.05
2067,-1,False,0,hamilton_26,False,0.05
2066,-1,False,0,hamilton_26,False,0.05
2062,-1,False,0,hamilton_26,False,0.05
2074,-1,False,0,hamilton_26,False,0.05
2075,-1,False,0,hamilton_26,False,0.05
2057,-1,False,1,hamilton_26,False,0.05
2050,-1,False,1,hamilton_26,False,0.05
2048,-1,False,1,hamilton_26,False,0.05
2073,-1,False,1,hamilton_26,False,0.05
2065,-1,False,2,hamilton_26,False,0.05
2049,-1,False,2,hamilton_26,False,0.05
2058,-1,False,3,hamilton_26,False,0.05
2053,-1,False,3,hamilton_26,False,0.05
2060,-1,False,3,hamilton_26,False,0.05
2061,-1,False,3,hamilton_26,False,0.05
2052,-1,False,3,hamilton_26,False,0.05
2047,-1,False,3,hamilton_26,False,0.05
2055,-1,False,3,hamilton_26,False,0.05
2059,-1,False,3,hamilton_26,False,0.05
2087,-1,False,0,hamilton_28,False,0.05
2077,-1,False,0,hamilton_28,False,0.05
2079,-1,False,0,hamilton_28,False,0.05
2081,-1,False,0,hamilton_28,False,0.05
2078,-1,False,1,hamilton_28,False,0.05
2080,-1,False,1,hamilton_28,False,0.05
2127,-1,False,1,hamilton_28,False,0.05
2103,-1,False,1,hamilton_28,False,0.05
2120,-1,False,1,hamilton_28,False,0.05
2101,-1,False,1,hamilton_28,False,0.05
2122,-1,False,1,hamilton_28,False,0.05
2076,-1,False,2,hamilton_28,False,0.05
2125,-1,False,2,hamilton_28,False,0.05
2126,-1,False,2,hamilton_28,False,0.05
2112,-1,False,3,hamilton_28,False,0.05
2119,-1,False,3,hamilton_28,False,0.05
2118,-1,False,3,hamilton_28,False,0.05
2123,-1,False,3,hamilton_28,False,0.05
2111,-1,False,3,hamilton_28,False,0.05
2104,-1,False,3,hamilton_28,False,0.05
2107,-1,False,3,hamilton_28,False,0.05
2106,-1,False,3,hamilton_28,False,0.05
2105,-1,False,3,hamilton_28,False,0.05
2128,-1,False,3,hamilton_28,False,0.05
2102,-1,False,3,hamilton_28,False,0.05
2099,-1,False,3,hamilton_28,False,0.05
2091,-1,False,3,hamilton_28,False,0.05
2084,-1,False,3,hamilton_28,False,0.05
2083,-1,False,3,hamilton_28,False,0.05
2082,-1,False,3,hamilton_28,False,0.05
2108,-1,False,3,hamilton_28,False,0.05
2130,-1,False,3,hamilton_28,False,0.05
2187,-1,False,0,hamilton_29,False,0.05
2191,-1,False,0,hamilton_29,False,0.05
2184,-1,False,0,hamilton_29,False,0.05
2185,-1,False,0,hamilton_29,False,0.05
2186,-1,False,0,hamilton_29,False,0.05
2176,-1,False,0,hamilton_29,False,0.05
2152,-1,False,0,hamilton_29,False,0.05
2177,-1,False,0,hamilton_29,False,0.05
2144,-1,False,0,hamilton_29,False,0.05
2139,-1,False,0,hamilton_29,False,0.05
2138,-1,False,0,hamilton_29,False,0.05
2137,-1,False,0,hamilton_29,False,0.05
2189,-1,False,0,hamilton_29,False,0.05
2188,-1,False,0,hamilton_29,False,0.05
2183,-1,False,1,hamilton_29,False,0.05
2182,-1,False,1,hamilton_29,False,0.05
2181,-1,False,1,hamilton_29,False,0.05
2190,-1,False,1,hamilton_29,False,0.05
2180,-1,False,1,hamilton_29,False,0.05
2134,-1,False,1,hamilton_29,False,0.05
2173,-1,False,1,hamilton_29,False,0.05
2174,-1,False,1,hamilton_29,False,0.05
2172,-1,False,1,hamilton_29,False,0.05
2170,-1,False,1,hamilton_29,False,0.05
2166,-1,False,1,hamilton_29,False,0.05
2165,-1,False,1,hamilton_29,False,0.05
2162,-1,False,1,hamilton_29,False,0.05
2156,-1,False,1,hamilton_29,False,0.05
2155,-1,False,1,hamilton_29,False,0.05
2147,-1,False,1,hamilton_29,False,0.05
2136,-1,False,1,hamilton_29,False,0.05
2135,-1,False,1,hamilton_29,False,0.05
2178,-1,False,1,hamilton_29,False,0.05
2192,-1,False,1,hamilton_29,False,0.05
2193,-1,False,0,hamilton_30,False,0.05
2279,-1,False,0,hamilton_30,False,0.05
2278,-1,False,0,hamilton_30,False,0.05
2254,-1,False,0,hamilton_30,False,0.05
2253,-1,False,0,hamilton_30,False,0.05
2247,-1,False,0,hamilton_30,False,0.05
2242,-1,False,0,hamilton_30,False,0.05
2236,-1,False,0,hamilton_30,False,0.05
2233,-1,False,0,hamilton_30,False,0.05
2246,-1,False,0,hamilton_30,False,0.05
2287,-1,False,0,hamilton_30,False,0.05
2200,-1,False,0,hamilton_30,False,0.05
2198,-1,False,0,hamilton_30,False,0.05
2194,-1,False,0,hamilton_30,False,0.05
2213,-1,False,0,hamilton_30,False,0.05
2257,-1,False,1,hamilton_30,False,0.05
2260,-1,False,1,hamilton_30,False,0.05
2266,-1,False,1,hamilton_30,False,0.05
2270,-1,False,1,hamilton_30,False,0.05
2271,-1,False,1,hamilton_30,False,0.05
2195,-1,False,1,hamilton_30,False,0.05
2280,-1,False,1,hamilton_30,False,0.05
2282,-1,False,1,hamilton_30,False,0.05
2283,-1,False,1,hamilton_30,False,0.05
2284,-1,False,1,hamilton_30,False,0.05
2276,-1,False,1,hamilton_30,False,0.05
2250,-1,False,1,hamilton_30,False,0.05
2251,-1,False,1,hamilton_30,False,0.05
2248,-1,False,1,hamilton_30,False,0.05
2202,-1,False,1,hamilton_30,False,0.05
2244,-1,False,1,hamilton_30,False,0.05
2243,-1,False,1,hamilton_30,False,0.05
2220,-1,False,1,hamilton_30,False,0.05
2222,-1,False,1,hamilton_30,False,0.05
2239,-1,False,1,hamilton_30,False,0.05
2237,-1,False,1,hamilton_30,False,0.05
2249,-1,False,1,hamilton_30,False,0.05
2235,-1,False,1,hamilton_30,False,0.05
2285,-1,False,2,hamilton_30,False,0.05
2217,-1,False,2,hamilton_30,False,0.05
2281,-1,False,2,hamilton_30,False,0.05
2211,-1,False,2,hamilton_30,False,0.05
2212,-1,False,2,hamilton_30,False,0.05
2241,-1,False,2,hamilton_30,False,0.05
2208,-1,False,2,hamilton_30,False,0.05
2286,-1,False,2,hamilton_30,False,0.05
