ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,shuffle,bin_width
2,9,0.4565893183032573,0.0684883977454886,0.014508073418005467,5.589127353365874,0.49047933794490234,0.05707366478790716,1.4798234886365575,0.2647682536246702,0.1644248320707286,0.31059074256676633,0.5530973451327434,1.0,0.8628318584070795,0.2654867256637168,0.5663716814159292,-1,hamilton_17,False,0.05
3,9,0.09464011475490418,0.017745021516544533,0.01059545351324329,1.9430927446581967,0.6686158480206118,0.011830014344363022,1.0913317118640589,0.5616467432469527,0.12125907909600654,0.31059074256676633,0.9557522123893806,1.0,0.9646017699115044,0.8938053097345132,0.5663716814159292,-1,hamilton_17,False,0.05
4,2,0.4054467286233069,0.4054467286233069,0.008639360398483098,1.1651072335844206,0.33627722187137676,0.4054467286233069,0.3542137763378068,0.3040181762910164,0.1771068881689034,0.31059074256676633,0.5530973451327434,0.7079646017699115,0.35398230088495575,0.35398230088495575,0.5663716814159292,-1,hamilton_17,False,0.05
0,14,0.6276016584483581,0.0482770506498737,0.023196209545203583,10.526138934167284,0.7517248188470084,0.0482770506498737,1.7397157158902683,0.5864490489972257,0.17397157158902682,0.06736282127797885,0.0,0.9348837209302325,0.45348837209302323,1.0,0.0,-1,hamilton_18,False,0.05
1,1,0.0,,0.004214565394880753,0.02528739236928452,1.0018776776938167,,0.02528739236928452,1.0,0.02528739236928452,0.06736282127797885,1.0,0.0,1.0,1.0,0.0,-1,hamilton_18,False,0.05
2,1,0.0,,0.010830184571939851,0.07581129200357896,1.0056504527924266,,0.07581129200357896,1.0,0.07581129200357896,0.06736282127797885,1.0,0.0,1.0,1.0,0.0,-1,hamilton_18,False,0.05
3,2,0.10847089302398967,0.10847089302398967,0.017290442021776122,0.4071366482875167,0.4816871493405875,0.10847089302398967,0.19019486223953735,0.4671523996661269,0.09509743111976868,0.06736282127797885,1.0,0.09302325581395349,0.0,0.48837209302325585,0.0,-1,hamilton_18,False,0.05
4,3,0.03284860158727071,0.016424300793635355,0.017851795576673924,0.9197284012888127,0.9581668775077634,0.016424300793635355,0.8211825965270007,0.8928533634236802,0.27372753217566687,0.06736282127797885,1.0,1.0,1.0,1.0,0.16744186046511628,-1,hamilton_18,False,0.05
5,3,0.08990887442543305,0.044954437212716525,0.02819632353118306,1.5385611821795369,0.9308312329769249,0.044954437212716525,1.2688345589032375,0.8246890494831004,0.4229448529677458,0.06736282127797885,1.0,0.9348837209302325,1.0,1.0,0.8372093023255814,-1,hamilton_18,False,0.05
0,41,0.8680277025876925,0.023506694720010168,0.009887536911177525,43.785903905461566,0.46293815869208194,0.02170069256469231,8.196768099366171,0.27573708783914563,0.19992117315527247,0.2858478110965907,0.19607843137254902,0.8915441176470589,0.024509803921568627,0.0,0.0,-1,hamilton_23,False,0.05
1,15,0.1841695290839386,0.017484448963665057,0.009953422717240737,7.599906376838077,0.7098934361164921,0.013154966363138471,4.837363440579,0.636503030527012,0.3224908960386,0.2858478110965907,0.9705882352941176,1.0,0.14705882352941177,0.40441176470588236,0.0,-1,hamilton_23,False,0.05
2,23,0.5207511462391603,0.025592470862180954,0.010311460952943207,18.205398779078383,0.45471254482740026,0.02367050664723456,6.228122415577701,0.342103048175745,0.27078793111207394,0.2858478110965907,0.19607843137254902,0.8915441176470589,0.024509803921568627,0.0,0.0,-1,hamilton_23,False,0.05
